,tweet_id,text,tokenized_text
20,1520651235862458369,"'Georgia’s approach is influencing ours as an organisation' - writes @MyTutor CEO, James Grant
#AutismAcceptanceMonth
https://t.co/IYBt63jqzf","' georgia ’ s approach is influencing ours as an organisation ' - writes <user> <allcaps> ceo </allcaps> , james grant <hashtag> autism acceptance month </hashtag> <url>"
24,1520642133325082626,"This mindset is not only ableist in nature (the idea that in order for you to be autistic you need to have extreme autistic traits when that isnt true) but it’s incredibly gatekeepy (for lack of a better term). Neurodiversity is a broad spectrum, (3/4)","this mindset is not only ableist in nature ( the idea that in order for you to be autistic you need to have extreme autistic traits when that isnt true ) but it ’ s incredibly gatekeepy ( for lack of a better term ) . neurodiversity is a broad spectrum , ( <number> / <number> )"
27,1520635303220113408,"Why do we like to use words that other people don’t understand to describe emotions and actions that could be more simply described?

https://t.co/8T5Kv4v22p",why do we like to use words that other people don ’ t understand to describe emotions and actions that could be more simply described ? <url>
29,1520632759626174464,"@Chookadoodle I think some people might just feel odd profiting off of communities they aren't apart of. A lot of makers are part of the LGBTQ+ community, not sure as far as neurodiversity goes! I am autistic, though, so I wouldn't mind doing a few related pours, time just got away from me 😂","<user> i think some people might just feel odd profiting off of communities they are not apart of . a lot of makers are part of the <allcaps> lgbtq </allcaps> + community , not sure as far as neurodiversity goes ! i am autistic , though , so i would not mind doing a few related pours , time just got away from me 😂"
34,1520624348511580160,"@tanamarieco @static693 lmaoo fr executive function staying reliable 😂 whirlwind combo of neurodiversity &amp; creative explorer makes the tornado from wizard of oz look like a subtle breeze🤣
but ill take the W, this is progress considering I couldn't even work from home this week from all the ~piles~ 😅","<user> <user> lmaoo fr executive function staying reliable 😂 whirlwind combo of neurodiversity & creative explorer makes the tornado from wizard of oz look like a subtle breeze 🤣 but ill take the w , this is progress considering i could not even work from home this week from all the ~ piles ~ 😅"
35,1520622856601686016,@IBJIYONGI Indeed! My friend @lynnco started @NASA #Neurodiversity Network N3 to mentor high school students after one of our autistic students excelled at physics and is now an @NSF fellow pursuing PhD in Physics! Cure discrimination not autism! ❤️ https://t.co/u7j05b1PjG,<user> indeed ! my friend <user> started <user> <hashtag> neurodiversity </hashtag> network n3 to mentor high school students after one of our autistic students excelled at physics and is now an <user> fellow pursuing phd in physics ! cure discrimination not autism ! ❤️ <url>
37,1520621368588783616,"@COMRADEMOM0 @laurenancona [terminology in this article isn’t neurodiversity-friendly]
https://t.co/0RrlUB4ggr",<user> <user> [ terminology in this article isn ’ t neurodiversity - friendly ] <url>
38,1520618480282013697,"Okay, Steve Silberman liking one of my tweets was really cool. 🥰 I follow him on my main account and urge you too as well if you’re keen on learning more about neurodiversity from an autistic perspective. https://t.co/SEJR7KpCLp","okay , steve silberman liking one of my tweets was really cool . 🥰 i follow him on my main account and urge you too as well if you ’ re keen on learning more about neurodiversity from an autistic perspective . <url>"
42,1520606990141370368,"This book is superb. Insightful, sparklingly clear writing

(we need a paperback version in India!) #Neurodiversity https://t.co/cNulxq4vN0","this book is superb . insightful , sparklingly clear writing ( we need a paperback version in india ! ) <hashtag> neurodiversity </hashtag> <url>"
43,1520601372915343360,Neurodivergence: Provoking a New Mind Sight - via @smedian_network #ArtificialIntelligence #Neurodiversity #Neuroscience #Humanity https://t.co/OWZ7cX8sY4,neurodivergence : provoking a new mind sight - via <user> <hashtag> artificial intelligence </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> neuroscience </hashtag> <hashtag> humanity </hashtag> <url>
44,1520601195705995265,Change the narrative on ADHD. https://t.co/CalrUgLX5i #,change the narrative on <allcaps> adhd </allcaps> . <url> #
45,1520600995083943938,"I mean... I wasn't wrong...

Thanks for that mom! #Mentalhealth @symmtech2015 @Anuj_Saraswat @SymmTech #Neurodiversity",i mean . <repeated> i wasn ' t wrong . <repeated> thanks for that mom ! <hashtag> mentalhealth </hashtag> <user> <user> <user> <hashtag> neurodiversity </hashtag>
48,1520594022296801280,"we should have convos about culture, neurodiversity, power, &amp; marginalization. More often. 

#NoStigma

In any case, decades of therapy and medications and yeah I still have struggles &amp; some behavioral tendencies that can be annoying to others (and myself). 

#Life https://t.co/jHsHpnQ0lX","we should have convos about culture , neurodiversity , power , & marginalization . more often . <hashtag> no stigma </hashtag> in any case , decades of therapy and medications and yeah i still have struggles & some behavioral tendencies that can be annoying to others ( and myself ) . <hashtag> life </hashtag> <url>"
49,1520590385068003328,"Here are the QR codes to That Au-Some Book Club’s current book recommendation lists. 👇🏽👇🏽👇🏽

#Neurodiversity #Sped #EduTwitter https://t.co/UWITsocVsz",here are the qr codes to that au - some book club ’ s current book recommendation lists . 👇 🏽 👇 🏽 👇 🏽 <hashtag> neurodiversity </hashtag> <hashtag> sped </hashtag> <hashtag> edu twitter </hashtag> <url>
50,1520589958519693313,"I am giving a talk about #neurodiversity on Monday, May 9th, in Farsi for #Farsi language speakers. I don’t have a lot of Farsi speaker followers on Twitter, but thought to share it here. If this is applicable to you and you’re interested, I’ll send you a Zoom link!","i am giving a talk about <hashtag> neurodiversity </hashtag> on monday , <date> , in farsi for <hashtag> farsi </hashtag> language speakers . i don ’ t have a lot of farsi speaker followers on twitter , but thought to share it here . if this is applicable to you and you ’ re interested , i ’ ll send you a zoom link !"
52,1520584558831353856,"ADHD/ADD people blossom when 
they have plenty of outdoor exercise 
and hands-on learning. 

Practical tips, here:
ADD and ADHD: Tips for Teachers and Parents: https://t.co/iIVni1b0Rp

#ADD #ADHD #Neurodiversity #focus #learning #ATTENTION https://t.co/kTyx0xnF4I","<allcaps> adhd </allcaps> / <allcaps> add </allcaps> people blossom when they have plenty of outdoor exercise and hands - on learning . practical tips , here : <allcaps> add </allcaps> and <allcaps> adhd </allcaps> : tips for teachers and parents : <url> <hashtag> add </hashtag> <hashtag> adhd </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> focus </hashtag> <hashtag> learning </hashtag> <hashtag> attention </hashtag> <url>"
53,1520584050624417792,We Don’t Use Big Words to Show Off: https://t.co/o8ZCqtqvnL #autistic #autism #neurodivergent #neurodiversity Please RT https://t.co/zDuLblbPVr,we don ’ t use big words to show off : <url> <hashtag> autistic </hashtag> <hashtag> autism </hashtag> <hashtag> neuro divergent </hashtag> <hashtag> neurodiversity </hashtag> please rt <url>
55,1520582538317766663,@UnitedNevada @NicholasFerroni ^^ your ableist bs doesn't help. Sadly too many don't get enough food. Kids need enough food to begin with. Please learn about neurodiversity and those with disabilities.,<user> <user> ^^ your ableist bs does not help . sadly too many do not get enough food . kids need enough food to begin with . please learn about neurodiversity and those with disabilities .
59,1520581379456700417,@PTXofficial Just finished working a show! I’m doing sound for the Neurodiversity Everywhere tour.,<user> just finished working a show ! i ’ m doing sound for the neurodiversity everywhere tour .
60,1520579718491291648,"Happy last day of #AutismAcceptanceMonth 
TY @NDRenegade for the cozy shirt 
#Neurodivergent #Neurodiversity #AutismAwareness #adhd #neurodiversityrocks https://t.co/rIpDBhLW3U",happy last day of <hashtag> autism acceptance month </hashtag> ty <user> for the cozy shirt <hashtag> neurodivergent </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> autism awareness </hashtag> <hashtag> adhd </hashtag> <hashtag> neurodiversity rocks </hashtag> <url>
62,1520572065040027649,"As I seek to get more medical information and test for my levels of possible autism since I deal with anxiety disorder, adhd, and identify as female that in a man body refer to be called they non binary, it feels that dislike and hate towards #Neurodiversity is apparently rampant","as i seek to get more medical information and test for my levels of possible autism since i deal with anxiety disorder , adhd , and identify as female that in a man body refer to be called they non binary , it feels that dislike and hate towards <hashtag> neurodiversity </hashtag> is apparently rampant"
64,1520571745119309825,"@JackieKhalilieh @NobleValerie @LynneMissen1 @TundraBooks Congratulations, Jackie! Oh my heart! I cannot wait to read this and see it out in the literary world! You’re a powerhouse for neurodiversity and Palestine representation! 💝","<user> <user> <user> <user> congratulations , jackie ! oh my heart ! i cannot wait to read this and see it out in the literary world ! you ’ re a powerhouse for neurodiversity and palestine representation ! 💝"
65,1520571456555528194,"@ReachoutASC Neurodiversity affirming practice? Double empathy @KieranRose7 https://t.co/i3uv11Fmm1 NOT changing individuals, but looking at environments (including people around the CYP), considering autistic communication, learning styles &amp; strengths e.g.monotropism https://t.co/qqXVEfX8gL)","<user> neurodiversity affirming practice ? double empathy <user> <url> <allcaps> not </allcaps> changing individuals , but looking at environments ( including people around the <allcaps> cyp </allcaps> ) , considering autistic communication , learning styles & strengths e . g . monotropism <url>"
66,1520570833101590529,"@thereidout your words of disgusting dislike on asprigers, people with disabilities as being neuro diverse like my half Filipino Asian son who has similar issues like @elonmusk is the definition of hate. Disagree if you like, the truth is it is towards #Neurodiversity https://t.co/MyDBBmLAPF","<user> your words of disgusting dislike on asprigers , people with disabilities as being neuro diverse like my half filipino asian son who has similar issues like <user> is the definition of hate . disagree if you like , the truth is it is towards <hashtag> neurodiversity </hashtag> <url>"
67,1520569434716311552,"@cadiulus Check out the Neurodiversity podcast, see developmental Peds if it’s been awhile, make sure IEPs are in place for school, be patient with yourself, trust that engagement makes things better- not perfect- but that’s not the goal for any child. Find support with other parents","<user> check out the neurodiversity podcast , see developmental peds if it ’ s been awhile , make sure ieps are in place for school , be patient with yourself , trust that engagement makes things better - not perfect - but that ’ s not the goal for any child . find support with other parents"
68,1520567649167585280,@MATTHEW55736628 @Vacherieboy @VinnieTortorich I wouldn’t make fun of that.  I only make fun of people being dork ass losers for reasons under their own control. Neurodiversity is awesome and some of the best people I know are autistic.,<user> <user> <user> i wouldn ’ t make fun of that . i only make fun of people being dork ass losers for reasons under their own control . neurodiversity is awesome and some of the best people i know are autistic .
93,1520706917437485062,https://t.co/lceOWQEJup Recommending this to all primary teachers #positive_behaviour #meltdowns #neurodiversity #@stormbreak,<url> recommending this to all primary teachers <hashtag> positive behaviour </hashtag> <hashtag> meltdowns </hashtag> <hashtag> neurodiversity </hashtag> # <user>
114,1520706202426032129,"What is Neurodiversity?

What is Neurodiversity?

https://t.co/e7NoVhfKz9

""Neurodiversity is the way we think, move, act, communicate and pro

https://t.co/BvJNpF26ti","what is neurodiversity ? what is neurodiversity ? <url> "" neurodiversity is the way we think , move , act , communicate and pro <url>"
117,1520704726337302528,"We’re forced to internalise the capitalist logic of overwork, rigidity, hierarchy, competition and status anxiety. This not only makes it impossible for us to fulfil our potential – it endangers people’s lives, writes @utopianrealism. 

https://t.co/7GIy2B8uI7","we ’ re forced to internalise the capitalist logic of overwork , rigidity , hierarchy , competition and status anxiety . this not only makes it impossible for us to fulfil our potential – it endangers people ’ s lives , writes <user> . <url>"
138,1520695474419912705,"Chameleon supports ALL families &amp; children 🌈❤🧡💛💚💙💜🌈

#SEND #neurodiversity #comnection #communication https://t.co/DKskOVZLil",chameleon supports <allcaps> all </allcaps> families & children 🌈 ❤ 🧡 💛 💚 💙 💜 🌈 <hashtag> send </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> com nect ion </hashtag> <hashtag> communication </hashtag> <url>
144,1520692185456386058,Carol Stock Kranowitz: The Out of Sync Child https://t.co/mXmxB8HtnH #breathing #parenting #mentalhealth #healthcare #autism #neurodiversity #anxiety #sensoryprocessingdisorder #sensoryoverload,carol stock kranowitz : the out of sync child <url> <hashtag> breathing </hashtag> <hashtag> parenting </hashtag> <hashtag> mental health </hashtag> <hashtag> healthcare </hashtag> <hashtag> autism </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> anxiety </hashtag> <hashtag> sensory processing disorder </hashtag> <hashtag> sensory overload </hashtag>
149,1520688250280681472,"Honouring Autistic Communication in #SLT practice. Training opportunity this Tuesday @RCSLTLearn @rcsltscot @RCSLTNI @RCSLTWales @RCSLT 
#CombatAbleism #Autism #Neurodiversity 
https://t.co/yackUNNzPI",honouring autistic communication in <hashtag> slt </hashtag> practice . training opportunity this tuesday <user> <user> <user> <user> <user> <hashtag> combat ableism </hashtag> <hashtag> autism </hashtag> <hashtag> neurodiversity </hashtag> <url>
152,1520687367614603264,"did it knowing their neurodiversity stops local anaesthetics and pain killers working properly, didn't just doom them to osteopenia etc. doomed them to pain without relief! https://t.co/nl7a4CgAF6","did it knowing their neurodiversity stops local anaesthetics and pain killers working properly , did not just doom them to osteopenia etc . doomed them to pain without relief ! <url>"
153,1520686380464156674,"The importance of #FlippingTheNarrative If you've only got a few minutes, listen to this clip.  the lived experience is a powerful tool to understand #Neurodiversity https://t.co/b7X1eLrwEC","the importance of <hashtag> flipping the narrative </hashtag> if you have only got a few minutes , listen to this clip . the lived experience is a powerful tool to understand <hashtag> neurodiversity </hashtag> <url>"
155,1520683001419554816,Explore best practices for harnessing the power of #neurodiversity in the 2nd episode of the #ThinkEcosystem podcast series. #EYEcosystems https://t.co/RowYOU8iPT,explore best practices for harnessing the power of <hashtag> neurodiversity </hashtag> in the 2 nd episode of the <hashtag> think ecosystem </hashtag> podcast series . <hashtag> ey ecosystems </hashtag> <url>
156,1520682869840089090,"2nd episode in our #ThinkEcosystem podcast series focuses on the power of neurodiversity to drive transformation, #innovation and sustainable growth. Hear how progressive businesses are adjusting their approach to #neurodiversity. #EYEcosystems https://t.co/eqiTESN0fn","2 nd episode in our <hashtag> think ecosystem </hashtag> podcast series focuses on the power of neurodiversity to drive transformation , <hashtag> innovation </hashtag> and sustainable growth . hear how progressive businesses are adjusting their approach to <hashtag> neurodiversity </hashtag> . <hashtag> ey ecosystems </hashtag> <url>"
157,1520682535633965057,"Used to do it every day when I worked in an office. Realised after I started working from home that I needed it in the office to manage neurodiversity. But, have since realised I may need it to manage my weirdo nervous system as well, so recommitting :)","used to do it every day when i worked in an office . realised after i started working from home that i needed it in the office to manage neurodiversity . but , have since realised i may need it to manage my weirdo nervous system as well , so recommitting <happy>"
158,1520682368847294465,"RTing own tweet😋... but I think this one's important! 
#CBT #therapy #Autism #AutismAwareness #ActuallyAutistic #Neurodivergent #Neurodiversity https://t.co/tcvV8TdTGz",rting own tweet 😋 . <repeated> but i think this one ' s important ! <hashtag> cbt </hashtag> <hashtag> therapy </hashtag> <hashtag> autism </hashtag> <hashtag> autism awareness </hashtag> <hashtag> actually autistic </hashtag> <hashtag> neurodivergent </hashtag> <hashtag> neurodiversity </hashtag> <url>
160,1520681481982652417,Enjoying my new t-shirt immensely #ActuallyAutistic #Neurodiversity https://t.co/a9OeasC2Xt,enjoying my new t - shirt immensely <hashtag> actually autistic </hashtag> <hashtag> neurodiversity </hashtag> <url>
168,1520677143562403841,I would. idk if it’s the gayness or the neurodiversity but…yeah. Me. 😆 https://t.co/QsfWXRMxUC,i would . idk if it ’ s the gayness or the neurodiversity but … yeah . me . 😆 <url>
170,1520676174531231749,"@HingumTringum Careful now, if you start suggesting chemistry and physics are involved, you might put research psychologists out of work…which would be terrible…so definitely don’t do that. I mean, who would we have left to “scientifically” pathologize #neurodiversity and oppressed peoples?","<user> careful now , if you start suggesting chemistry and physics are involved , you might put research psychologists out of work … which would be terrible … so definitely don ’ t do that . i mean , who would we have left to “ scientifically ” pathologize <hashtag> neurodiversity </hashtag> and oppressed peoples ?"
175,1520766552395718656,"The walled garden is coming back to life again! We did a Dawn Chorus walk at silly o'clock, then welcomed back our first group, Therapeutic Forest for children with autism and neurodiversity, here sowing wildflowers. Good to be back, feels like home again already. https://t.co/ds9wiwfHt0","the walled garden is coming back to life again ! we did a dawn chorus walk at silly o ' clock , then welcomed back our first group , therapeutic forest for children with autism and neurodiversity , here sowing wildflowers . good to be back , feels like home again already . <url>"
181,1520765798557626368,"1.55 - 2.15pm - @emgntdivergence - Finding Autistic Pride In Times Of Struggle

2.15 - 2.35pm - @JanineBooth - Neurodiversity and Socialism

2.35 - 2.55pm - Amanda Hind - Autistic Women and Ethinicty 

2.55 - 3.15pm -@AutismAdvoCat - My Journey
3/5",<number> - <time> - <user> - finding autistic pride in times of struggle <number> - <time> - <user> - neurodiversity and socialism <number> - <time> - amanda hind - autistic women and ethinicty <number> - <time> - <user> - my journey <number> / <number>
182,1520765168120119298,"For #AutismAcceptanceMonth, we sat down with Kelly Given, neurodiversity co-chair of the Disabled Employee Network, to learn about autism, neurodivergence and how to support autistic individuals in our community. Read more about her story here: https://t.co/MWLkbqbXMR https://t.co/6MQXJM9bGO","for <hashtag> autism acceptance month </hashtag> , we sat down with kelly given , neurodiversity co - chair of the disabled employee network , to learn about autism , neurodivergence and how to support autistic individuals in our community . read more about her story here : <url> <url>"
191,1520759725318680577,"Tour &amp; Talk with Trisha Gupta  ""Neurodiversity: Biodiversity""
May 15, 1:00 PM
Sandy Spring Museum, 17901 Bentley Rd., Sandy Spring, MD 20860 RSVP: https://t.co/7X16B7b6Rr https://t.co/sV5Wpg0RGN","tour & talk with trisha gupta "" neurodiversity : biodiversity "" <date> , <time> sandy spring museum , <number> bentley rd . , sandy spring , md <number> <allcaps> rsvp </allcaps> : <url> <url>"
203,1520757599372816384,"@Theautisticedu1 @Craig_ADHD @dr_s_a_hills Well tell that to the rest of the world that then... the amount of times I've heard neurodiversity being used in the context of just autistic or just ADHD is staggering, being a friend of Judy doesn't change that; languages change due to majority usage, nor correct usage.","<user> <user> <user> well tell that to the rest of the world that then . <repeated> the amount of times i have heard neurodiversity being used in the context of just autistic or just <allcaps> adhd </allcaps> is staggering , being a friend of judy does not change that ; languages change due to majority usage , nor correct usage ."
210,1520753864290492417,Neurodiversity offers tech leaders an ESG opportunity https://t.co/SX3EVWdLvb,neurodiversity offers tech leaders an <allcaps> esg </allcaps> opportunity <url>
211,1520753756790472704,"The NHS is developing a training 4 autistic peer support workers. The consultation involved many #ActuallyAutistic people. The emphatic input was to include #Neurodiversity and the #DoubleEmpathyProblem in the curriculum, yet they excluded those as they don’t ‘fit with beliefs’.","the <allcaps> nhs </allcaps> is developing a training <number> autistic peer support workers . the consultation involved many <hashtag> actually autistic </hashtag> people . the emphatic input was to include <hashtag> neurodiversity </hashtag> and the <hashtag> double empathy problem </hashtag> in the curriculum , yet they excluded those as they don ’ t ‘ fit with beliefs ’ ."
212,1520753489017724932,"The other thing I think when I read the last bit on hope is that it sort of accidentally reminds us that neurodiversity has always been an issue in labor. Which, of course. 7/?","the other thing i think when i read the last bit on hope is that it sort of accidentally reminds us that neurodiversity has always been an issue in labor . which , of course . <number> / ?"
213,1520753178144350210,The Sensory Friendly Solutions Podcast https://t.co/D6EjlE8SpW #parenting #neurodiversity #autism #mentalhealth #sensoryfriendly #sensoryoverload #anxiety #sensoryprocessingdisorder,the sensory friendly solutions podcast <url> <hashtag> parenting </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> autism </hashtag> <hashtag> mental health </hashtag> <hashtag> sensory friendly </hashtag> <hashtag> sensory overload </hashtag> <hashtag> anxiety </hashtag> <hashtag> sensory processing disorder </hashtag>
218,1520751109702307841,Autism parents-Your Childs differences have taught you to re-evaluate your learning process and has made you stronger! #autism #asd #autismontario #autismspectrum #BeTheChange #neurodiversity #endthestigma #autismparents #aba #autismawareness https://t.co/5sF1RtiVdB,autism parents - your childs differences have taught you to re - evaluate your learning process and has made you stronger ! <hashtag> autism </hashtag> <hashtag> asd </hashtag> <hashtag> autism ontario </hashtag> <hashtag> autism spectrum </hashtag> <hashtag> be the change </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> end the stigma </hashtag> <hashtag> autism parents </hashtag> <hashtag> aba </hashtag> <hashtag> autism awareness </hashtag> <url>
219,1520750944719458305,"@DeloitteUS ServiceNow Apprentices perform day-to-day support, maintenance, work with teams to develop solutions, processes, reports &amp; dashboards in ServiceNow &amp; coordinate efforts within teams
⌛3 months
💰Avg Pay up to $70K
🥳Remote
🗓Apply by May 22
📝https://t.co/z9wATRpxrB","<user> servicenow apprentices perform day - to - day support , maintenance , work with teams to develop solutions , processes , reports & dashboards in servicenow & coordinate efforts within teams ⌛ <number> months 💰 avg pay up to <money> 🥳 remote 🗓 apply by <date> 📝 <url>"
220,1520750937207459840,"@DeloitteUS Java Apprentices build solutions to client problems through programming methods/tools, validates solutions &amp; assist in writing technical approach and design documentation as required.
⌛3 months
💰Avg Pay up to $80K
🥳Remote
🗓Apply by May 22
📝https://t.co/b5NbR1wxZP","<user> java apprentices build solutions to client problems through programming methods / tools , validates solutions & assist in writing technical approach and design documentation as required . ⌛ <number> months 💰 avg pay up to <money> 🥳 remote 🗓 apply by <date> 📝 <url>"
221,1520750931444441088,"@DeloitteUS Salesforce Apprentices build and manage Salesforce solutions, security, reports, components, workflows &amp; assist in writing technical approach and design documentation as required. 
⌛3 months
💰Avg Pay up to $80K
🥳Remote
🗓Apply by May 22
📝https://t.co/b5NbR1wxZP","<user> salesforce apprentices build and manage salesforce solutions , security , reports , components , workflows & assist in writing technical approach and design documentation as required . ⌛ <number> months 💰 avg pay up to <money> 🥳 remote 🗓 apply by <date> 📝 <url>"
222,1520750927703072769,"@DeloitteUS Data Analytics Apprentices perform development, maintenance &amp; operations of a suite of advanced analytical, econometric, and AI models &amp; business intelligence tools using Python, SQL
⌛3 months
💰Avg Pay up to $91K
🥳Remote
🗓Apply by May 22
📝https://t.co/squF7jMZDK","<user> data analytics apprentices perform development , maintenance & operations of a suite of advanced analytical , econometric , and ai models & business intelligence tools using python , <allcaps> sql </allcaps> ⌛ <number> months 💰 avg pay up to <money> 🥳 remote 🗓 apply by <date> 📝 <url>"
226,1520748531295862785,"Unschooling is an Excellent Choice for Dyslexia.❤

#neurodiversity #unschool  #dyslexia https://t.co/EPZ0SdBfFH",unschooling is an excellent choice for dyslexia . ❤ <hashtag> neurodiversity </hashtag> <hashtag> un school </hashtag> <hashtag> dyslexia </hashtag> <url>
230,1520745613679288320,Autistic Literalness Is NOT An Attempt to Be a Smart-Ass: https://t.co/Qm4DBW2Z8Y #autism #actuallyautistic #neurodiversity #neurodivergent #autismparent #autismmom #autismdad Please RT https://t.co/hz13KSCQzG,autistic literalness is <allcaps> not </allcaps> an attempt to be a smart - ass : <url> <hashtag> autism </hashtag> <hashtag> actually autistic </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> neuro divergent </hashtag> <hashtag> autism parent </hashtag> <hashtag> autism mom </hashtag> <hashtag> autism dad </hashtag> please rt <url>
233,1520742757404446720,"Stepping our way to being a green charity.

Climate change is the defining crisis of our time and it is happening even more quickly than we feared. Billions of tonnes of C02 are released https://t.co/I2hWt0BTgJ #supportedliving #learningdisabilities #neurodiversity #autismlove",stepping our way to being a green charity . climate change is the defining crisis of our time and it is happening even more quickly than we feared . billions of tonnes of c02 are released <url> <hashtag> supported living </hashtag> <hashtag> learning disabilities </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> autism love </hashtag>
234,1520742008545071106,"Be Were! I'm a real wild child...

SAVAGE GIRLS &amp; WILD BOYS: A HISTORY OF FERAL CHILDREN by Michael Newton.
THE BEAST WITHIN: A HISTORY OF THE WEREWOLF by Adam Douglas

#Werewolf #feralchildren #Folklore #folkhorror #horror #lycanthropy
#Neurodiversity #childhood #gothic https://t.co/U7BL3VIQpU",be were ! i am a real wild child . <repeated> <allcaps> savage girls </allcaps> & <allcaps> wild boys </allcaps> : <allcaps> a history of feral children </allcaps> by michael newton . <allcaps> the beast within </allcaps> : <allcaps> a history of the werewolf </allcaps> by adam douglas <hashtag> werewolf </hashtag> <hashtag> feral children </hashtag> <hashtag> folklore </hashtag> <hashtag> folk horror </hashtag> <hashtag> horror </hashtag> <hashtag> lycanthropy </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> childhood </hashtag> <hashtag> gothic </hashtag> <url>
