"","tweet_id","user_username","text","possibly_sensitive","created_at","conversation_id","author_id","lang","in_reply_to_user_id","user_profile_image_url","user_description","user_name","user_protected","user_created_at","user_verified","user_location","user_pinned_tweet_id","user_url","retweet_count","like_count","quote_count","user_tweet_count","user_list_count","user_followers_count","user_following_count","sourcetweet_type","sourcetweet_id","sourcetweet_text","sourcetweet_lang","sourcetweet_author_id"
"11","1365819732864106496","dibabomjr","RT @bomsgifs: If and only if your idol has promoted mental health awareness, neurodiversity, and was forced into hiding because of knetz an…",FALSE,"2021-02-28T00:22:54.000Z","1365819732864106496","1082963152935870464","en",NA,"https://pbs.twimg.com/profile_images/1082968936411365376/XMw0OfWT_normal.jpg","❤️ FOOD | BLACKJACK 2NE1 4ever ❤️love urself | be epy | Blackjack |Nolja ...😍🥰","𓆩♡𓆪 Bom junior 𓆩♤𓆪",FALSE,"2019-01-09T11:31:50.000Z",FALSE,NA,"1613966641548890112",NA,6,0,0,23732,0,64,167,"retweeted","1365784984636784642","If and only if your idol has promoted mental health awareness, neurodiversity, and was forced into hiding because of knetz and lack of company support then we can talk. Otherwise keep Bom out of your mouths thank you.","en","1104831776931962887"
"12","1365819656380968965","adhdace","@ergoangelic @_mercurianmind @st0nedcowboy like i said, you don’t understand neurodiversity AT ALL",FALSE,"2021-02-28T00:22:36.000Z","1365204709817028613","1251702112360099840","en","1251702112360099840","https://pbs.twimg.com/profile_images/1581947298115895296/OndyzVD1_normal.jpg","21 | nonbinary | pfp by @adhdpill | #blacklivesmatter #mybodymychoice | ace is my name not my sexuality :)","ace (they/them) 🥄",FALSE,"2020-04-19T02:40:21.000Z",FALSE,NA,"1435576623881875459",NA,0,0,0,69562,43,2164,900,NA,NA,NA,NA,NA
"13","1365818932188360707","Becca_Kirkland","what you can/can’t cope with.
People would rather you shut up &amp; struggle silently again because it’s more convenient for them that way.
#asd #autism #neurodiversity #mentalhealth #latenightthoughts",FALSE,"2021-02-28T00:19:43.000Z","1365818633792999425","960439176","en","960439176","https://pbs.twimg.com/profile_images/1452584226981875714/YSsFlu2A_normal.jpg","Lived experience volunteer. Anorexia recovery, ASD, auntie, geek, pt mermaid & a little bit eccentric. 28yo Student. Aspiring medic. MH advocate.","Rebecca Kirkland 💙💉☮️🇺🇦",FALSE,"2012-11-20T13:07:40.000Z",FALSE,"Derbyshire","1370845092362256386",NA,0,0,0,6019,7,243,329,NA,NA,NA,NA,NA
"14","1365818210482868226","gloomypunks","RT @gloomypunks: New shirt!! I've been having a great time designing shirts celebrating neurodiversity so I'm sure to come out with more so…",FALSE,"2021-02-28T00:16:51.000Z","1365818210482868226","1004030445137399808","en",NA,"https://pbs.twimg.com/profile_images/1215125908698402816/JqHJXw0d_normal.jpg","Dani, cartoonist and all around burn out loser 27","Dani (read Cat Girl)",FALSE,"2018-06-05T16:01:26.000Z",FALSE,"Houston, TX","1516904006899183616","https://t.co/6iY37q0Rn5",2,0,0,14921,36,5247,1368,"retweeted","1365706512375705601","New shirt!! I've been having a great time designing shirts celebrating neurodiversity so I'm sure to come out with more soon! https://t.co/O1w16SirRh","en","1004030445137399808"
"15","1365817298171396097","confujin","@GabbieHanna @slumberpartygjh exactly two people have tried listening to ur music and both of them were related to you lets worry about that before neurodiversity",FALSE,"2021-02-28T00:13:14.000Z","1365767719463903235","1242784239407583233","en","168778996","https://pbs.twimg.com/profile_images/1403198140010881027/x7YcDRr3_normal.jpg","low quality seokjin bot","a-z ⁷ (TEMPORARY IA)",FALSE,"2020-03-25T12:03:53.000Z",FALSE,"they/them","1395649991830605826","https://t.co/l00SMu1EBk",0,0,0,7341,3,1091,474,NA,NA,NA,NA,NA
"16","1365817025495523333","interintellect_","RT @TheAnnaGat: Tomorrow, by @netlenochka and @scottjdavies01 🧘🏼📅

https://t.co/Y1I9cGU9aV",FALSE,"2021-02-28T00:12:09.000Z","1365817025495523333","1125154247874633735","en",NA,"https://pbs.twimg.com/profile_images/1239953442237550593/MmgSqC87_normal.jpg","Reinventing the French literary salon for the internet. Public tickets https://t.co/7UXqgyYzXw - Host https://t.co/d7RqdFgohd - Members https://t.co/kDFHWMgyNT","Interintellect 🧭",FALSE,"2019-05-05T21:44:11.000Z",FALSE,"London, San Francisco & global","1127723331090898944","https://t.co/YD9TXa05Kw",1,0,0,24789,212,15310,8989,"retweeted","1365815986251833344","Tomorrow, by @netlenochka and @scottjdavies01 🧘🏼📅

https://t.co/Y1I9cGU9aV","en","22073831"
"17","1365815986251833344","TheAnnaGat","Tomorrow, by @netlenochka and @scottjdavies01 🧘🏼📅

https://t.co/Y1I9cGU9aV",FALSE,"2021-02-28T00:08:01.000Z","1365815986251833344","22073831","en",NA,"https://pbs.twimg.com/profile_images/1466907059476172802/zdgkL0-I_normal.jpg","Founder: @interintellect_ 🧭 Building: conversation culture · Bio: https://t.co/h6zEGcDxdp • Writing: https://t.co/SIYDK2MdpB · Bullish on the Good Internet","Anna Gát 🧭 ✈️ NYC, SF, DC",FALSE,"2009-02-26T22:40:47.000Z",FALSE,"Travelling","1542519818112208897","https://t.co/CfDuI8IXiw",1,0,0,107979,508,24328,2841,NA,NA,NA,NA,NA
"18","1365893036350267392","medivviction","@ChocolatePain5 i believe “neurodivergent” is the more professional or medical term ! from what ive been taught neurodiversity is a spectrum, and it’s different for everyone. though, if im wrong please correct me for i am neurotypical and still learning. thank you for your time :]",FALSE,"2021-02-28T05:14:11.000Z","1365820051794898953","1258222420005134343","en","1273355831157886987","https://pbs.twimg.com/profile_images/1484368293603336195/dCnmi_II_normal.jpg","your average mean lesbian stereotype :: orv genshin pokemon bandori prsk hq","aya",FALSE,"2020-05-07T02:30:07.000Z",FALSE,"he'she'xe",NA,"https://t.co/Ntj43ZINj4",0,0,1,657,4,36,88,NA,NA,NA,NA,NA
"19","1365892819395751938","SpecialTeeTwts","RT @thinkingautism: “When you tell a story about a community that is not your own, that is a responsibility you need to take really serious…",FALSE,"2021-02-28T05:13:19.000Z","1365892819395751938","3099502045","en",NA,"https://pbs.twimg.com/profile_images/718665260719157248/NYMKPvUt_normal.jpg","Mom. 
Daughter. 
Survivor. 
Educator. 
Activist. 
Christian.
Unbothered.","Special Tee Tweets",FALSE,"2015-03-20T11:14:32.000Z",FALSE,"Arkansas",NA,NA,36,0,0,19010,22,440,2666,"retweeted","1365888698319925249","“When you tell a story about a community that is not your own, that is a responsibility you need to take really seriously.” ASAN’s Noor Pervez @SnoringDoggo to @THR, on the differences between the misfires &amp; gems of recent autism movies.

https://t.co/5rHlvGyUAn #neurodiversity","en","152835605"
"20","1365891186913804291","scottj_onwheels","RT @AguirreLearns: @inspirecitizen1 @EvoHannan @diskon4no @ChrisQuinn64 @naomi_toland @ladeidiomas @richreadalot @LainieRowell @bbray27 @Te…",FALSE,"2021-02-28T05:06:50.000Z","1365891186913804291","1332160987756040192","en",NA,"https://pbs.twimg.com/profile_images/1407991254462304265/Zckn1zjI_normal.jpg","Father; International Educator; Inspire Citizens Facilitator; Math nerd; Host/Producer of the #EmpathytoImpact Podcast; (he/him)🇨🇦","Scott Jamieson 🌏",FALSE,"2020-11-27T03:15:23.000Z",FALSE,"Thailand","1559781400651317248","https://t.co/inYO8rUL6V",7,0,0,1212,6,1308,3547,"retweeted","1365879736468201474","@inspirecitizen1 @EvoHannan @diskon4no @ChrisQuinn64 @naomi_toland @ladeidiomas @richreadalot @LainieRowell @bbray27 @TeacherPaul1978 @mcdonald_kecia @KavitaTanna @socialstudiestx @AshleySDGsguia @IannottiRene @wondermeaghan @theloongwayhome @ejthorne8 @NishaQureshi19 @SlateLaoshi @dlguerin1 @scottj_onwheels @melissa_campesi @WorldProfessor @Mrs_Gilchrist @Hedreich @JuliaFliss @SDG2030 @EdChatEU @ChaptersInt @jfjmueller @MrAleoSays Launching a Texas based Equity Group with the support of my mentor @dmendoza7 thru @teachplusTX to provide sustainable support for BIPOC that have neurodiversity.

Look forward to IC MTE🌏 Cohort #2, speaks to my soul https://t.co/SVOp6MIRbm","en","897795979134382080"
"21","1365890781337165826","MrSpyGuy2","RT @shannonrosa: What I particularly love about @ItsEmilyKaty’s post is that so many of her autistic experiences of pure joy are things I s…",FALSE,"2021-02-28T05:05:13.000Z","1365890781337165826","1218424301369491457","en",NA,"https://pbs.twimg.com/profile_images/1338745144154095616/Huyf2HZe_normal.jpg","I live in my dreams and sleep through reality. In my mind lies a world of infinite possibilities. #Autistic #AutismAcceptance He/Him 💖💚💙","MrSpyGuy #NewDeal4Animation",FALSE,"2020-01-18T06:46:13.000Z",FALSE,"California, USA",NA,NA,13,0,0,33121,9,1435,4999,"retweeted","1365826365023395841","What I particularly love about @ItsEmilyKaty’s post is that so many of her autistic experiences of pure joy are things I see in my son as well. Autistic commonalities can be such a wonderful thing, even among people who seem extremely different at a first glance. #Neurodiversity https://t.co/iJIHgQHM7o","en","14497828"
"22","1365890196789673990","JustStimming","RT @thinkingautism: “When you tell a story about a community that is not your own, that is a responsibility you need to take really serious…",FALSE,"2021-02-28T05:02:54.000Z","1365890196789673990","3081856324","en",NA,"https://pbs.twimg.com/profile_images/1499887420321505286/rd0PHTp5_normal.jpg","Executive Director @autselfadvocacy. She/her. Taller than you. Congress has a secret train and it should belong to the people.","Julia Bascom",FALSE,"2015-03-09T15:40:41.000Z",FALSE,NA,"1091448760914198528","https://t.co/Z4wczFQNkK",36,0,0,53674,169,12053,1782,"retweeted","1365888698319925249","“When you tell a story about a community that is not your own, that is a responsibility you need to take really seriously.” ASAN’s Noor Pervez @SnoringDoggo to @THR, on the differences between the misfires &amp; gems of recent autism movies.

https://t.co/5rHlvGyUAn #neurodiversity","en","152835605"
"23","1365890003432181763","MrSpyGuy2","RT @thinkingautism: “When you tell a story about a community that is not your own, that is a responsibility you need to take really serious…",FALSE,"2021-02-28T05:02:08.000Z","1365890003432181763","1218424301369491457","en",NA,"https://pbs.twimg.com/profile_images/1338745144154095616/Huyf2HZe_normal.jpg","I live in my dreams and sleep through reality. In my mind lies a world of infinite possibilities. #Autistic #AutismAcceptance He/Him 💖💚💙","MrSpyGuy #NewDeal4Animation",FALSE,"2020-01-18T06:46:13.000Z",FALSE,"California, USA",NA,NA,36,0,0,33121,9,1435,4999,"retweeted","1365888698319925249","“When you tell a story about a community that is not your own, that is a responsibility you need to take really seriously.” ASAN’s Noor Pervez @SnoringDoggo to @THR, on the differences between the misfires &amp; gems of recent autism movies.

https://t.co/5rHlvGyUAn #neurodiversity","en","152835605"
"24","1365889858623836163","nitpickette","RT @thinkingautism: “When you tell a story about a community that is not your own, that is a responsibility you need to take really serious…",FALSE,"2021-02-28T05:01:33.000Z","1365889858623836163","436351349","en",NA,"https://pbs.twimg.com/profile_images/656467623824064513/K3H9YXyY_normal.jpg","Anti-authoritarian, Humanist, #ActuallyAutistic academic tweeting randomness • This is where I blow off steam & sometimes rant • RTs are not endorsements • 🇨🇦","nicki @nitpickette@mastodon.sdf.org",FALSE,"2011-12-14T02:48:03.000Z",FALSE,"Earth","893547752017117184",NA,36,0,0,128905,216,1898,1146,"retweeted","1365888698319925249","“When you tell a story about a community that is not your own, that is a responsibility you need to take really seriously.” ASAN’s Noor Pervez @SnoringDoggo to @THR, on the differences between the misfires &amp; gems of recent autism movies.

https://t.co/5rHlvGyUAn #neurodiversity","en","152835605"
"25","1365889776591732739","InfiniteEcho97","RT @thinkingautism: “When you tell a story about a community that is not your own, that is a responsibility you need to take really serious…",FALSE,"2021-02-28T05:01:14.000Z","1365889776591732739","460566316","en",NA,"https://pbs.twimg.com/profile_images/1473412078429999114/wT7oGTYZ_normal.jpg","It’s pronounced ɛkəvɪts. They/them. Queer. Disabled. Plural. Jewish. Leftist. Anti-Zionist.","Alex Echakowitz",FALSE,"2012-01-10T22:06:36.000Z",FALSE,"Vaughan, Ontario","1592212042840170501",NA,36,0,0,27310,3,965,3487,"retweeted","1365888698319925249","“When you tell a story about a community that is not your own, that is a responsibility you need to take really seriously.” ASAN’s Noor Pervez @SnoringDoggo to @THR, on the differences between the misfires &amp; gems of recent autism movies.

https://t.co/5rHlvGyUAn #neurodiversity","en","152835605"
"26","1365889177552846848","SnoringDoggo","RT @thinkingautism: “When you tell a story about a community that is not your own, that is a responsibility you need to take really serious…",FALSE,"2021-02-28T04:58:51.000Z","1365889177552846848","2977720848","en",NA,"https://pbs.twimg.com/profile_images/1589687496350244871/wVvch2Dt_normal.jpg","Storyteller, activist, mermaid / “Be you, and be brave, and understand that things do change.” - Angel Haze.","Noor",FALSE,"2015-01-12T22:09:30.000Z",FALSE,NA,"1376610382844985357",NA,36,0,0,45825,63,8079,1253,"retweeted","1365888698319925249","“When you tell a story about a community that is not your own, that is a responsibility you need to take really seriously.” ASAN’s Noor Pervez @SnoringDoggo to @THR, on the differences between the misfires &amp; gems of recent autism movies.

https://t.co/5rHlvGyUAn #neurodiversity","en","152835605"
"27","1365889107206041601","ThornIrisRibbon","RT @thinkingautism: “When you tell a story about a community that is not your own, that is a responsibility you need to take really serious…",FALSE,"2021-02-28T04:58:34.000Z","1365889107206041601","2873236833","en",NA,"https://pbs.twimg.com/profile_images/1611130922614530048/enQFUB2L_normal.jpg","AKA @IrisSto31230003 Artist, IRL Magical Girl, Mythical Creature Enthusiast,Cinnamon Bun and Aspie.☽☾ Don't interact if you're a minor.","💜 ⛄️✨❄️Post-Holiday Boredom❄️✨⛄️💜",FALSE,"2014-11-12T02:57:18.000Z",FALSE,NA,NA,NA,36,0,0,511918,0,1762,4991,"retweeted","1365888698319925249","“When you tell a story about a community that is not your own, that is a responsibility you need to take really seriously.” ASAN’s Noor Pervez @SnoringDoggo to @THR, on the differences between the misfires &amp; gems of recent autism movies.

https://t.co/5rHlvGyUAn #neurodiversity","en","152835605"
"28","1365888780960489473","Ava_Nicole23","RT @thinkingautism: “When you tell a story about a community that is not your own, that is a responsibility you need to take really serious…",FALSE,"2021-02-28T04:57:17.000Z","1365888780960489473","1132025138","en",NA,"https://pbs.twimg.com/profile_images/1625223218129674248/v0QHoq1r_normal.jpg","Neuroscience MS student working in autism research | #OpenlyAutistic, ADHD, Cerebral Palsy | Anime lover, casual gamer | Part of @DisInHigherEd","Ava Gurba (she/her)",FALSE,"2013-01-29T20:13:05.000Z",FALSE,NA,"1620089459541778434","https://t.co/twOeIJ1bXo",36,0,0,23393,31,2249,4013,"retweeted","1365888698319925249","“When you tell a story about a community that is not your own, that is a responsibility you need to take really seriously.” ASAN’s Noor Pervez @SnoringDoggo to @THR, on the differences between the misfires &amp; gems of recent autism movies.

https://t.co/5rHlvGyUAn #neurodiversity","en","152835605"
"29","1365888738887225344","SFdirewolf","RT @thinkingautism: “When you tell a story about a community that is not your own, that is a responsibility you need to take really serious…",FALSE,"2021-02-28T04:57:06.000Z","1365888738887225344","564511791","en",NA,"https://pbs.twimg.com/profile_images/1563732066138697728/6E-b7pTQ_normal.jpg","Disabled oracle. Founder, @DisVisibility. Author of debut memoir, YEAR OF THE TIGER, available now! https://t.co/hJnu4IpHvj","Alice Wong 王美華",FALSE,"2012-04-27T09:14:56.000Z",TRUE,"San Francisco, CA","1567047093256359939","https://t.co/IWQuH10SvX",36,0,0,420688,1074,72849,4078,"retweeted","1365888698319925249","“When you tell a story about a community that is not your own, that is a responsibility you need to take really seriously.” ASAN’s Noor Pervez @SnoringDoggo to @THR, on the differences between the misfires &amp; gems of recent autism movies.

https://t.co/5rHlvGyUAn #neurodiversity","en","152835605"
"30","1365888698319925249","thinkingautism","“When you tell a story about a community that is not your own, that is a responsibility you need to take really seriously.” ASAN’s Noor Pervez @SnoringDoggo to @THR, on the differences between the misfires &amp; gems of recent autism movies.

https://t.co/5rHlvGyUAn #neurodiversity",FALSE,"2021-02-28T04:56:57.000Z","1365888698319925249","152835605","en",NA,"https://pbs.twimg.com/profile_images/1410629973342228484/zvN1QgW-_normal.jpg","Autism: What you need to know, from autistic people, professionals, & parents. 
More community: https://t.co/0duMGgR587","Thinking Person's Guide To Autism",FALSE,"2010-06-07T00:49:38.000Z",FALSE,"SF Bay Area and Brooklyn",NA,"https://t.co/KvkUy7ggVT",36,93,5,59829,875,53323,7096,NA,NA,NA,NA,NA
"31","1365886277258723329","EChickentender","RT @thinkingautism: ""The vibrance and joy of autism is often overlooked amongst the trouble that it can cause. The hard parts do make my li…",FALSE,"2021-02-28T04:47:20.000Z","1365886277258723329","1351005833669332996","en",NA,"https://pbs.twimg.com/profile_images/1558537498321641472/VGGIlr6P_normal.jpg","NO-DMs-ATM
she/they/any
Level-38(yrs)
#Writer
#Artist
#Educator
#Parent
#Decolonize(ing)
#NDN
#Queer
#ActuallyAutistic
#AuDHD
#ARFID
#SituationalMutism
#PTSD","EmmaLee Chickentender She/Any",FALSE,"2021-01-18T03:17:59.000Z",FALSE,"USA/Turtle Island/Earth/Solar","1627374303313379329","https://t.co/Ye22Rc06Yq",36,0,0,36152,13,1918,4919,"retweeted","1365774661380792321","""The vibrance and joy of autism is often overlooked amongst the trouble that it can cause. The hard parts do make my life hard, but people forget that the good parts are what makes my life really good.” @ItsEmilyKaty, at TPGA:

https://t.co/C3RGj8pywe #autistic #Neurodiversity","en","152835605"
"32","1365881024920526853","inspirecitizen1","RT @lagenteapoya: @Rhys_Keller New Equity Group established 2.23.21 with the support of @teachplusTX and @dmendoza7 as a Mentor. Looking fo…",FALSE,"2021-02-28T04:26:27.000Z","1365881024920526853","958907507212042240","en",NA,"https://pbs.twimg.com/profile_images/1567137530083934208/-bhgw7e6_normal.jpg","Director: Inspire Citizens @ICGlobalCitizen
Designer: #GlobalCitizenship Certificate @ISSCommunity
Teacher: #EmpathytoImpact #EcoMedia
Advocate: @SDG2030","Steve Sostak",FALSE,"2018-02-01T03:39:00.000Z",FALSE,"Netherlands / Global","1604405955038531586","https://t.co/LHXBHXRGmg",4,0,0,10979,68,9047,7659,"retweeted","1364638013477773317","@Rhys_Keller New Equity Group established 2.23.21 with the support of @teachplusTX and @dmendoza7 as a Mentor. Looking for a few good peeps to join a movement for #Equity for #BIPOC with #Neurodiversity. Start on our journey with us. Help us glow and grow for the benefit of our community.❤ https://t.co/C0XGWiESDP","en","1348425860311699456"
