,tweet_id,text,tokenized_text
19,1465861330187927553,"@corprteUnicorn Done!!!
And now I wish I could edit it because I just realised “neurodiversity” is an option I didn’t include and should have.",<user> done ! <repeated> and now i wish i could edit it because i just realised “ neurodiversity ” is an option i didn ’ t include and should have .
21,1465856689714958340,"Game and internet addiction affects 4-8.5% of US children: https://t.co/58EKw5olKW
#yourlearner #awareness #spectrum #kids #support #children #aspergers #specialneeds #mentalhealth #neurodiversity 
For more info visit https://t.co/0EpWmL9N0Y and https://t.co/bAj9NWc9ON. https://t.co/xXa9l5Dv8M",game and internet addiction affects <number> - <percent> of us children : <url> <hashtag> your learner </hashtag> <hashtag> awareness </hashtag> <hashtag> spectrum </hashtag> <hashtag> kids </hashtag> <hashtag> support </hashtag> <hashtag> children </hashtag> <hashtag> aspergers </hashtag> <hashtag> special needs </hashtag> <hashtag> mental health </hashtag> <hashtag> neurodiversity </hashtag> for more info visit <url> and <url> <url>
23,1465854416750137346,"We ain't out here trying to ""make you more productive"".

Focusmate is about being the person you want to be.

#workplacewellbeing #neurodiversity #community https://t.co/TfRRDZesVM","we ain ' t out here trying to "" make you more productive "" . focusmate is about being the person you want to be . <hashtag> workplace wellbeing </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> community </hashtag> <url>"
26,1465848746378465281,"Just finished up my shift at @AutismTree  Giving Tuesday Telethon!  Remember, every donation given today is doubled to helping ATPF better serve the families of San Diego and San Francisco!

#AUTISM #NEURODIVERSITY #INCLUSION #GIVINGTUESDAY2021","just finished up my shift at <user> giving tuesday telethon ! remember , every donation given today is doubled to helping <allcaps> atpf </allcaps> better serve the families of san diego and san francisco ! <hashtag> autism </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> inclusion </hashtag> <hashtag> givingtuesday 2021 </hashtag>"
29,1465847241999069189,"""Think of Tarot as a book without a binding with 78 pages."" @thejessicadore 

I love that Jessica is opening people to self exploration through Tarot. 

People need a way to work with their mind, that is fun and open! 

Via #neurodiversity see @mykola  https://t.co/UE73qttimj https://t.co/vokVgsqgNA",""" think of tarot as a book without a binding with <number> pages . "" <user> i love that jessica is opening people to self exploration through tarot . people need a way to work with their mind , that is fun and open ! via <hashtag> neurodiversity </hashtag> see <user> <url> <url>"
32,1465845714643214337,"Thinking about how cyclical neurodiversity and trauma is. One informing the other, always. Literally wild.","thinking about how cyclical neurodiversity and trauma is . one informing the other , always . literally wild ."
33,1465845309871906819,"@bitchthankunext It's a dumb question, what were you even thin- I'm jk, it's a good question and says a lot about how much confusion there can be on neurodiversity, mental health, and the different fields that interact with them.

Neurological condition with psychological results.","<user> it ' s a dumb question , what were you even thin - i am jk , it ' s a good question and says a lot about how much confusion there can be on neurodiversity , mental health , and the different fields that interact with them . neurological condition with psychological results ."
35,1465840572560818183,New Heart-Mind Online Resource: 15 Neurodiversity-Inclusive SEL Strategies + More! 🌈 - https://t.co/VqFquGYmux https://t.co/SBnPOF9qqe,new heart - mind online resource : <number> neurodiversity - inclusive <allcaps> sel </allcaps> strategies + more ! 🌈 - <url> <url>
38,1465837802814427143,🙋 Music Week - Music Week 👉 by https://t.co/vm6gX825ZV 🛒 #ENKIL nice shopping 👍 https://t.co/RkO1ZNRgwC,🙋 music week - music week 👉 by <url> 🛒 <hashtag> enkil </hashtag> nice shopping 👍 <url>
41,1465965151358787586,"@kkechi @balon_marie @NMGasparini There needs to be improved training for academics in neurodiversity, mental health, disabilities, appropriate management of people etc. just about everywhere. Academia is changing, but slowly and it's going to take concerted effort to induce systemic change.","<user> <user> <user> there needs to be improved training for academics in neurodiversity , mental health , disabilities , appropriate management of people etc . just about everywhere . academia is changing , but slowly and it ' s going to take concerted effort to induce systemic change ."
44,1465961091993899009,"@SueReviews At the same time, they pose as “allies” to autistic people and supporters of neurodiversity (lite). One way in which they do this is through research collaborations with academics from other countries who are known as “allies”.","<user> at the same time , they pose as “ allies ” to autistic people and supporters of neurodiversity ( lite ) . one way in which they do this is through research collaborations with academics from other countries who are known as “ allies ” ."
45,1465960996795817990,"@SueReviews The neurodiversity movement in Norway is in a very difficult situation. Whenever autism is discussed publicly, ABAers are invited to comment as “experts”. Their comments are consistently anti-neurodiversity and harmful to autistic people.","<user> the neurodiversity movement in norway is in a very difficult situation . whenever autism is discussed publicly , abaers are invited to comment as “ experts ” . their comments are consistently anti - neurodiversity and harmful to autistic people ."
49,1465958822984486913,"The differences between autistic meltdowns and tantrums.

They can LOOK the same - but that‘s the only commonality.

Comparing tantrums and meltdowns, using 8 questions:

#autism #AutismAwareness #AutismAcceptance #ABA #neurodiversity #ActuallyAutistic #meltdown #noABA #BCBA https://t.co/60579mtmXF","the differences between autistic meltdowns and tantrums . they can <allcaps> look </allcaps> the same - but that ‘ s the only commonality . comparing tantrums and meltdowns , using <number> questions : <hashtag> autism </hashtag> <hashtag> autism awareness </hashtag> <hashtag> autism acceptance </hashtag> <hashtag> aba </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> actually autistic </hashtag> <hashtag> meltdown </hashtag> <hashtag> no aba </hashtag> <hashtag> bcba </hashtag> <url>"
50,1465957041663623174,Is Dungeons and Dragons creating a social community for those with social anxiety? A report by the game's publisher indicates it is #neurodiversity #neurodivergent  https://t.co/vtHlZ6eaKM,is dungeons and dragons creating a social community for those with social anxiety ? a report by the game ' s publisher indicates it is <hashtag> neurodiversity </hashtag> <hashtag> neuro divergent </hashtag> <url>
51,1465956838466363398,This is the reality for the majority of  children with unidentified/misdiagnosed #FASD and their families. Let’s change this #FASDawareness #FASD #Neurodiversity https://t.co/4v9DKBGD1e,this is the reality for the majority of children with unidentified / misdiagnosed <hashtag> fasd </hashtag> and their families . let ’ s change this <hashtag> fas dawareness </hashtag> <hashtag> fasd </hashtag> <hashtag> neurodiversity </hashtag> <url>
53,1465955636471083008,"@caspergorniok @errongordon @piersmorgan @foxnation @SkyNewsAust @NewsUK @profamandakirby @CeliaFW @caspergorniok please dont apologise. In my humble opinion it's just we dont want to waste our energy on those people who are doing nothing to show they have care, compassion and humility around the neurodiversity movement. We work too hard for that.","<user> <user> <user> <user> <user> <user> <user> <user> <user> please dont apologise . in my humble opinion it ' s just we dont want to waste our energy on those people who are doing nothing to show they have care , compassion and humility around the neurodiversity movement . we work too hard for that ."
55,1465954922181050370,"Let's get this amazing weather channel out there! https://t.co/Tf70PAcoKC
#weather #weatherinterest #weatherenthusiast #Neurodiversity #storms #community",let us get this amazing weather channel out there ! <url> <hashtag> weather </hashtag> <hashtag> weather interest </hashtag> <hashtag> weather enthusiast </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> storms </hashtag> <hashtag> community </hashtag>
56,1465954894569873411,"It’s hard to function when you’ve got ADHD and an anxiety disorder. It can be paralyzing. Most of all, it is isolating and depressing. 

https://t.co/JOSzhPAeHz

#ADHD #Neurodiversity #MentalHealthMatters","it ’ s hard to function when you ’ ve got <allcaps> adhd </allcaps> and an anxiety disorder . it can be paralyzing . most of all , it is isolating and depressing . <url> <hashtag> adhd </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> mental health matters </hashtag>"
57,1465953979624562688,"I need to share this somewhere. I wish this wasn't relatable 😔

Credit: https://t.co/dqK5iLlwHD https://t.co/iOA2xJWHdj",i need to share this somewhere . i wish this wasn ' t relatable 😔 credit : <url> <url>
59,1465953883918942212,New post: Autistic Hull man goes home after 15 years in hospital https://t.co/qO7YYJYgxj #autism #BBC #neurodiversity,new post : autistic hull man goes home after <number> years in hospital <url> <hashtag> autism </hashtag> <hashtag> bbc </hashtag> <hashtag> neurodiversity </hashtag>
60,1465953824951214081,"🎅24 days to go 🎅 The ADD-vance Advent Calendar - Top Tips to Survive the Festive Season. 

#ADDvance #neurodiversity #herts #ADHD #autism #hertfordshire #asd #adhdawareness #autismawarenes #SEN #neurodiverse #christmas #festive #toptips https://t.co/cVHVTwytSD",🎅 <number> days to go 🎅 the <allcaps> add </allcaps> - vance advent calendar - top tips to survive the festive season . <hashtag> ad dvance </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> herts </hashtag> <hashtag> adhd </hashtag> <hashtag> autism </hashtag> <hashtag> hertfordshire </hashtag> <hashtag> asd </hashtag> <hashtag> adhd awareness </hashtag> <hashtag> autism awarenes </hashtag> <hashtag> sen </hashtag> <hashtag> neuro diverse </hashtag> <hashtag> christmas </hashtag> <hashtag> festive </hashtag> <hashtag> top tips </hashtag> <url>
61,1465953765740232707,"@garlictonic But meeting humans with neurodiversity and mental illness (and physical disability too!) made them realize that even if flesh material is very unknown and scary, it's just another thing to be made of, and we can break down just like robots can. We're all the same!","<user> but meeting humans with neurodiversity and mental illness ( and physical disability too ! ) made them realize that even if flesh material is very unknown and scary , it ' s just another thing to be made of , and we can break down just like robots can . we are all the same !"
62,1465953233952722945,@SueReviews I would recommend not collaborating with behaviorists who tell lies about neurodiversity. Here is one of your collaborators calling neurodiversity 'extremism' and 'identity politics' and talking about how ABA cured him of 'aggressive autism':https://t.co/sTjkydpR44,<user> i would recommend not collaborating with behaviorists who tell lies about neurodiversity . here is one of your collaborators calling neurodiversity ' extremism ' and ' identity politics ' and talking about how <allcaps> aba </allcaps> cured him of ' aggressive autism ' : <url>
64,1465948791828320265,"Want to find out more about how a neurodiversity diagnosis for your child can be empowering? Come along to the talk from @letstalkcentral &amp; @snappcf today at 10am via the link below!
https://t.co/goeRHnPsMu https://t.co/ptBVV0svpQ",want to find out more about how a neurodiversity diagnosis for your child can be empowering ? come along to the talk from <user> & <user> today at <time> via the link below ! <url> <url>
65,1465948705681510405,anyone have any good (or interesting) Marxist analysis on work and the disciplining/structuring of “social disorders” working from the neurodiversity framework? for me to read?,anyone have any good ( or interesting ) marxist analysis on work and the disciplining / structuring of “ social disorders ” working from the neurodiversity framework ? for me to read ?
67,1465947907119529987,@caspergorniok @errongordon @piersmorgan @foxnation @SkyNewsAust @NewsUK @profamandakirby @CeliaFW But @caspergorniok his wifes article was toxic and does nothing to further the positive messages we share around neurodiversity,<user> <user> <user> <user> <user> <user> <user> <user> but <user> his wifes article was toxic and does nothing to further the positive messages we share around neurodiversity
70,1465946493987209220,"Very much looking forward to hosting @QuerDenkender as a guest lecturer at our ""Neurodiversity in the EFL class"" today! (w. @CaroBlume)","very much looking forward to hosting <user> as a guest lecturer at our "" neurodiversity in the <allcaps> efl </allcaps> class "" today ! ( w . <user> )"
71,1465946442909073412,Wonderful opportunity to hear the lived experience of @char_bailey_ and flex the old muscles of confident communication with a pro! Excellent session from Disability and Long Term Conditions &amp; Neurodiversity Networks. Take a 👀 and book a free place @WeAreLSCFT @HealthierLSC https://t.co/UAsDsEEAc9,wonderful opportunity to hear the lived experience of <user> and flex the old muscles of confident communication with a pro ! excellent session from disability and long term conditions & neurodiversity networks . take a 👀 and book a free place <user> <user> <url>
72,1465946294271287297,"#MatchFit managing director, #BradleyHonnor, gives us the newest #buzzwords. #CognitiveDiversity #ContextualDiversity #DiversityAndInclusion #Neurodiversity #PersonalDiversity #PhenomenologicalMethods  https://t.co/LOUIEQR8rF","<hashtag> match fit </hashtag> managing director , <hashtag> bradley honnor </hashtag> , gives us the newest <hashtag> buzzwords </hashtag> . <hashtag> cognitive diversity </hashtag> <hashtag> contextual diversity </hashtag> <hashtag> diversity and inclusion </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> personal diversity </hashtag> <hashtag> phenomenological methods </hashtag> <url>"
73,1465944567933456388,"Hi folks - question for #NeurodiverseSquad members

If I wanted to light up a building for Neurodiversity Celebration Week what colour should I pick? 

Rainbow I think would be best but this will be hard to do without making it stripes (which looks LGBTQ+) or a mess. 

Purple?",hi folks - question for <hashtag> neurodiverse squad </hashtag> members if i wanted to light up a building for neurodiversity celebration week what colour should i pick ? rainbow i think would be best but this will be hard to do without making it stripes ( which looks <allcaps> lgbtq </allcaps> + ) or a mess . purple ?
77,1465940316251381761,"@PrifWeinidog  @JulieMorganLAB school to prison pipeline. 

If we want to stop this cycle we have to move the Autism Code to a social-medical model that is equitable for all #Neurodiversity. 

#biopsychosocial #needsled #wholechild #ALN #adhd #dyslexia #dyspraxia #devlangdis #asd https://t.co/GzTYB5blw9",<user> <user> school to prison pipeline . if we want to stop this cycle we have to move the autism code to a social - medical model that is equitable for all <hashtag> neurodiversity </hashtag> . <hashtag> bio psychosocial </hashtag> <hashtag> needs led </hashtag> <hashtag> whole child </hashtag> <hashtag> aln </hashtag> <hashtag> adhd </hashtag> <hashtag> dyslexia </hashtag> <hashtag> dyspraxia </hashtag> <hashtag> dev lang dis </hashtag> <hashtag> asd </hashtag> <url>
79,1465938734843678720,"Property Maintenance - Zetetick Housing results and response times speak for themselves

#landlords #lettings #estateagents #lettingagents #property #maintenance #supportedliving https://t.co/h3rXlM2XHR #supportedliving #learningdisabilities #inclusion #neurodiversity #autismlove",property maintenance - zetetick housing results and response times speak for themselves <hashtag> landlords </hashtag> <hashtag> lettings </hashtag> <hashtag> estate agents </hashtag> <hashtag> letting agents </hashtag> <hashtag> property </hashtag> <hashtag> maintenance </hashtag> <hashtag> supported living </hashtag> <url> <hashtag> supported living </hashtag> <hashtag> learning disabilities </hashtag> <hashtag> inclusion </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> autism love </hashtag>
80,1465938512822222851,"I just wanted to salute &amp; thank all The Neurodiversity Community. You’re beautiful, &amp; loved. Your a beautiful warrior. #Neurodiversity  #neurodiversityacceptance  #neurodiversitycelebrationweek #asdmom #asddad #asdawareness#autisticadults  #autisticmeme #asd #autism#autismwarrior https://t.co/odYUCQjlGU","i just wanted to salute & thank all the neurodiversity community . you ’ re beautiful , & loved . your a beautiful warrior . <hashtag> neurodiversity </hashtag> <hashtag> neurodiversity acceptance </hashtag> <hashtag> neurodiversity celebration week </hashtag> <hashtag> asd mom </hashtag> <hashtag> asd dad </hashtag> <hashtag> asd awareness </hashtag> <hashtag> autistic adults </hashtag> <hashtag> autistic meme </hashtag> <hashtag> asd </hashtag> <hashtag> autism </hashtag> <hashtag> autism warrior </hashtag> <url>"
82,1465934905611735041,"Hello folks! My name is Kai, and I am studying the relationship between neurodiversity and gender diversity, and as a part of this I am collecting survey data from neurotypical and neurodivergent folks over the age of 18. 
More Information Here:
https://t.co/AUmnP8ex7A","hello folks ! my name is kai , and i am studying the relationship between neurodiversity and gender diversity , and as a part of this i am collecting survey data from neurotypical and neurodivergent folks over the age of <number> . more information here : <url>"
86,1465923452586508288,"We Don't Need a Cure for Autism. We Need to Make Living With It Easier.

⁦@TIME⁩ #autism #autismawareness #neurodiversity  https://t.co/qdMEYFOR8r",we do not need a cure for autism . we need to make living with it easier . ⁦ <user> ⁩ <hashtag> autism </hashtag> <hashtag> autism awareness </hashtag> <hashtag> neurodiversity </hashtag> <url>
87,1465923081306882056,What is neurodiversity and why does it matter? - Advice and Guidance for Differently Wired Professonals https://t.co/2EZBbAbahT,what is neurodiversity and why does it matter ? - advice and guidance for differently wired professonals <url>
91,1465920847558983687,We are all a sum of different parts.#neurodiversity. I have never met an average or typical person. https://t.co/oFZ2MYE8ol,we are all a sum of different parts . <hashtag> neurodiversity </hashtag> . i have never met an average or typical person . <url>
98,1465908537377370115,"'It's long been proven that the acceptance and integration of differences between team members generates a better outcome' 🤝 @FastCompany shares 3 methods for business leaders to consider 

#neurodiversity #diversityandinclusion #inclusiveworkplaces https://t.co/wpTh09kqK5",' it ' s long been proven that the acceptance and integration of differences between team members generates a better outcome ' 🤝 <user> shares <number> methods for business leaders to consider <hashtag> neurodiversity </hashtag> <hashtag> diversity and inclusion </hashtag> <hashtag> inclusive workplace s </hashtag> <url>
100,1465904150059884545,@reese_byrne I’m interested in joining too! As both a Recruiter and ally seeking to always understand neurodiversity better.,<user> i ’ m interested in joining too ! as both a recruiter and ally seeking to always understand neurodiversity better .
103,1465901461879988228,"“Minds at Play with Dwayne Hernandez, and Hayden Payne Interview” is Live Now on our YouTube Channel

https://t.co/8gkglDq4ct

MyCare Channel Health and Wellbeing Show- A Special on Neurodiversity

#HealthCare #MentalHealth #AustralianHealth #Doctors #Nurses #Carers #AgedCare https://t.co/CUWYlXfKAX","“ minds at play with dwayne hernandez , and hayden payne interview ” is live now on our youtube channel <url> mycare channel health and wellbeing show - a special on neurodiversity <hashtag> health care </hashtag> <hashtag> mental health </hashtag> <hashtag> australian health </hashtag> <hashtag> doctors </hashtag> <hashtag> nurses </hashtag> <hashtag> carers </hashtag> <hashtag> aged care </hashtag> <url>"
107,1465890010700271617,"Are you an educator in the Southern California area wanting an in-person #EdTech workshop? Hands-on! Includes collaboration time. Lesson ideas. Tech tips to help ALL learners! 
@ULaVerne's Center for Neurodiversity, Learning, &amp; Wellness   https://t.co/rAX0LhTOtA","are you an educator in the southern california area wanting an in - person <hashtag> ed tech </hashtag> workshop ? hands - on ! includes collaboration time . lesson ideas . tech tips to help <allcaps> all </allcaps> learners ! <user> ' s center for neurodiversity , learning , & wellness <url>"
111,1465886183830044673,"@RebeccaFKenney1 So a chapter book and a picture book dealing with own voice neurodiversity and sensory issues, hyperactivity that comes with it. My books are more about people embracing us rather than the most books out there that ask us to learn rules.","<user> so a chapter book and a picture book dealing with own voice neurodiversity and sensory issues , hyperactivity that comes with it . my books are more about people embracing us rather than the most books out there that ask us to learn rules ."
115,1465880930426494976,"As our knowledge on ACEs, toxic stress, and neurodiversity continues to grow, it’s important that we learn how to support and not correct #neurodiversity #aces #EarlyChildhood https://t.co/gmYAkkqjM0","as our knowledge on aces , toxic stress , and neurodiversity continues to grow , it ’ s important that we learn how to support and not correct <hashtag> neurodiversity </hashtag> <hashtag> aces </hashtag> <hashtag> early childhood </hashtag> <url>"
117,1466029322917986311,"'Neurodiversity, Autism and Recovery from Sexual Violence' is our featured title for 16 Days of Activism against Gender-based Violence!

Learn More: 
https://t.co/LHMCD5SL3v

#Neurodiversity #Autism #SexualViolence https://t.co/ZyxbC03GpW","' neurodiversity , autism and recovery from sexual violence ' is our featured title for <number> days of activism against gender - based violence ! learn more : <url> <hashtag> neurodiversity </hashtag> <hashtag> autism </hashtag> <hashtag> sexual violence </hashtag> <url>"
123,1466020737517510656,"This is so true! One of the things I love most about Neurodiversity is the focus on the person and not the label. It fosters inclusion, encouragement and support. It’s the most amazing community. Full of passionate people with incredible empathy and it’s open to everyone! https://t.co/aq9Ftn3hXw","this is so true ! one of the things i love most about neurodiversity is the focus on the person and not the label . it fosters inclusion , encouragement and support . it ’ s the most amazing community . full of passionate people with incredible empathy and it ’ s open to everyone ! <url>"
127,1466019552949678088,"Introducing Rachelle Cox 🥳 

Rachelle tells stories that focus on #identity, #queerness, and #neurodiversity. We caught up to chat about #creative practice and a more accessible #future in the creative industries🎨

https://t.co/E1htrezCzM","introducing rachelle cox 🥳 rachelle tells stories that focus on <hashtag> identity </hashtag> , <hashtag> queerness </hashtag> , and <hashtag> neurodiversity </hashtag> . we caught up to chat about <hashtag> creative </hashtag> practice and a more accessible <hashtag> future </hashtag> in the creative industries 🎨 <url>"
128,1466019376830857217,"Can Warrington offer a Sensory Equipment Lending Library - try before you buy?  This used to be available over 15 years ago in Warrington, but funding ended.  Happy to get involved. #Autism #neurodiversity @charlotte2153 @WDPcomms @WarrEarlyYears @Bridgewater_NHS @EngagementBW","can warrington offer a sensory equipment lending library - try before you buy ? this used to be available over <number> years ago in warrington , but funding ended . happy to get involved . <hashtag> autism </hashtag> <hashtag> neurodiversity </hashtag> <user> <user> <user> <user> <user>"
129,1466018887292624896,"@bbcstudios are producing a documentary exploring the lives of people who are #autistic to help grow understanding - if you’re intrigued, get in touch this week: see image and email below). It would be great to have #cyber represented! 
#neurodiversity #ActuallyAutistic https://t.co/rLGzpsVc1y","<user> are producing a documentary exploring the lives of people who are <hashtag> autistic </hashtag> to help grow understanding - if you ’ re intrigued , get in touch this week : see image and email below ) . it would be great to have <hashtag> cyber </hashtag> represented ! <hashtag> neurodiversity </hashtag> <hashtag> actually autistic </hashtag> <url>"
131,1466017266596728832,"Utterly hilarious. I went to neurodiversity support who said 'If you don't feel up to it, or are struggling during lecture don't attend / leave' and my course have come back saying that's not acceptable and attendance is mandatory. Y'all preach accessibility to me. 🤷🏼","utterly hilarious . i went to neurodiversity support who said ' if you do not feel up to it , or are struggling during lecture do not attend / leave ' and my course have come back saying that ' s not acceptable and attendance is mandatory . you all preach accessibility to me . 🤷 🏼"
133,1466016588532965378,It was a thrill to meet some of our neurodiversity champions last week! What an incredible bunch! Plans are coming together for a Youth Work Toolkit and some Autism Awareness Training. Watch this space… https://t.co/5B6yWjlkbu,it was a thrill to meet some of our neurodiversity champions last week ! what an incredible bunch ! plans are coming together for a youth work toolkit and some autism awareness training . watch this space … <url>
136,1466012789915455488,@AmyTaylor_DA @EmmaHardyMP Also does not help those with neurodiversity,<user> <user> also does not help those with neurodiversity
137,1466012620541116416,"For Blog #128, I discuss holiday shopping as a neurodiverse individual from a customer's point of view.

https://t.co/RPyUPygIPE

@AutismTree @ucfoundation @MyAutismConn @Glenwood_Autism 

#AUTISM #NEURODIVERSITY #INCLUSION #HOLIDAYSEASON2021","for blog # <number> , i discuss holiday shopping as a neurodiverse individual from a customer ' s point of view . <url> <user> <user> <user> <user> <hashtag> autism </hashtag> <hashtag> neurodiversity </hashtag> <hashtag> inclusion </hashtag> <hashtag> holidayseason 2021 </hashtag>"
145,1466007857116155909,Another strong commitment to make Trinity  @tcddublin more inclusive day by day. #Neurodiversity #TrinityCollegeDublin https://t.co/CWJUESgiSt,another strong commitment to make trinity <user> more inclusive day by day . <hashtag> neurodiversity </hashtag> <hashtag> trinity college dublin </hashtag> <url>
148,1466005085851242496,"@asdhominem Are Neurodiversity cult people even aware how ridiculous it’s getting? Holy crap, your at a psychologist &amp; they need to listen to “your lived experience” ⭐️opinion⭐️ you have asd…Lol, just made PD dx easy. NDM people don’t want help, just crave identity BECAUSE THEY HAVE A PD.","<user> are neurodiversity cult people even aware how ridiculous it ’ s getting ? holy crap , your at a psychologist & they need to listen to “ your lived experience ” ⭐ ️ opinion ⭐ ️ you have asd … lol , just made pd <sad> easy . <allcaps> ndm </allcaps> people don ’ t want help , just crave identity <allcaps> because they have a pd </allcaps> ."
150,1466004237146640384,@SpcialNdsJungle @GeorgeJulian People with Autism are People and have every right to be treated. There shouldn't be anything like too difficult to treat. Otherwise you're denying a percentage of the population treatment. Get some training. #Neurodiversity,<user> <user> people with autism are people and have every right to be treated . there should not be anything like too difficult to treat . otherwise you are denying a percentage of the population treatment . get some training . <hashtag> neurodiversity </hashtag>
152,1466000777286193156,@stuffysour The whole 'neurodiversity in the workplace' thing smacks of Asperger a lot of the time.,<user> the whole ' neurodiversity in the workplace ' thing smacks of asperger a lot of the time .
