"","tweet_id","user_username","text","lang","conversation_id","created_at","possibly_sensitive","author_id","user_description","user_protected","user_created_at","user_pinned_tweet_id","user_location","user_verified","user_name","user_profile_image_url","user_url","retweet_count","like_count","quote_count","user_tweet_count","user_list_count","user_followers_count","user_following_count","sourcetweet_type","sourcetweet_id","sourcetweet_text","sourcetweet_lang","sourcetweet_author_id","in_reply_to_user_id"
"11","1454641580514627585","Toadcialism","@Jaybefaunt I see what they're saying, but it came out wrong.

Capitalism certainly EXACERBATES the difficulties that can come with neurodiversity, but it's not the cause. I have ADHD, there's non-work things I struggle with. Like I'll put a game on but it stays on for an hour while I tweet","en","1454499196338413569","2021-10-31T02:49:13.000Z",FALSE,"3162705050","Toad Lady, founder of Sonic Toad Media #gamedev #writer biz consultant to #indiedev Loud socialist frog slut Mom warned you about🌹#BasicIncome advocate She/Her",FALSE,"2015-04-18T15:21:41.000Z","1574959046334955520","🐸💋",FALSE,"Mother Frog Slut 🔜#GDC2023 🐸💋🌹🔥","https://pbs.twimg.com/profile_images/1295722533757624320/JvsGH-4j_normal.jpg","https://t.co/z6zehMY6rQ",0,10,0,212436,227,6836,5052,NA,NA,NA,NA,NA,"17133739"
"12","1454641500608925696","Veritas_Valet","Me: Becomes friends with someone with similar neurodiversity and trauma…

Me: …Is this love?👀","en","1454641500608925696","2021-10-31T02:48:54.000Z",FALSE,"1124389789678088192","🔞 they/it • 25 • 🚧Under construction🚧 🔞",FALSE,"2019-05-03T19:06:30.000Z","1620120442479738880",NA,FALSE,"Lawless😈🔞","https://pbs.twimg.com/profile_images/1623201232453087232/AxSotbX5_normal.jpg","https://t.co/OoBmo0lEi9",0,3,0,25846,15,735,834,NA,NA,NA,NA,NA,NA
"13","1454641000350199809","Teagirl0922","RT @ComputerAidInc: As both National Disability Employment Awareness Month and Cybersecurity Awareness Month come to a close, take a closer…","en","1454641000350199809","2021-10-31T02:46:55.000Z",FALSE,"1172863880","Wife, Mother, Dog mom. Marketing Professional for Public Sector  #TeamCAI.  #Government #InformationTechnology #Transportation #City #County #State #HHS",FALSE,"2013-02-12T19:24:03.000Z",NA,"East Coast, USA",FALSE,"Angela E. Fink","https://pbs.twimg.com/profile_images/1218326473360203778/lxzBnp_V_normal.jpg",NA,1,0,0,998,0,47,338,"retweeted","1454092167786504196","As both National Disability Employment Awareness Month and Cybersecurity Awareness Month come to a close, take a closer look at how neurodiverse talent can help bridge the cyber talent gap.

https://t.co/wOlI0UeLY9

#NDEAM #CybersecurityAwarenessMonth #Neurodiversity","en","318638363",NA
"14","1454640879361212417","LinkMEP","RT @commaficionado: Why is it that whenever non autistic people start tweeting about autism and ADHD, they pretty much always make a right…","en","1454640879361212417","2021-10-31T02:46:26.000Z",FALSE,"228260741","Christian. Autistic. American. Nintenbro. Otaku.",FALSE,"2010-12-19T05:55:29.000Z","1384727459153780736",NA,FALSE,"Link D. Wolfe","https://pbs.twimg.com/profile_images/1396686921703821315/LndFMMjb_normal.jpg",NA,66,0,0,29784,0,349,1257,"retweeted","1454514057676009474","Why is it that whenever non autistic people start tweeting about autism and ADHD, they pretty much always make a right arse of themselves?

Oh yeah, it's cos they're paying literally zero attention to neurodiversity advocacy and voices.","en","48945530",NA
"15","1454640433204801536","SeismicPirate","RT @ChaunceyGardner: @SeismicPirate @imaracingmom The community of people who use #SaferNicotine includes many adults living with #neurodiv…","en","1454640433204801536","2021-10-31T02:44:39.000Z",FALSE,"27145245","Multiple business owner, father of three. #harmreduction advocate. Living with the coolest dog, ever. #LLAP",FALSE,"2009-03-28T01:08:26.000Z",NA,"Houghton, MI",FALSE,"Marc and Bernie","https://pbs.twimg.com/profile_images/1547285230318395392/YHxALkdx_normal.jpg",NA,8,0,0,25693,13,1814,1532,"retweeted","1454390213539737604","@SeismicPirate @imaracingmom The community of people who use #SaferNicotine includes many adults living with #neurodiversity issues like #ADHD/#autism and #BipolarDisorder.  They're using nicotine because it HELPS THEM.  This is part of our ""we.""  And it raises #SocialJustice issues.
#TherapeuticNicotine https://t.co/vFjN0D4040","en","955925072375701504",NA
"16","1454639308183425032","ChardaiThee","RT @TylGrnt: At times the neurodiversity movement gives off major girlboss-feminist vibes","en","1454639308183425032","2021-10-31T02:40:11.000Z",FALSE,"1346376612103774208","𝓣𝓗𝓔𝓨 𝓦𝓐𝓝𝓝𝓐 𝓑𝓔 𝓜𝓔 🌙🩰👑 〰️Avy 🌊 🧋#Esthetician #Journalist 🎨✍🏽 بذور النجم  🕋☪️🕉✝️📿🇬🇾🇨🇺🇨🇻 CT|NJ|FL",FALSE,"2021-01-05T08:43:03.000Z","1611249978948685824",NA,FALSE,"Cinnamon 🌶️","https://pbs.twimg.com/profile_images/1618639285829115904/B7glhDrg_normal.jpg",NA,24,0,0,5796,0,79,509,"retweeted","1454100940051656712","At times the neurodiversity movement gives off major girlboss-feminist vibes","en","1114143619387203585",NA
"17","1454638098046849027","HelloKarma2021","RT @Legal_Times: Haley Moss, an autistic attorney and neurodiversity advocate, discusses how the legal industry can and should make more of…","en","1454638098046849027","2021-10-31T02:35:23.000Z",FALSE,"3271255423","#fraudinamerica  Love Peace Truth #America is Never going to Be The Same !",FALSE,"2015-07-07T18:11:19.000Z","1407875199760928768","AMERICA  #PrayersNeeded  !",FALSE,"HelloKarma 2023 #KarmaHasNoDeadline #VictimsRights","https://pbs.twimg.com/profile_images/1515752717813092357/kDpXyfhH_normal.jpg",NA,1,0,0,744809,386,72034,80710,"retweeted","1454478632328511493","Haley Moss, an autistic attorney and neurodiversity advocate, discusses how the legal industry can and should make more of an effort to tap into the talent pool of neurodivergent attorneys. https://t.co/KURBSKi97o","en","18959163",NA
"18","1454636742128979975","MusicalEscapism","RT @MrBrokenEyes: ABC+ are replaying the “Spicks &amp; Specks” that introduced me to @SKKArchive . An amazing artist and classical music inform…","en","1454636742128979975","2021-10-31T02:29:59.000Z",FALSE,"1331373817424318466","Composition, flute, piano, guitar, former brass player. 
Alter ego at @info_aus (journalism/coding/politics)",FALSE,"2020-11-24T23:08:49.000Z","1598938757360939008","Sydney",FALSE,"Rosie Williams","https://pbs.twimg.com/profile_images/1541357352334786560/b5DkIgDw_normal.jpg","https://t.co/sHmgnjgKFL",2,0,0,4190,4,352,799,"retweeted","1454369875569246209","ABC+ are replaying the “Spicks &amp; Specks” that introduced me to @SKKArchive . An amazing artist and classical music information volcano who uses her platform to destigmatise #NeuroDiversity with grace and good humour. Check it out on iView if you can.","en","3049317259",NA
"19","1454634839131320324","h_dgz","RT @BethRadulski: As #ActuallyAutistic #Neurodiversity sociologist: you say your words are twisted. So clarify. What solution do you advoca…","en","1454634839131320324","2021-10-31T02:22:26.000Z",FALSE,"746355697491771393","I collect detailed & thorough descriptions of things. I used to study linguistics but now I'm a lawyer. They/Them 
#SoyAutista #ActuallyAutistic",FALSE,"2016-06-24T14:53:59.000Z","1594513105127895040",NA,FALSE,"Lummine | Autismos sin límite","https://pbs.twimg.com/profile_images/1579198909473333256/VODUXPw6_normal.jpg",NA,8,0,0,51880,8,1291,4883,"retweeted","1454583921673322498","As #ActuallyAutistic #Neurodiversity sociologist: you say your words are twisted. So clarify. What solution do you advocate for: Less diagnoses of Autistic/ADHD women OR institutional change at intersection of ableism &amp; sexism? Below you say diagnosis is the problem—hence outcry. https://t.co/4Da439NtZm","en","743840844071862272",NA
"20","1454632298100498435","Torguey","Hey @SamHarrisOrg recommend scheduling Jessica McCabe @HowtoADHD on the podcast.

She runs a YouTube channel all about neurodiversity, which would be a great sub-topic for exploring consciousness and its contents.","en","1454632298100498435","2021-10-31T02:12:20.000Z",FALSE,"1363665861656125443","",FALSE,"2021-02-22T01:44:30.000Z",NA,NA,FALSE,"Torgue","https://pbs.twimg.com/profile_images/1363667772090245124/RfDwcexn_normal.jpg",NA,0,0,0,5997,0,15,58,NA,NA,NA,NA,NA,NA
"21","1454632047633317891","BethRadulski","RT @BethRadulski: #askingautistics pls RT: If your uni/college had a #Neurodivergent community, which do you prefer? #Neurodiversity spaces…","en","1454632047633317891","2021-10-31T02:11:20.000Z",FALSE,"743840844071862272","Autistic PhD Candidate/Autism researcher. #Neurodiversity Project Manager @latrobe uni. Activist. 40k TikTok followers: https://t.co/epcnLCoLl0 She/They",FALSE,"2016-06-17T16:20:52.000Z","1506108431996186628","Melbourne, Victoria",FALSE,"Beth Radulski","https://pbs.twimg.com/profile_images/1506824515279790080/wfl7llcH_normal.jpg","https://t.co/cytVGqKXkZ",6,0,0,1128,37,1762,640,"retweeted","1453858050972930048","#askingautistics pls RT: If your uni/college had a #Neurodivergent community, which do you prefer? #Neurodiversity spaces &amp; student programmes that: Only include ND people; OR include ND people &amp; researchers conducting studies in those spaces/programmes? #autism #actuallyautistic","en","743840844071862272",NA
"22","1454630296264007680","downcasteyes1","RT @littlehux: The scientific &amp; medical community have a really poor grasp on what trauma plus neurodiversity looks and acts like, nor are…","en","1454630296264007680","2021-10-31T02:04:23.000Z",FALSE,"1164412864154804225","Gaming. Nerdery. Writing. Neurodiversity. Some NSFW and some politics. Middle-aged cis white man.",FALSE,"2019-08-22T05:44:48.000Z","1597997364291440641",NA,FALSE,"Downcast Eyes","https://pbs.twimg.com/profile_images/1217505390444847104/-g-Yr5f7_normal.jpg",NA,12,0,0,3794,1,282,322,"retweeted","1454436812076818432","The scientific &amp; medical community have a really poor grasp on what trauma plus neurodiversity looks and acts like, nor are there many services that support us, which is a huge problem that frankly does need to be talked about, but that’s no the same thing.","en","21353244",NA
"23","1454627915967070213","shannonrosa","RT @thinkingautism: What is it like to parent as an autistic person? @AutAngel’s November 1 webinar features parents discussing how ""being…","en","1454627915967070213","2021-10-31T01:54:55.000Z",FALSE,"14497828","Thinking Person's Guide to Autism. She/Her. Neutral Good. Earnest AF. Likes cephalopods. Targ herder. “Nothing beats the bitter elixir of Klingon warriors.”",FALSE,"2008-04-23T17:52:15.000Z","1395075220960989190","San Francisco Bay Area",FALSE,"Shannon Des Roches Rosa","https://pbs.twimg.com/profile_images/1576222720617947137/Ci3sAiES_normal.jpg","https://t.co/FwbJ2SHeDC",9,0,0,60489,467,13427,4431,"retweeted","1454548297960472577","What is it like to parent as an autistic person? @AutAngel’s November 1 webinar features parents discussing how ""being autistic has affected their parenting of their neurodivergent and neurotypical children.” At 11:30—12:30 PDT. Info/tix:
 
https://t.co/x0bsHGY45m #Neurodiversity","en","152835605",NA
"24","1454626649819996160","OneiricRosa","RT @commaficionado: Why is it that whenever non autistic people start tweeting about autism and ADHD, they pretty much always make a right…","en","1454626649819996160","2021-10-31T01:49:53.000Z",FALSE,"1188106578739810304","Trot, trans woman 30 (omni-lesbian/t4t) poly. Brazilian, mixed race, autistic, disabled. She/her. Evil bæddel.18+. TERFs, SWERFs dni. Atheist.",FALSE,"2019-10-26T14:54:52.000Z",NA,"Brazil",FALSE,"Lusty Switchy Bog Witch","https://pbs.twimg.com/profile_images/1576315290585108483/IESv8G-k_normal.jpg",NA,66,0,0,5983,1,162,988,"retweeted","1454514057676009474","Why is it that whenever non autistic people start tweeting about autism and ADHD, they pretty much always make a right arse of themselves?

Oh yeah, it's cos they're paying literally zero attention to neurodiversity advocacy and voices.","en","48945530",NA
"25","1454626615095267330","MamaRed1971","RT @commaficionado: Why is it that whenever non autistic people start tweeting about autism and ADHD, they pretty much always make a right…","en","1454626615095267330","2021-10-31T01:49:45.000Z",FALSE,"29137381","Sage for Modern Times
Thinkologist
Thinking
AuDHD
Thinkity Thoughts",FALSE,"2009-04-06T03:43:55.000Z","1615106713514045440","Consciousness",FALSE,"Red","https://pbs.twimg.com/profile_images/1540947158626492416/MnFNNS96_normal.jpg","https://t.co/Ew1QtzZsAA",66,0,0,143108,4,543,1911,"retweeted","1454514057676009474","Why is it that whenever non autistic people start tweeting about autism and ADHD, they pretty much always make a right arse of themselves?

Oh yeah, it's cos they're paying literally zero attention to neurodiversity advocacy and voices.","en","48945530",NA
"26","1454626389655699456","ozstacks42","RT @thinkingautism: CN: abusive speech therapy

""I wasn't told AAC was a failure, but they don't need to say that when you're told there's…","en","1454626389655699456","2021-10-31T01:48:51.000Z",FALSE,"1317856328","Librarian and Cowboy enthusiast 
They/Them please🤠🌵",FALSE,"2013-03-31T06:42:26.000Z",NA,"Chicago",FALSE,"Molly/Jack/Oz","https://pbs.twimg.com/profile_images/1450664109209436163/IwDiA6J2_normal.jpg",NA,9,0,0,134239,0,103,571,"retweeted","1454518147986325509","CN: abusive speech therapy

""I wasn't told AAC was a failure, but they don't need to say that when you're told there's no alternative.” From Turtle is a Verb, on why ""My AAC is my normal voice.""

https://t.co/cUdW5AJMjJ #Neurodiversity
#AAC","en","152835605",NA
"27","1454623510605750278","CherryShyGuy","@ssolveigg @DocPetrichor Yes but the women can still be autistic, the court is just a horrible system using neurodiversity to undermine a testimony.","en","1454477397139525635","2021-10-31T01:37:25.000Z",FALSE,"949771524977733632","Bi -22 -Autistic-Love learning and finding new perspectives on life, not really sure what I’m doing - I post about things I enjoy and things I try to support",FALSE,"2018-01-06T22:35:52.000Z","1333935438063656960","Any pronouns - White",FALSE,"Lee BLM! 🖤🇦🇲","https://pbs.twimg.com/profile_images/1399905734461112324/00HeeSGO_normal.jpg",NA,0,7,0,43761,10,541,3396,NA,NA,NA,NA,NA,"595471027"
"28","1454622971214008328","AndyDRC","RT @AsieduEdmund: @AndyDRC Thanks so much for taking the time to chat with us @NYC_DOT during our National Disability Employment Awareness…","en","1454622971214008328","2021-10-31T01:35:16.000Z",FALSE,"46477493","Executive Director @DisabilityCA, @HPRScholars advisor, Harkinista, Sacramentan, my tweets are my own. He, him, his.",FALSE,"2009-06-11T20:09:17.000Z","1629133525323747330","Sacramento, CA",FALSE,"Andy Imparato","https://pbs.twimg.com/profile_images/1036802256526561280/hzl0v4w-_normal.jpg","https://t.co/fWyhAaS6f2",4,0,0,74397,488,24430,26748,"retweeted","1454609079373074440","@AndyDRC Thanks so much for taking the time to chat with us @NYC_DOT during our National Disability Employment Awareness Month event organized by DiverseAbilities, an employee resource group. #NDEAM #disabilityinclusion #inclusion #diversity #equity #Neurodiversity","en","331268118",NA
"29","1454621888278405121","NeuroRebel","RT @cspdisability: @DrJessTaylor Just no. Diagnosis does not lead to pathologising Autism, but to the much needed recognition of #Neurodive…","en","1454621888278405121","2021-10-31T01:30:58.000Z",FALSE,"801841042710495232","Lyric Rivera: #Queer #Trans #ActuallyAutistic #Hyperlexic #ADHD, educator,  artist, & best selling author of Workplace NeuroDiversity Rising",FALSE,"2016-11-24T17:32:56.000Z","1628394268552306688","Nomad",FALSE,"NeuroDivergent Rebel (they/them/Xe/Xem) 🧠 🏳️‍🌈","https://pbs.twimg.com/profile_images/1611430869243408384/hojTG9PR_normal.jpg","https://t.co/W6Bgy3DI1M",2,0,0,119023,390,40174,11932,"retweeted","1454476392922550272","@DrJessTaylor Just no. Diagnosis does not lead to pathologising Autism, but to the much needed recognition of #Neurodiversity. Barely anyone who is rightly told that they are autistic would be traumatised by it, as it #Finally acknowledges their differences.  @AutisticDoctor","en","1371492347943530496",NA
"30","1454621629712113673","gaveedra","RT @commaficionado: Why is it that whenever non autistic people start tweeting about autism and ADHD, they pretty much always make a right…","en","1454621629712113673","2021-10-31T01:29:56.000Z",FALSE,"1415176681782927362","obsessed with d-list x-men characters and COD 🌻 ao3: goth_iterations",FALSE,"2021-07-14T05:09:57.000Z","1593453214258585600","they/them",FALSE,"🪐star🪐","https://pbs.twimg.com/profile_images/1611014258287837184/-CAkyO17_normal.jpg",NA,66,0,0,29665,11,1357,3475,"retweeted","1454514057676009474","Why is it that whenever non autistic people start tweeting about autism and ADHD, they pretty much always make a right arse of themselves?

Oh yeah, it's cos they're paying literally zero attention to neurodiversity advocacy and voices.","en","48945530",NA
"31","1454620158840885265","CreativeNotEvil","@AnnaInSask @MarstheBitter Yes!
My friendship circle is like, at least a quarter trans, tonnes of trans friendly queers of various kinds, and a few token non-queers who are totally 100% queer friendly. Lot of eggs cracked too.
Everyone else has been weeded out.

Lot of neurodiversity too, weirdly enough…","en","1454268652811964419","2021-10-31T01:24:06.000Z",FALSE,"443413304","Geek, Gamer, She/Her, GM, Maori, Autistic, ADHDer, Hot Goth Wannabe, Staff Chick.",FALSE,"2011-12-22T04:46:29.000Z",NA,NA,FALSE,"GamerAlexa","https://pbs.twimg.com/profile_images/1331785087503921152/L_T2opq8_normal.jpg",NA,0,0,0,5539,3,144,116,NA,NA,NA,NA,NA,"1425231687517097987"
"32","1454619440394477574","catpayenguimard","Launching The Long Game https://t.co/jketDMDp6g  #Neurodiversity #neurodivergentcoach #mentalfitnesscoach #mentalfitness","en","1454619440394477574","2021-10-31T01:21:14.000Z",FALSE,"71867506","Coaching the ND way, visionnaire, revolutionnaire & debonnaire. #neurodiversity #aspie",FALSE,"2009-09-05T18:58:06.000Z",NA,"France & internet",FALSE,"Catherine Guimard Payen","https://pbs.twimg.com/profile_images/1575145240478060545/Cm9F_tB1_normal.jpg","https://t.co/ybcJ6EtiFf",0,0,0,11449,23,526,1213,NA,NA,NA,NA,NA,NA
"33","1454619138471522308","ambulsiva","https://t.co/Jx9jywvbHO","zxx","1454619138471522308","2021-10-31T01:20:02.000Z",FALSE,"827352581953482752","news bot (source: @NewsAPIorg) and occasional otherness",FALSE,"2017-02-03T03:06:41.000Z",NA,NA,FALSE,"Valentino Rasukutty","https://pbs.twimg.com/profile_images/886613541536518144/4ZLkWlgf_normal.jpg",NA,0,0,0,804952,1,26,0,NA,NA,NA,NA,NA,NA
"34","1454615677361340418","basicnbizarre","RT @thinkingautism: CN: abusive speech therapy

""I wasn't told AAC was a failure, but they don't need to say that when you're told there's…","en","1454615677361340418","2021-10-31T01:06:17.000Z",FALSE,"74918583","Librarian, editor, elearning wrangler, tabletop RPG designer. #actuallyautistic nonspeaking AAC user and self advocate. Cat lady. Trans, dyke, ace. She/her",FALSE,"2009-09-17T03:08:33.000Z","1453856784150671401","Ottawa, Ontario",FALSE,"Darla","https://pbs.twimg.com/profile_images/1579126745982275584/mmEyPE7V_normal.jpg","https://t.co/OuO9WZHIY0",9,0,0,140406,43,2575,1154,"retweeted","1454518147986325509","CN: abusive speech therapy

""I wasn't told AAC was a failure, but they don't need to say that when you're told there's no alternative.” From Turtle is a Verb, on why ""My AAC is my normal voice.""

https://t.co/cUdW5AJMjJ #Neurodiversity
#AAC","en","152835605",NA
"35","1454612277349392386","worldofhawk","@SNeurotypicals I think the pumpkin idea was good for food allergies, but not really applicable for neurodiversity. One is a health issue, the other is a person's identity.","en","1454530706894323714","2021-10-31T00:52:46.000Z",FALSE,"2699930250","Sci fi author. Passionate about justice & equality.
Takatāpui, trans NB masc, please use they/them, he/him.
Ko Te Āti Awa tōku iwi

Minecraft: @ApteryxDrake",FALSE,"2014-08-02T04:52:19.000Z","1594200205666136064","New Zealand",FALSE,"David Anaan Drake - On Hiatus","https://pbs.twimg.com/profile_images/1298810256487616512/3UW6RpQx_normal.jpg","https://t.co/IZo4fvalQA",0,22,0,20300,8,623,421,NA,NA,NA,NA,NA,"1176205717876797440"
"36","1454612273943613440","mgkupdatez","@TheBrilliantHen @marx_knopfler like lgbtq+ works fine. it's comprehensive Enough. i don't want the Name Of My (severely marginalized) Community to have the word ""acceptance"" in it. like if u started calling disabled people ""mobility and neurodiversity acceptance people"" Nobody would be on board with that.","en","1454591813667414021","2021-10-31T00:52:46.000Z",FALSE,"1149509715572867072","18+ it/she. 21.
priv @legitimateplums",FALSE,"2019-07-12T02:44:07.000Z","1534088648894738432",NA,FALSE,"crow (hiii :3 era)","https://pbs.twimg.com/profile_images/1451254172515328001/yhi2oAU3_normal.jpg","https://t.co/RN55936FYX",0,1,0,10409,0,115,747,NA,NA,NA,NA,NA,"1149509715572867072"
