"","tweet_id","user_username","text","possibly_sensitive","conversation_id","author_id","lang","created_at","in_reply_to_user_id","user_description","user_created_at","user_profile_image_url","user_protected","user_location","user_verified","user_name","user_url","user_pinned_tweet_id","retweet_count","like_count","quote_count","user_tweet_count","user_list_count","user_followers_count","user_following_count","sourcetweet_type","sourcetweet_id","sourcetweet_text","sourcetweet_lang","sourcetweet_author_id"
"11","1355742188974571520","CaseyMcneil78","Autism symptoms: Clinical expert shares her insight on neurodiversity https://t.co/bJFpGpjSfs",FALSE,"1355742188974571520","1630023085","en","2021-01-31T04:58:20.000Z",NA,"Subtly charming coffee guru. Typical internet geek. Proud food trailblazer. Lifelong twitter junkie. Music aficionado.","2013-07-29T09:59:52.000Z","https://pbs.twimg.com/profile_images/378800000207555142/4d20c0ba0e0950bb24ec76ce2c267091_normal.jpeg",FALSE,"Bellevue, WA",FALSE,"CaseyMcneil78",NA,NA,0,0,0,32621,0,3,0,NA,NA,NA,NA,NA
"12","1355737780496736261","JemmyNightfall","RT @thinkingautism: Yes, many autistic kids (&amp; adults) enjoy Dungeons and Dragons. But side-eye on framing D&amp;D as “therapeutic” or using it…",FALSE,"1355737780496736261","134352717","en","2021-01-31T04:40:49.000Z",NA,"Banner by @roxiqt","2010-04-18T05:13:31.000Z","https://pbs.twimg.com/profile_images/431993443535962112/hXMvmdI0_normal.jpeg",FALSE,NA,FALSE,"Andrea Bondeson",NA,NA,24,0,0,71323,1,127,324,"retweeted","1355613724778741761","Yes, many autistic kids (&amp; adults) enjoy Dungeons and Dragons. But side-eye on framing D&amp;D as “therapeutic” or using it for “improving social skills.” Let autistic people like what they like without NT framing, please. 

https://t.co/tsFzSQg4hB

#Neurodiversity #autism #autistic","en","152835605"
"13","1355737342980591620","guncelkalnet","Autism symptoms: Clinical expert shares her insight on neurodiversity https://t.co/l11x96Pgpl",FALSE,"1355737342980591620","760390479779422208","en","2021-01-31T04:39:05.000Z",NA,"Everything about life","2016-08-02T08:23:12.000Z","https://pbs.twimg.com/profile_images/760391252303110144/YzmBCl_I_normal.jpg",FALSE,"Amerika Birleşik Devletleri",FALSE,"Guncelkal.net","https://t.co/yIKIHQNldw",NA,0,0,0,232718,4,254,564,NA,NA,NA,NA,NA
"14","1355733215907094530","JaimeBono1","RT @NDSA_UK: #ActuallyAutistic? Our Mentoring Program will help you to formulate and progress towards your employment goal: 
1. Weekly 1 ho…",FALSE,"1355733215907094530","1127818634091466753","en","2021-01-31T04:22:41.000Z",NA,"World Citizen. Unfocused, dx ADHD-C aged 41,  #ActuallyAustitic dx 2021. Views strictly my own.","2019-05-13T06:11:31.000Z","https://pbs.twimg.com/profile_images/1297421024640864256/UfZaHfRT_normal.jpg",FALSE,"Coulsdon, England",FALSE,"Mariano","https://t.co/HzNoSD2oGo",NA,1,0,0,1167,1,204,555,"retweeted","1355531219593641991","#ActuallyAutistic? Our Mentoring Program will help you to formulate and progress towards your employment goal: 
1. Weekly 1 hour 1:1 mentoring, 
2. An online support group,
3. An online employment support course.
Get mentored https://t.co/qclUnm0Hta
#Autism #Neurodiversity https://t.co/Hvv9JFmVQ2","en","1221213880854155269"
"15","1355732795839152129","QueerNeuro","RT @NeuroRebel: I recently was able to have a conversation with @notanautismmom  about my mission fixing common workplace problems and laun…",FALSE,"1355732795839152129","1306223105807978496","en","2021-01-31T04:21:01.000Z",NA,"(They/Them) This is a Neurodivergent Rebel Project #ActuallyAutistic #queer #neurodivergent #pride #nonbinary #genderfluid #lgbtqia #mentalhealth","2020-09-16T13:27:18.000Z","https://pbs.twimg.com/profile_images/1535333778956206081/a_XFEiWc_normal.jpg",FALSE,"Austin, TX",FALSE,"Queer Neurodivergence","https://t.co/2QVi8S53pH","1535333881511129089",6,0,0,2438,21,2219,352,"retweeted","1351198871351943175","I recently was able to have a conversation with @notanautismmom  about my mission fixing common workplace problems and launching into educating the world about Autism and Neurodiversity full time. 

https://t.co/GHAEkoRTy4","en","801841042710495232"
"16","1355729048668934144","DeeKsM1","RT @JustStimming: Hey I just read this and it is the best kid's book about autism I have ever read. It provides simple, straightforward inf…",FALSE,"1355729048668934144","1333991467237449730","en","2021-01-31T04:06:08.000Z",NA,"Bringing a light to creatives, advocates and positivity!
https://t.co/smoNeuHWwh","2020-12-02T04:29:35.000Z","https://pbs.twimg.com/profile_images/1333992303535468544/KjgPI_Hx_normal.jpg",FALSE,NA,FALSE,"DeeKsM",NA,NA,90,0,0,106,0,4,23,"retweeted","1355275476860862471","Hey I just read this and it is the best kid's book about autism I have ever read. It provides simple, straightforward information about what autism is and what a child might be experiencing. It reinforces constantly that they are perfect and they are loved. #Neurodiversity https://t.co/z4VtkUKITx","en","3081856324"
"17","1355723096158728193","autismgadfly","For those without the chutzpah to oppose #neurodiversity take note https://t.co/2F3wmIf3RZ",FALSE,"1355723096158728193","63336824","en","2021-01-31T03:42:28.000Z",NA,"Autistic senior citizen crusading against neurodiversity Author of the novel, The Mu Rhythm Bluff available on Amazon https://t.co/JIwDDrJ9HH","2009-08-06T02:12:55.000Z","https://pbs.twimg.com/profile_images/1259632022156238849/6Ey6nDEY_normal.jpg",FALSE,"los angeles",FALSE,"Jonathan Mitchell","https://t.co/K8lr8YbsDg",NA,0,4,0,17548,35,1420,1142,"quoted","1348766773563305995","In the #Autism community you can either, choose to speak your truth, the way you speak it and offend tons of people.
Or you can bow down and people please, and get nothing accomplished because you’re too focused on the wrong shit.","en","915372538519330818"
"18","1355720788150808590","CREVTVRV","RT @SpaceXponential: Mixtape #4:  Roam, neurodiversity &amp; your magnum opus

feat:
@Conaw 
@jacksondahl 
@axonpaola
@Colby95113256 
@brandont…",FALSE,"1355720788150808590","540184658","en","2021-01-31T03:33:18.000Z",NA,"for what am I willing to suffer?","2012-03-29T18:32:16.000Z","https://pbs.twimg.com/profile_images/1367689436029464576/A9ahM90c_normal.jpg",FALSE,NA,FALSE,"christopher","https://t.co/BzAriOcaol",NA,1,0,0,722,9,85,1121,"retweeted","1350208477323550729","Mixtape #4:  Roam, neurodiversity &amp; your magnum opus

feat:
@Conaw 
@jacksondahl 
@axonpaola
@Colby95113256 
@brandontoner
@manyskeletons 
@eriktorenberg 
@nwilliams030
@EricRWeinstein 
@RobertHaisfield 
@gottalead 
@vgr 
@tom_western 
@CyborgApologist 
@lexfridman
@ellaartie https://t.co/zUvu2ZbuTz","en","1341844515196309504"
"19","1355719250376318976","thecatsartist","RT @thinkingautism: Yes, many autistic kids (&amp; adults) enjoy Dungeons and Dragons. But side-eye on framing D&amp;D as “therapeutic” or using it…",FALSE,"1355719250376318976","3179743520","en","2021-01-31T03:27:11.000Z",NA,"Artist, avid reader, trivia buff, disabled, cat mom #ActuallyAutistic #Neurodivergent
 #Migraine #ChronicPain","2015-04-29T20:32:28.000Z","https://pbs.twimg.com/profile_images/1570198127172370433/cKxh2u_L_normal.jpg",FALSE,NA,FALSE,"Mary, Mary, quite contrary 🇺🇦🇺🇲",NA,NA,24,0,0,197249,19,4699,5067,"retweeted","1355613724778741761","Yes, many autistic kids (&amp; adults) enjoy Dungeons and Dragons. But side-eye on framing D&amp;D as “therapeutic” or using it for “improving social skills.” Let autistic people like what they like without NT framing, please. 

https://t.co/tsFzSQg4hB

#Neurodiversity #autism #autistic","en","152835605"
"20","1355717540874485762","SlashNEggs","RT @thinkingautism: Yes, many autistic kids (&amp; adults) enjoy Dungeons and Dragons. But side-eye on framing D&amp;D as “therapeutic” or using it…",FALSE,"1355717540874485762","2424423048","en","2021-01-31T03:20:24.000Z",NA,"Be the Best Village Witch You Can Be! 

Mainly anime, video games, disability advocacy, or whatever I feel like on here.

Nonbinary, They/Them R18 content","2014-04-02T22:39:11.000Z","https://pbs.twimg.com/profile_images/1433997518564741123/xURqOaWb_normal.jpg",FALSE,NA,FALSE,"SlashnEggs",NA,"1610804988103507968",24,0,0,83008,16,99,1313,"retweeted","1355613724778741761","Yes, many autistic kids (&amp; adults) enjoy Dungeons and Dragons. But side-eye on framing D&amp;D as “therapeutic” or using it for “improving social skills.” Let autistic people like what they like without NT framing, please. 

https://t.co/tsFzSQg4hB

#Neurodiversity #autism #autistic","en","152835605"
"21","1355717072496566275","gina_goldberg","RT @thinkingautism: Yes, many autistic kids (&amp; adults) enjoy Dungeons and Dragons. But side-eye on framing D&amp;D as “therapeutic” or using it…",FALSE,"1355717072496566275","785857117680963584","en","2021-01-31T03:18:32.000Z",NA,"mother of puppies and actual children also, gen x ftw, she/her","2016-10-11T14:58:32.000Z","https://pbs.twimg.com/profile_images/1597271361428361218/kL7Uer7__normal.jpg",FALSE,NA,FALSE,"gg 🙊🙈🙉",NA,"1593232296974635008",24,0,0,344193,20,2067,376,"retweeted","1355613724778741761","Yes, many autistic kids (&amp; adults) enjoy Dungeons and Dragons. But side-eye on framing D&amp;D as “therapeutic” or using it for “improving social skills.” Let autistic people like what they like without NT framing, please. 

https://t.co/tsFzSQg4hB

#Neurodiversity #autism #autistic","en","152835605"
"22","1355716897485025284","sciendere","RT @thinkingautism: Yes, many autistic kids (&amp; adults) enjoy Dungeons and Dragons. But side-eye on framing D&amp;D as “therapeutic” or using it…",FALSE,"1355716897485025284","15646687","en","2021-01-31T03:17:51.000Z",NA,"did they get a little spooky on ya? 

Oh, it's you again- IDC | icon by @agent_314 | she/her","2008-07-29T14:25:03.000Z","https://pbs.twimg.com/profile_images/1543806828840194048/LyDH4ZeS_normal.jpg",FALSE,"Indianapolis, IN",FALSE,"❄Snow🦋",NA,"1177307228665196545",24,0,0,173402,43,1144,2529,"retweeted","1355613724778741761","Yes, many autistic kids (&amp; adults) enjoy Dungeons and Dragons. But side-eye on framing D&amp;D as “therapeutic” or using it for “improving social skills.” Let autistic people like what they like without NT framing, please. 

https://t.co/tsFzSQg4hB

#Neurodiversity #autism #autistic","en","152835605"
"23","1355716844787617793","thinkingautism","RT @thinkingautism: Yes, many autistic kids (&amp; adults) enjoy Dungeons and Dragons. But side-eye on framing D&amp;D as “therapeutic” or using it…",FALSE,"1355716844787617793","152835605","en","2021-01-31T03:17:38.000Z",NA,"Autism: What you need to know, from autistic people, professionals, & parents. 
More community: https://t.co/0duMGgR587","2010-06-07T00:49:38.000Z","https://pbs.twimg.com/profile_images/1410629973342228484/zvN1QgW-_normal.jpg",FALSE,"SF Bay Area and Brooklyn",FALSE,"Thinking Person's Guide To Autism","https://t.co/KvkUy7ggVT",NA,24,0,0,59829,875,53323,7096,"retweeted","1355613724778741761","Yes, many autistic kids (&amp; adults) enjoy Dungeons and Dragons. But side-eye on framing D&amp;D as “therapeutic” or using it for “improving social skills.” Let autistic people like what they like without NT framing, please. 

https://t.co/tsFzSQg4hB

#Neurodiversity #autism #autistic","en","152835605"
"24","1355714736483131392","hyperlexing","RT @fluidstatic: @earthnamek It's unmistakeable every single time. The defensiveness and semantics are just games, they're trying to blow s…",FALSE,"1355714736483131392","1236031575030222849","en","2021-01-31T03:09:15.000Z",NA,"how do you know what you know?","2020-03-06T20:51:18.000Z","https://pbs.twimg.com/profile_images/1557276134097788928/piSyNxVf_normal.jpg",FALSE,NA,FALSE,"Nael (any pronouns) 🐌✡️ #NoAidNoMAiD",NA,NA,1,0,0,16271,4,1466,2474,"retweeted","1355713975892156419","@earthnamek It's unmistakeable every single time. The defensiveness and semantics are just games, they're trying to blow smoke and say neurodiversity is absurd, disgusting, or dangerous. I'm so fucken tired of it, and the older I get the more I bristle when someone tells me to cool off","en","53828129"
"25","1355713975892156419","fluidstatic","@earthnamek It's unmistakeable every single time. The defensiveness and semantics are just games, they're trying to blow smoke and say neurodiversity is absurd, disgusting, or dangerous. I'm so fucken tired of it, and the older I get the more I bristle when someone tells me to cool off",FALSE,"1355712170521030656","53828129","en","2021-01-31T03:06:14.000Z","1170258383506747393","38 :: He•They :: Cerebral Palsy•Autistic•ADHD :: Bi•Trans•Ace :: Tarot•Divination :: Cvshvpp•fluidstatic // V3nmo&PvyPvl•romanerik","2009-07-05T03:32:45.000Z","https://pbs.twimg.com/profile_images/1600324965899079686/mOnzsEKI_normal.jpg",FALSE,"somewhere.",FALSE,"fluidstatic",NA,NA,1,1,0,27252,8,837,578,NA,NA,NA,NA,NA
"26","1355712350142291968","hyperlexing","RT @fluidstatic: Neurodiversity is not a free pass to treat someone like their reading comprehension is shit. ""You misunderstood me"" I did…",FALSE,"1355712350142291968","1236031575030222849","en","2021-01-31T02:59:46.000Z",NA,"how do you know what you know?","2020-03-06T20:51:18.000Z","https://pbs.twimg.com/profile_images/1557276134097788928/piSyNxVf_normal.jpg",FALSE,NA,FALSE,"Nael (any pronouns) 🐌✡️ #NoAidNoMAiD",NA,NA,1,0,0,16271,4,1466,2474,"retweeted","1355712170521030656","Neurodiversity is not a free pass to treat someone like their reading comprehension is shit. ""You misunderstood me"" I did not, you're dicking with me because I disagree with you and you don't like being contradicted. Go read something useful https://t.co/OCMkM0k2A5 https://t.co/AyGBQJqPaa","en","53828129"
"27","1355712170521030656","fluidstatic","Neurodiversity is not a free pass to treat someone like their reading comprehension is shit. ""You misunderstood me"" I did not, you're dicking with me because I disagree with you and you don't like being contradicted. Go read something useful https://t.co/OCMkM0k2A5 https://t.co/AyGBQJqPaa",FALSE,"1355712170521030656","53828129","en","2021-01-31T02:59:04.000Z",NA,"38 :: He•They :: Cerebral Palsy•Autistic•ADHD :: Bi•Trans•Ace :: Tarot•Divination :: Cvshvpp•fluidstatic // V3nmo&PvyPvl•romanerik","2009-07-05T03:32:45.000Z","https://pbs.twimg.com/profile_images/1600324965899079686/mOnzsEKI_normal.jpg",FALSE,"somewhere.",FALSE,"fluidstatic",NA,NA,1,5,0,27252,8,837,578,NA,NA,NA,NA,NA
"28","1355701847437180933","Multi_Sapphire","@AusomeIreland @NeuroRebel Autism is a disability, it's a neurodivergence. Not a condition. It's not something that you get, it's integrated strongly into who you are and there's no separating yourself and your neurodiversity.

That's just my opinion though.",FALSE,"1355447507757768705","951970723043540992","en","2021-01-31T02:18:02.000Z","1050501855506288648","18+ (Nearly 30 y/o) * She/They * ADHD & Autistic * Transfemme * mi ken toki e toki pona * Writer * Ball of Anxiety","2018-01-13T00:14:41.000Z","https://pbs.twimg.com/profile_images/1424636744721334275/uVV6UsQr_normal.jpg",FALSE,"None of ur beeswax",FALSE,"SB - Teller of uncomfortable truths","https://t.co/PPZdCwBkYS","1623262249765818370",0,1,0,17651,6,932,52,NA,NA,NA,NA,NA
"29","1355698965937860611","deBeauxOs1","@lowinchen @Shei_laVie This, from @stevesilberman is mostly intended for people unfamiliar with neurodiversity, I think. It has been well received and appreciated. https://t.co/ejyKi9q5tC",FALSE,"1355010794727952387","222987791","en","2021-01-31T02:06:35.000Z","51323","«There are two kinds of humor. One makes us chuckle about our foibles and shared humanity. The other holds people up to public ridicule.» 
Molly Ivins","2010-12-05T01:52:12.000Z","https://pbs.twimg.com/profile_images/436296466445791233/YIz69Qf-_normal.jpeg",FALSE,"Canada",FALSE,"deBeauxOs","http://t.co/R90oLLo58s","1617895306640916481",0,1,0,650054,389,4901,1203,NA,NA,NA,NA,NA
"30","1355698775399034882","wutnxt","RT @NASCARSammy: #AutismIsDiversity #AutismAwareness #AutismAcceptance #Diversity #NeuroDiversity #Inclusion  #DifferentNotLess https://t.c…",FALSE,"1355698775399034882","281667926","qme","2021-01-31T02:05:50.000Z",NA,"#Christian #LimitedGov #Retired #NRA Thankful @realdonaldtrump exposed immense gov corruption #MAGA!","2011-04-13T18:42:21.000Z","https://pbs.twimg.com/profile_images/796390125873823745/LCFwEdX0_normal.jpg",FALSE,NA,FALSE,"#PatriotPartyOfTrump",NA,NA,495,0,0,64257,27,2285,3069,"retweeted","1326994651853811728","#AutismIsDiversity #AutismAwareness #AutismAcceptance #Diversity #NeuroDiversity #Inclusion  #DifferentNotLess https://t.co/DihzeLTTK8","qme","987651192"
"31","1355698424704770048","kezzstar24","RT @geekclubbooks: Wiggles Stomps and Squeezes Calm My Jitters Down is a picture book about sensory differences illustrated by #ActuallyAut…",FALSE,"1355698424704770048","278192398","en","2021-01-31T02:04:26.000Z",NA,"Author of Chuckles and Giggles! They/them pronouns please. Non-binary autistic. I have a cat and some fish and a husband and a lack of patience. Love, love!","2011-04-06T20:01:12.000Z","https://pbs.twimg.com/profile_images/1584826313134596097/kVIMes0U_normal.jpg",FALSE,"Brisbane, Queensland",FALSE,"Kez Croft🏳️‍🌈🏳️‍⚧️","https://t.co/uTVqtfdoqq","1400550823206129664",10,0,0,11471,12,349,351,"retweeted","1355233034224754689","Wiggles Stomps and Squeezes Calm My Jitters Down is a picture book about sensory differences illustrated by #ActuallyAutistic Rebecca Burgess @MCChildsBookDay @wigglesbook @theorah @lroeparker #ReadYourWorld #neurodiversity - https://t.co/BmpePNKWJZ https://t.co/h2u3iAASmQ","en","622192484"
"32","1355697818237759489","taru_takayuki","@hrnszk Neurodiversity ！この概念はすばらしいですね！",FALSE,"1355452453819305984","945240046617092098","ja","2021-01-31T02:02:02.000Z","74940316","コーチングを生業にしています。コーチング.com株式会社代表取締役｜兼務 ZaPASS Japan CHRO｜兼務 ㈱ヴァンガードスミス 監査役｜太極拳・詠春拳・キックボクシングの修行中｜経歴　㈱経営共創基盤(IGPI)ディレクター→レバレジーズ㈱取締役→コーチとして独立開業","2017-12-25T10:29:23.000Z","https://pbs.twimg.com/profile_images/1586342942976856064/ZyyTw8EP_normal.jpg",FALSE,NA,FALSE,"垂水 隆幸｜コーチング.com株式会社 代表取締役｜哲学を補助線にした意識と行動変容の探求","https://t.co/To5sdfBnzP","1514192400377270272",0,2,0,11022,0,4443,1197,NA,NA,NA,NA,NA
"33","1355697539350220802","hrnszk","@taru_takayuki これは真理でしょうね。適応障害とは異なりますが、失読症は学校が普及し識字率が高まって初めて障害として認識されたそうです。そういう障害も個性と捉えて行こう、というNeurodiversityという考え方も出てきているようです。",FALSE,"1355452453819305984","74940316","ja","2021-01-31T02:00:55.000Z","945240046617092098","Fintech Startup for Charities CEO&COO&組織心理学修士の学生@ロンドン←人材開発スタートアップ共同創業者@東京&シンガポール←経営コンサル@東京←認知脳科学、守備範囲広めにツイート、WABC Level1 & ICF ACSTH (もうちょい) English: @hrnszk_en","2009-09-17T05:18:37.000Z","https://pbs.twimg.com/profile_images/1345446740/image_normal.jpg",FALSE,"London, England",FALSE,"鈴木 宏尚","https://t.co/4EJoaYFzRF","1289326191724265472",0,1,0,7913,0,277,706,NA,NA,NA,NA,NA
"34","1355694304715558915","thecoinhunter","Neurodivergence: Provoking a New Mind Sight - via @smedian_network #ArtificialIntelligence #Neurodiversity #Neuroscience #Humanity https://t.co/PXOTLbqpHp",FALSE,"1355694304715558915","16370014","en","2021-01-31T01:48:04.000Z",NA,"Thought Leader/Writer/Creative","2008-09-19T20:46:51.000Z","https://pbs.twimg.com/profile_images/94184237/smallertreasuremap_normal.jpg",FALSE,"Texas, USA",FALSE,"Joanna Strom","https://t.co/t94bWVWGSr","742264844695408640",0,0,0,27958,86,1158,4894,NA,NA,NA,NA,NA
