"","tweet_id","user_username","text","created_at","possibly_sensitive","lang","author_id","conversation_id","in_reply_to_user_id","user_created_at","user_name","user_protected","user_pinned_tweet_id","user_description","user_verified","user_profile_image_url","user_location","user_url","retweet_count","like_count","quote_count","user_tweet_count","user_list_count","user_followers_count","user_following_count","sourcetweet_type","sourcetweet_id","sourcetweet_text","sourcetweet_lang","sourcetweet_author_id"
"11","1299909505489096704","Thesismis","RT @felisroboticus: My Neurodiversity Cat shirt arrived ahead of schedule!! Art credit to @steve_asbell I love it! #AutisticJoy https://t.c…","2020-08-30T03:19:11.000Z",FALSE,"en","70374894","1299909505489096704",NA,"2009-08-31T11:56:20.000Z","NO NEW FOSSIL FUELS",FALSE,"1548838231646830592","WARNING: Retweets A LOT! He/Him, Allocishet male, Married Monogamous, Parent, Socialist, Equality, Justice, Nerdism, Essendon, Heretical Christian, Vegetarian.",FALSE,"https://pbs.twimg.com/profile_images/1235352291487518720/YfODOdtD_normal.jpg","Brisvegas: In Exile",NA,6,0,0,279879,187,2256,3844,"retweeted","1299831957287612418","My Neurodiversity Cat shirt arrived ahead of schedule!! Art credit to @steve_asbell I love it! #AutisticJoy https://t.co/zwzTJX3vov","en","729060109"
"12","1299909063749246976","suedeyloh","RT @felisroboticus: My Neurodiversity Cat shirt arrived ahead of schedule!! Art credit to @steve_asbell I love it! #AutisticJoy https://t.c…","2020-08-30T03:17:26.000Z",FALSE,"en","1228360334","1299909063749246976",NA,"2013-02-28T20:50:54.000Z","Sue Loh, local optimist @suedeyloh@hachyderm.io",FALSE,"1628641645288910849","Developer @Minecraft. Diversity in tech (see @stem_verse). RAVEN book in stores now! #stemverse #CinzentoAcademy #EvilPlanToSaveTheWorld Opinions=mine (she/her)",FALSE,"https://pbs.twimg.com/profile_images/3448097658/66dcaa7912284a56eb9f7a6d3df87a88_normal.jpeg","Seattle, WA","https://t.co/BjBrrFhTZB",6,0,0,9187,40,1567,1923,"retweeted","1299831957287612418","My Neurodiversity Cat shirt arrived ahead of schedule!! Art credit to @steve_asbell I love it! #AutisticJoy https://t.co/zwzTJX3vov","en","729060109"
"13","1299906103266869248","agooddad2","RT @masa_kepic: Please sign &amp; share - this young man on the autistic spectrum is extremely vulnerable and deportation would very possibly b…","2020-08-30T03:05:40.000Z",FALSE,"en","1285036416397832192","1299906103266869248",NA,"2020-07-20T02:19:48.000Z","Agooddad2",FALSE,NA,"23 White They/Them pronouns Autistic Bi I am the dad your dad wishes he was. I’m the art blog of @Agooddad1 BLM ACAB",FALSE,"https://pbs.twimg.com/profile_images/1285037570221469702/Qe7kByCr_normal.jpg",NA,NA,3,0,0,3097,0,22,445,"retweeted","1298718047587299334","Please sign &amp; share - this young man on the autistic spectrum is extremely vulnerable and deportation would very possibly be fatal. cc @stevesilberman #neurodiversity #racism #OsimeBrown https://t.co/EJRHLSkfqG","en","39607824"
"14","1299902112462241794","perrysgibson","RT @aucademy: ""What is neurodiversity?""

Dr Chloe Farahar explains what neurodiversity is, &amp; how this relates to the need to be accepting o…","2020-08-30T02:49:49.000Z",FALSE,"en","37217050","1299902112462241794",NA,"2009-05-02T15:32:33.000Z","Perry Gibson",FALSE,NA,"#ActuallyAutistic Landlord and Stock Market Investor (Buy and Hold Both). #BLM He/Him",FALSE,"https://pbs.twimg.com/profile_images/1586156123136135169/vqQaUnYx_normal.jpg","Lexington, Kentucky",NA,9,0,0,3627,19,25992,88,"retweeted","1299714004512841728","""What is neurodiversity?""

Dr Chloe Farahar explains what neurodiversity is, &amp; how this relates to the need to be accepting of neurodivergent ways of experiencing the world, such as being Autistic, having attention differences (ADHD/ADD), &amp; voice hearing. https://t.co/7XLRv1rf9L","en","1284432487108796416"
"15","1299899190491844608","TheWalkingDeaf","@qanondenier @hayxsmith @QueerlyAutistic It seems to me that you're conflating Deafness with neurodivergence, which is absolutely not the case. Deafness and other physical conditions do not fall under the scope of the neurodiversity manifesto. https://t.co/P9srzJMH4m","2020-08-30T02:38:12.000Z",FALSE,"en","14623943","1299318944277434369","1299730377263603714","2008-05-02T09:26:55.000Z","The Walking Deaf",FALSE,NA,"«he/his/him» Deaf 🧏‍♂️ / Cascadian 🏞 / Queer 🏳️‍🌈 / Nerd 🤓 / Gamer 🕹 / Shiba Dad 🐕 / #BlackLivesMatter",FALSE,"https://pbs.twimg.com/profile_images/1231607002842849280/ZWzWJNm1_normal.jpg","Seattle, WA, Cascadia",NA,0,1,0,13095,7,518,646,NA,NA,NA,NA,NA
"16","1299893913977643011","carolyncchart","@LuxAlptraum Seriously! This is a huge issue in the #Neurodiversity sphere, where people get judge-y and mean about #neurodiverse identity. https://t.co/ZiG52gOCRG","2020-08-30T02:17:14.000Z",FALSE,"en","2806878521","1299892637676249088","717363","2014-10-05T06:13:43.000Z","CC Hart",FALSE,"1538940357370466304","Author | Artist | Advocate🤍CC Hart🤍 Neurodivergent | Gingerist | Verbicidal #ADHD, #Tourette, organizer of international synesthesia symposia",FALSE,"https://pbs.twimg.com/profile_images/1547439669977026561/dpNG49gc_normal.jpg","San Francisco, CA","https://t.co/wFy9RBiGbC",0,4,0,3067,27,1328,1511,NA,NA,NA,NA,NA
"17","1299884035502530560","ADHDwomen","RT @NCWeek: The next💡Neurodiversity Celebration Week💡will be on March 15 - 21, 2021.

Please encourage your school to register at:
https://…","2020-08-30T01:37:59.000Z",FALSE,"en","3318509185","1299884035502530560",NA,"2015-08-18T07:49:12.000Z","Kaleidoscope Society ~ ADHD",FALSE,"1577124531843772417","Empowering community for women and non-binary folks with #ADHD. 
🌐 https://t.co/dW7wF0NqRD
🎙 @adhddecoded podcast mini-series
🎓 https://t.co/uZTyj8nz2j",FALSE,"https://pbs.twimg.com/profile_images/649496519222005760/bf5bfNoR_normal.png",NA,"https://t.co/2X8P3EOEyJ",17,0,0,2390,139,7575,2964,"retweeted","1265679826846973955","The next💡Neurodiversity Celebration Week💡will be on March 15 - 21, 2021.

Please encourage your school to register at:
https://t.co/DRBKUpBMLq

""It takes all kinds of different minds""

#NeurodiversityCelebrationWeek

#ADHD #Autism #Dyslexia #Dyspraxia #Neurodiversity #Inclusion https://t.co/zYKv2z93jI","en","1107272706708459521"
"18","1299883483293253633","grhluna24","RT @TheHaltonSchool: 💙
#OurKidsAreAmazing
#neurodiversity
#autism #aspergers 
#ASD #ADHD 
#ASDnolimits 
#StudentSuccess  
#AutismEducation…","2020-08-30T01:35:47.000Z",FALSE,"und","921781423601803265","1299883483293253633",NA,"2017-10-21T16:53:12.000Z","Autie - Artificial Autism Intelligence",FALSE,NA,"AUTISM AWARENESS campaign:atm we r up and running * doing all the things in science we arent supposed to do* #autismacceptance RT isnt endorsement",FALSE,"https://pbs.twimg.com/profile_images/921792196499697664/S-U9SQi6_normal.jpg",NA,NA,1,0,0,296562,43,7204,7900,"retweeted","1299872220655874048","💙
#OurKidsAreAmazing
#neurodiversity
#autism #aspergers 
#ASD #ADHD 
#ASDnolimits 
#StudentSuccess  
#AutismEducation 
#TheHaltonSchool https://t.co/6A6lUzt0zp","und","1067138666815004672"
"19","1299883480634064897","grhluna24","RT @NeurologicallyC: Face mask exemptions and my hidden disability discrimination experience. https://t.co/JvCyuocIkj  #tourette #asd #auti…","2020-08-30T01:35:47.000Z",FALSE,"en","921781423601803265","1299883480634064897",NA,"2017-10-21T16:53:12.000Z","Autie - Artificial Autism Intelligence",FALSE,NA,"AUTISM AWARENESS campaign:atm we r up and running * doing all the things in science we arent supposed to do* #autismacceptance RT isnt endorsement",FALSE,"https://pbs.twimg.com/profile_images/921792196499697664/S-U9SQi6_normal.jpg",NA,NA,1,0,0,296562,43,7204,7900,"retweeted","1299882451913891842","Face mask exemptions and my hidden disability discrimination experience. https://t.co/JvCyuocIkj  #tourette #asd #autism #neurodiversity #descrimination #bannatyne #covid #facemasks","en","980575185941291008"
"20","1299882847004749826","ElaineMcgreevy","RT @thinkingautism: If you want to do right by your autistic kid (or any autistic person, really), then please do your best to understand a…","2020-08-30T01:33:16.000Z",FALSE,"en","3027325817","1299882847004749826",NA,"2015-02-09T23:00:29.000Z","Elaine Mcgreevy",FALSE,"1623650292729348097","Speech and language therapist, passionate about supporting autistic people and Neurodiversity. On a journey of self-discovery.",FALSE,"https://pbs.twimg.com/profile_images/1578868972505686021/0EJtTjaJ_normal.jpg","Northern Ireland, United Kingd","https://t.co/cRYylVrunI",43,0,0,28262,36,3177,3470,"retweeted","1299747871575556098","If you want to do right by your autistic kid (or any autistic person, really), then please do your best to understand and respect these factors about being autistic— like processing time, echolalia, and stimming:

https://t.co/gYvvZsYMPc 

#autism #autistic #Neurodiversity","en","152835605"
"21","1299882451913891842","NeurologicallyC","Face mask exemptions and my hidden disability discrimination experience. https://t.co/JvCyuocIkj  #tourette #asd #autism #neurodiversity #descrimination #bannatyne #covid #facemasks","2020-08-30T01:31:41.000Z",FALSE,"en","980575185941291008","1299882451913891842",NA,"2018-04-01T22:38:37.000Z","Neurologically Challenged",FALSE,NA,"Hidden Disabilty Ambassador Learning  about my and other Neuro challenges, abilities and pitfalls.
#adhd #tourettes #ocd #spd #asd #pda #ptsd #mentalhealth",FALSE,"https://pbs.twimg.com/profile_images/1068932122864427008/56gKmPCu_normal.jpg",NA,NA,1,0,0,420,0,68,107,NA,NA,NA,NA,NA
"22","1299876858482155520","thinkingautism","RT @thinkingautism: “An amusing snippet from the daily life of the NeuroATryplicate, where Autism, ADHD, and Anxiety valiantly attempt to c…","2020-08-30T01:09:28.000Z",FALSE,"en","152835605","1299876858482155520",NA,"2010-06-07T00:49:38.000Z","Thinking Person's Guide To Autism",FALSE,NA,"Autism: What you need to know, from autistic people, professionals, & parents. 
More community: https://t.co/0duMGgR587",FALSE,"https://pbs.twimg.com/profile_images/1410629973342228484/zvN1QgW-_normal.jpg","SF Bay Area and Brooklyn","https://t.co/KvkUy7ggVT",7,0,0,59829,875,53323,7096,"retweeted","1299788044967399424","“An amusing snippet from the daily life of the NeuroATryplicate, where Autism, ADHD, and Anxiety valiantly attempt to coexist inside my brain. It does not always go well."" For example, when making tea. From @SKP_SLP:

https://t.co/N6rYf6vEs4 #Neurodiversity #ADHD #autism #anxiety","en","152835605"
"23","1299872220655874048","TheHaltonSchool","💙
#OurKidsAreAmazing
#neurodiversity
#autism #aspergers 
#ASD #ADHD 
#ASDnolimits 
#StudentSuccess  
#AutismEducation 
#TheHaltonSchool https://t.co/6A6lUzt0zp","2020-08-30T00:51:02.000Z",FALSE,"und","1067138666815004672","1299872220655874048",NA,"2018-11-26T19:30:59.000Z","The Halton School",FALSE,NA,"",FALSE,"https://pbs.twimg.com/profile_images/1083788789175275520/fi7W-sMA_normal.jpg",NA,NA,1,0,0,251,0,25,35,NA,NA,NA,NA,NA
"24","1299871346382569476","geekclubbooks","A new podcast for kids happens to be hosted by a neurodiverse voice actor whose telling fractured fairy tales and stories about the hidden heroes of history.   #neurodiversity #childrenspodcast - https://t.co/lo4J6CQxfO https://t.co/spFWarqIGd","2020-08-30T00:47:34.000Z",FALSE,"en","622192484","1299871346382569476",NA,"2012-06-29T20:01:07.000Z","Geek Club Books",FALSE,"1446266140934610945","#autism #neurodiverse storytelling by #ActuallyAutistic  https://t.co/aPB7kuhYh5 ❤️Follow @dorktalesstory podcast for kids",FALSE,"https://pbs.twimg.com/profile_images/536639017068941312/eUroXsvo_normal.png","Redwood City, CA","https://t.co/ngn3tF8Cpf",0,2,0,23899,113,2317,524,NA,NA,NA,NA,NA
"25","1299862915873300480","Lau_Cob_","RT @AutisticUnicorn: #Autism isn’t a curse, it’s a gift 🎁. You just need to learn how to use it. #ActuallyAutistic #neurodiversity #Neurodi…","2020-08-30T00:14:04.000Z",FALSE,"en","3272321682","1299862915873300480",NA,"2015-07-09T00:45:16.000Z","Lauren C.",FALSE,"1473531897259065344","Researcher: Eating Disorders, Body Image, Autism, ADHD, Sensory Processing, Psychoneuroimmunology. #Neurodiversity #ActuallyAutistic #TraumaNotPD *views my own*",FALSE,"https://pbs.twimg.com/profile_images/1468770163654754304/fO_z458B_normal.jpg","Australia",NA,2,0,0,24290,37,2428,1080,"retweeted","1299845497830559744","#Autism isn’t a curse, it’s a gift 🎁. You just need to learn how to use it. #ActuallyAutistic #neurodiversity #Neurodiverse #autismspectrum #autism","en","1014743562259296256"
"26","1299860375593275394","aleekwrites","Brain ""so... shall I remind you of thoughts of failure now or in an hour when we still haven't done it and I can be louder?""

#adhdawareness #ADHD #brain #Neurodiversity #disability
#failure https://t.co/pYcT4iZSG6","2020-08-30T00:03:58.000Z",FALSE,"en","135247594","1299859737463357440","135247594","2010-04-20T19:19:36.000Z","Amanda Leek",FALSE,"1620755414181871618","Creatively connecting business creators with relevant media. 🦁🐾📰",FALSE,"https://pbs.twimg.com/profile_images/1440265124346957831/V_V0BmsR_normal.jpg","England, United Kingdom","https://t.co/Q1IOkfLFh9",0,1,0,29978,62,2078,4559,NA,NA,NA,NA,NA
"27","1299860362536288258","yes_thattoo","The latest Neurodiversity Weekly! https://t.co/oqw49hzWFp Thanks to @Neurosapp @petershankman @DellaRF #neurodiversity #adhd","2020-08-30T00:03:55.000Z",FALSE,"en","104771349","1299860362536288258",NA,"2010-01-14T10:14:22.000Z","Dr. Alyssa",FALSE,NA,"Discord: alyssa (they/them/theirs)#4195
Blogs: https://t.co/8esUE9wzvY; https://t.co/E8NPeHG9n5
Other sites to be added, hopefully.",FALSE,"https://pbs.twimg.com/profile_images/2185169599/coloring21.1_normal.png",NA,"https://t.co/koJqXDeKLF",0,1,0,49935,111,3183,3212,NA,NA,NA,NA,NA
"28","1300041553122078720","minutebol","RT @Stephencgill: This is a great quote. ""Sometimes the most brilliant and intelligent students do not shine on standardized test because t…","2020-08-30T12:03:54.000Z",FALSE,"en","175888182","1300041553122078720",NA,"2010-08-07T22:53:41.000Z","po jahlovw",FALSE,"1200498461029748737","architect/ builder/ master-ing urban planning
organic farmer/ nutrition-healing

KHALIFA/INTIFADIST
TijanitMaktoumus

Of macro and micro, watching history echo",FALSE,"https://pbs.twimg.com/profile_images/1331479451666812928/rkanUl5K_normal.jpg","in between here and there","https://t.co/QWU7C2m0sS",40,0,0,93900,38,2419,3182,"retweeted","1299636377399840768","This is a great quote. ""Sometimes the most brilliant and intelligent students do not shine on standardized test because they do not have standardized minds"" @DianeRavitch   Love it. Thank you @ADHDFoundation  for sharing #neurodiversity #neurodiverse https://t.co/cnKmxNotD0","en","90863805"
"29","1300037983802974210","andrewmorrisuk","RT @jaime_a_heidel: Autistic People Often Don’t Realize We’ve Deeply Hurt a Neurotypical Person’s Feelings (The Library Story): https://t.c…","2020-08-30T11:49:43.000Z",FALSE,"en","2358562603","1300037983802974210",NA,"2014-02-23T21:58:16.000Z","Andrew Morris",FALSE,NA,"Passionate about how IT solutions can bring positive value to our business and personal lives. Proud #autisticparent. Son of a parent with #dementia",FALSE,"https://pbs.twimg.com/profile_images/1526832446402084864/AB6LX2Bg_normal.jpg","Bedford",NA,2,0,0,704587,329,16149,1713,"retweeted","1300037306347388930","Autistic People Often Don’t Realize We’ve Deeply Hurt a Neurotypical Person’s Feelings (The Library Story): https://t.co/ja6TXh9RBe #autistic #autism #neurodivergent #neurodiversity Please RT https://t.co/eIszj8vPAa","en","1266072995673575424"
"30","1300037306347388930","jaime_a_heidel","Autistic People Often Don’t Realize We’ve Deeply Hurt a Neurotypical Person’s Feelings (The Library Story): https://t.co/ja6TXh9RBe #autistic #autism #neurodivergent #neurodiversity Please RT https://t.co/eIszj8vPAa","2020-08-30T11:47:02.000Z",FALSE,"en","1266072995673575424","1300037306347388930",NA,"2020-05-28T18:26:29.000Z","Jaime A. Heidel - The Articulate Autistic",FALSE,"1587522637043060737","No longer updating here. Find me on Instagram or LinkedIn.",FALSE,"https://pbs.twimg.com/profile_images/1560724420397776898/D3GdRTYv_normal.jpg","Connecticut","https://t.co/8rIsDPKtNT",2,1,0,6159,20,1465,200,NA,NA,NA,NA,NA
"31","1300037181113643009","hub_resource","RT @Stephencgill: This is a great quote. ""Sometimes the most brilliant and intelligent students do not shine on standardized test because t…","2020-08-30T11:46:32.000Z",FALSE,"en","828399358202613761","1300037181113643009",NA,"2017-02-06T00:26:12.000Z","Hub Resource",FALSE,"890125199806525440","Uni applications, careers, apprenticeships, interviews, student mental health and student finance.
Dive in!",FALSE,"https://pbs.twimg.com/profile_images/1601204945466036224/Tw8U9rGo_normal.jpg",NA,NA,40,0,0,113903,21,5243,5582,"retweeted","1299636377399840768","This is a great quote. ""Sometimes the most brilliant and intelligent students do not shine on standardized test because they do not have standardized minds"" @DianeRavitch   Love it. Thank you @ADHDFoundation  for sharing #neurodiversity #neurodiverse https://t.co/cnKmxNotD0","en","90863805"
"32","1300035922990252033","earthphysician","RT @Stephencgill: This is a great quote. ""Sometimes the most brilliant and intelligent students do not shine on standardized test because t…","2020-08-30T11:41:32.000Z",FALSE,"en","855837910888845312","1300035922990252033",NA,"2017-04-22T17:37:13.000Z","Nitish Dogra, MD, MPH",FALSE,"1627804808404176897","#PlanetaryHealth #Physician Johns Hopkins Community Hero @JHU/@Fulbrightprgrm alum #airquality #disaster Defined #climateepidemiology #MyFatherMyHero #Airlift",FALSE,"https://pbs.twimg.com/profile_images/1445646531286106116/bkMa2-Qq_normal.jpg","New Delhi, India",NA,40,0,0,3026,2,608,598,"retweeted","1299636377399840768","This is a great quote. ""Sometimes the most brilliant and intelligent students do not shine on standardized test because they do not have standardized minds"" @DianeRavitch   Love it. Thank you @ADHDFoundation  for sharing #neurodiversity #neurodiverse https://t.co/cnKmxNotD0","en","90863805"
"33","1300035877759062016","luminaries_mag","RT @Stephencgill: This is a great quote. ""Sometimes the most brilliant and intelligent students do not shine on standardized test because t…","2020-08-30T11:41:21.000Z",FALSE,"en","121752349","1300035877759062016",NA,"2010-03-10T13:33:44.000Z","The Luminaries Magazine",FALSE,"1403691692990029828","No1 Luminary Culture Magazine for Intelligent Escapism #Icons #Film #Fashion #Music #slowLuxury By former Times #Journalist @AlisonJaneReid1 @socialEnt_UK",FALSE,"https://pbs.twimg.com/profile_images/1293560237295833088/vMADI7of_normal.jpg","UK","https://t.co/IMCDXTbnW6",40,0,0,102612,811,25704,22651,"retweeted","1299636377399840768","This is a great quote. ""Sometimes the most brilliant and intelligent students do not shine on standardized test because they do not have standardized minds"" @DianeRavitch   Love it. Thank you @ADHDFoundation  for sharing #neurodiversity #neurodiverse https://t.co/cnKmxNotD0","en","90863805"
"34","1300033691171696642","jornbettin","@dyctiostelium @ElandWrites @Clara_MdB @BirdofDawning #Neurodiversity seems to map to the appreciation of ""mana tangata"" : personal power, from an inner source; personality; temperament, unique individual attributes.","2020-08-30T11:32:40.000Z",FALSE,"en","85175625","1298668277015748615","85175625","2009-10-25T22:04:13.000Z","@jornbettin prefers the peaceful elephant .social",FALSE,"1534046982020689920","Knowledge archaeologist by day & anthropologist by night. Attempting to cocreate good company & systems at https://t.co/lXptV5ntxK and @autcollab.",FALSE,"https://pbs.twimg.com/profile_images/995219189391491072/dsF4aHu-_normal.jpg","Auckland","https://t.co/gCB6ZKbHXJ",0,2,0,13815,72,2307,2011,NA,NA,NA,NA,NA
"35","1300032071486730240","rachelonthelow","@luvscoconut I was so defeated that I was still experiencing this IN SCHOOL as an ADULT. I confronted her and let her know how I felt. She cried she felt so bad &amp; it was a moment of learning the value of differences and empowering and supporting neurodiversity in the classroom.","2020-08-30T11:26:13.000Z",FALSE,"en","397034254","1299720426692710402","397034254","2011-10-24T04:20:34.000Z","rv",FALSE,NA,"28 | she/her | 🦄",FALSE,"https://pbs.twimg.com/profile_images/1393644471691005956/ZQPCdszo_normal.jpg",NA,"https://t.co/XzOzkupvZC",0,6,0,532,4,253,381,NA,NA,NA,NA,NA
