"","tweet_id","user_username","text","possibly_sensitive","author_id","conversation_id","created_at","lang","in_reply_to_user_id","user_created_at","user_protected","user_name","user_profile_image_url","user_location","user_description","user_verified","user_url","user_pinned_tweet_id","retweet_count","like_count","quote_count","user_tweet_count","user_list_count","user_followers_count","user_following_count","sourcetweet_type","sourcetweet_id","sourcetweet_text","sourcetweet_lang","sourcetweet_author_id"
"21","1576015792579448833","mearn4d10","RT @driven2drink: Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily c…",FALSE,"10924452","1576015792579448833","2022-10-01T01:07:00.000Z","en",NA,"2007-12-07T02:38:53.000Z",FALSE,"Show Me Your Thumbs","https://pbs.twimg.com/profile_images/1326533324848959489/-CIQpV32_normal.jpg","Ames, IA","He/Him. 40s. Nerd. Gamer. Writer (trying, anyway). Pro Minis Painter @aminisworks, TTRPG performer with @fey_fatale https://t.co/eRbWEUxMFA",FALSE,NA,"1593781061191876610",56,0,0,16270,6,289,2599,"retweeted","1575991678879793153","Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily compensated support requires layers of additional executive juggling to obtain and use executive function supports and it's fucking exhausting. https://t.co/lgjbyuDSwb","en","171708953"
"22","1576015754402889728","heymatheson","RT @danidonovan: I love love love public speaking, and October is #ADHDAwarenessMonth!

If you work for a company that'd be interested in h…",FALSE,"22734288","1576015754402889728","2022-10-01T01:06:51.000Z","en",NA,"2009-03-04T04:38:20.000Z",FALSE,"Keri","https://pbs.twimg.com/profile_images/1523043908812525571/BJJRNnrG_normal.jpg","SK","Worker in Health Care. Lover of running and hot yoga.",FALSE,NA,NA,22,0,0,21243,23,649,1439,"retweeted","1575550448165322753","I love love love public speaking, and October is #ADHDAwarenessMonth!

If you work for a company that'd be interested in having a guest speaker talk about neurodiversity, hit me up! 🧠💬

Learn more + reach out:
https://t.co/kCOIn9nA5s

💌 anti-planner@adhddd.com","en","16269197"
"23","1576015697708462082","seananmcguire","RT @driven2drink: Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily c…",FALSE,"20492950","1576015697708462082","2022-10-01T01:06:37.000Z","en",NA,"2009-02-10T05:00:00.000Z",FALSE,"Seanan McGuire","https://pbs.twimg.com/profile_images/980968363860967424/Q_vZl6q1_normal.jpg","Seattle, WA","New York Times bestselling author of October Daye, InCryptid, Wayward Children, and more. I am also @miragrant. She/her, please.",TRUE,"http://t.co/AHGPLGYB",NA,56,0,0,225964,1662,74561,1084,"retweeted","1575991678879793153","Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily compensated support requires layers of additional executive juggling to obtain and use executive function supports and it's fucking exhausting. https://t.co/lgjbyuDSwb","en","171708953"
"24","1576015580246966273","iridienne","RT @driven2drink: Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily c…",FALSE,"4026366609","1576015580246966273","2022-10-01T01:06:09.000Z","en",NA,"2015-10-23T19:48:27.000Z",FALSE,"cohost.org/adrienne","https://pbs.twimg.com/profile_images/1594547418942799872/mVuCz0sU_normal.png","$AdrienneLeigh","Cis-ish. She/her (or whatever tbh). Doc Destructo's flower.
Also at https://t.co/ys3CxnGDvF (Fediverse)
adrienneleigh#8321 (Discord)",FALSE,"https://t.co/aXxCmnGYkj","1363974498010079232",56,0,0,167015,6,1588,2256,"retweeted","1575991678879793153","Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily compensated support requires layers of additional executive juggling to obtain and use executive function supports and it's fucking exhausting. https://t.co/lgjbyuDSwb","en","171708953"
"25","1576015201417105409","ArrayToGo","RT @driven2drink: Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily c…",FALSE,"967890537859698689","1576015201417105409","2022-10-01T01:04:39.000Z","en",NA,"2018-02-25T22:34:21.000Z",FALSE,"Ruro 🧭 support manga unionization","https://pbs.twimg.com/profile_images/1574582163361730560/DKQ2n1gb_normal.jpg","United States","Ruro/Sarah, 28, She/Her. Jewish. white. My work is in engineering. I sporadically draw a bunch of anime stuff. Back on my Bleach shit again. 🎨: @RuroDraws",FALSE,"https://t.co/28gYVsWaEv","1604611785742499845",56,0,0,58228,9,309,1222,"retweeted","1575991678879793153","Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily compensated support requires layers of additional executive juggling to obtain and use executive function supports and it's fucking exhausting. https://t.co/lgjbyuDSwb","en","171708953"
"26","1576015049340035072","joonierang","RT @driven2drink: Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily c…",FALSE,"1024107857640349697","1576015049340035072","2022-10-01T01:04:03.000Z","en",NA,"2018-07-31T01:41:55.000Z",FALSE,"Arin.아린⁷ ?????","https://pbs.twimg.com/profile_images/1607443183390138368/IpIIfQq0_normal.jpg","B-ARMY since 2014","22yo. 'RM is incapable of doing a bad song' - Tablo,2023",FALSE,"https://t.co/PMfCpAquAk",NA,56,0,0,113383,7,2611,5002,"retweeted","1575991678879793153","Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily compensated support requires layers of additional executive juggling to obtain and use executive function supports and it's fucking exhausting. https://t.co/lgjbyuDSwb","en","171708953"
"27","1576014839046365184","NeolithicSheep","RT @driven2drink: Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily c…",FALSE,"81478236","1576014839046365184","2022-10-01T01:03:13.000Z","en",NA,"2009-10-11T00:44:25.000Z",FALSE,"Shepherd","https://pbs.twimg.com/profile_images/1276250732489039886/MStKWsNQ_normal.jpg","Over the river & thru the wood","'Swear to god, you are like if the Foxfire books were set in hell.' - @UrsulaV 

Sort of famous in the eyes of the law. Trans. He/him I canceled Thoreau.",FALSE,"https://t.co/Hgdt6b7Iyi","1543219563738927106",56,0,0,489500,355,37386,405,"retweeted","1575991678879793153","Hilarious. Also, frustrating.

I coach folks w ADHD, Autism, &amp; neurodiversity. Every official, systemic, and/or readily compensated support requires layers of additional executive juggling to obtain and use executive function supports and it's fucking exhausting. https://t.co/lgjbyuDSwb","en","171708953"
"28","1576014702194196480","voidfemme","@autismsupsoc The Doctor is so…relatable as someone with different brain function to what is considered “the norm” and experiencing different levels of “passing” as that norm. I think they would be very into the neurodiversity movement 💜 https://t.co/86c6z8ZnFp",FALSE,"328144190","1576008748401033217","2022-10-01T01:02:40.000Z","en","1429682459797598209","2011-07-02T20:30:12.000Z",FALSE,"rainy beach void","https://pbs.twimg.com/profile_images/1353484407110201344/P5_YBVss_normal.jpg","Night Vale, CA","Millennial biromantic ace femme autistic ADHD dreamer. cannabis lover, sci-fi/fantasy enthusiast, leftist, agnostic, feminist, she/her, opinions my own",FALSE,"https://t.co/iUI0uR7R8h","1628484458230992898",0,14,0,66351,25,1988,3359,NA,NA,NA,NA,NA
"29","1576013120124092416","sarahjmoore77","RT @jaime_a_heidel: Rising ADHD diagnosis rates for women are not a trend, it’s healthcare playing catch-up: https://t.co/VDNauMfELN @theip…",FALSE,"384875903","1576013120124092416","2022-10-01T00:56:23.000Z","en",NA,"2011-10-04T13:49:26.000Z",FALSE,"Sarah","https://pbs.twimg.com/profile_images/1524108861917081602/Z4xPDrM9_normal.jpg","Newfoundland","LGBTQ+ positive, mental health advocate, folklore loving. She/her.",FALSE,NA,NA,22,0,0,11414,31,1144,904,"retweeted","1575889968551059458","Rising ADHD diagnosis rates for women are not a trend, it’s healthcare playing catch-up: https://t.co/VDNauMfELN @theipaper #ADHD #neurodivergent #neurodiversity Please RT https://t.co/UeBZwC1rg1","en","1266072995673575424"
"30","1576012021287354368","Oma_Hamou","RT @dbrodey: Q: Do you say you support neurodivergence at work or neurodiversity? Many won’t know the words at all, I admit. BUT neurodiver…",FALSE,"233360799","1576012021287354368","2022-10-01T00:52:01.000Z","en",NA,"2011-01-03T01:28:01.000Z",FALSE,"Oma Hamou nee' McConnell","https://pbs.twimg.com/profile_images/1262481665068355594/1Cfe6XX-_normal.jpg","Rocky Mountain High - USA","♡ Mother, Daughter, Friend & Animal lover. Founder of Enigma Films & Sarskaia. Science Nerd.  Life is too short. Always look at the bright side.♡",FALSE,NA,"1421736018705797120",5,0,0,253162,336,3100,5005,"retweeted","1575855488637366273","Q: Do you say you support neurodivergence at work or neurodiversity? Many won’t know the words at all, I admit. BUT neurodiversity doesn’t mean you support different (ADD, ADHD, Autistic) thinkers specifically. Thoughts? Cc @AmandaMorin @MargauxJoffe @E2ENational @OberandOut https://t.co/zG0LfS4W44","en","165881340"
"31","1576011776944005120","JenniAgitator","@v_theclash @turfkick3r @elenor_candy This is what happens when Marilyn Muller sics her army of toxic RW Neurotypical Moms of neurodivergent kids on any ND. This lot is rabidly anti-Neurodiversity. They think their voices supersede ours. So for any of her other idolaters who stumble on https://t.co/D1MsYRMlGP 🖕",FALSE,"552792473","1575263933342031876","2022-10-01T00:51:03.000Z","en","2528333156","2012-04-13T15:39:41.000Z",FALSE,"Jennifer Litton Tidd","https://pbs.twimg.com/profile_images/1576717562964054016/PWUaoXS2_normal.jpg","Fairfax County, Virginia, USA","Co-founder Neurodivergent Liberation Coalition; I’m ADHD & Dyslexic, a disability rights advocate, writer & citizen lobbyist. #AgitateAgitateAgitate ~FDouglass",FALSE,"https://t.co/IvFrh5j2Lz","1629610982640156672",0,1,0,62140,30,4891,4987,NA,NA,NA,NA,NA
"32","1576010710957453312","learn_logic","The World Needs Neurodiversity: Unusual Times Call For Unusual Thinking
https://t.co/E1E4vmskMa",FALSE,"176399239","1576010710957453312","2022-10-01T00:46:49.000Z","en",NA,"2010-08-09T12:40:54.000Z",FALSE,"Learn Logic","https://pbs.twimg.com/profile_images/1486603319803977738/-1lv2PJE_normal.jpg","Australia | Canada | Indonesia | UK","Capacity and better jobs in the age of intelligent machines | L&D | KM and workforce development",FALSE,"https://t.co/QjHTnjrzVw",NA,0,0,0,8156,69,1130,977,NA,NA,NA,NA,NA
