"","tweet_id","user_username","text","possibly_sensitive","author_id","conversation_id","created_at","lang","in_reply_to_user_id","user_created_at","user_protected","user_name","user_profile_image_url","user_location","user_description","user_verified","user_pinned_tweet_id","user_url","retweet_count","like_count","quote_count","user_tweet_count","user_list_count","user_followers_count","user_following_count","sourcetweet_type","sourcetweet_id","sourcetweet_text","sourcetweet_lang","sourcetweet_author_id"
"11","1477102565917528065","copeconsulting","Happy New Year from Cope Consulting LLC! https://t.co/SLVdLqUaUT",FALSE,"2618099592","1477102565917528065","2022-01-01T02:21:09.000Z","en",NA,"2014-07-11T19:29:58.000Z",FALSE,"Dana Cope","https://pbs.twimg.com/profile_images/1323743254370660352/Ry7Juz2z_normal.jpg","Northern California","Providing strength-based support to move you beyond the box and forward on life's journey.",FALSE,NA,"https://t.co/CJhBPpv7T1",0,2,0,655,0,208,233,NA,NA,NA,NA,NA
"12","1477100355947315200","FriendlySensory","Sensory-Friendly Co-Working Space Design in Shared Offices https://t.co/VyBy9G35RC #autism #neurodiversity #sensoryfriendly #sensoryfriendlysolutions",FALSE,"884205017598701568","1477100355947315200","2022-01-01T02:12:22.000Z","en",NA,"2017-07-10T00:17:58.000Z",FALSE,"Sensory Friendly Solutions","https://pbs.twimg.com/profile_images/1359942953595240450/366coV6P_normal.png","Saint John, New Brunswick","Enroll in online training to become #SensoryFriendly #Accessible and #Inclusive! https://t.co/w9qRLMkXki #SensoryOverload #SensorySensitivity",FALSE,NA,"https://t.co/ALXsCbevEJ",0,0,0,5062,0,330,387,NA,NA,NA,NA,NA
"13","1477098281549271043","kaveinthran","RT @lithub: ""How would it shape our sense of Henry David Thoreau if we acknowledged that he appears to share many traits associated with pe…",FALSE,"246276046","1477098281549271043","2022-01-01T02:04:08.000Z","en",NA,"2011-02-02T13:58:12.000Z",FALSE,"kavein","https://pbs.twimg.com/profile_images/1485533679204302848/_LEdUJH2_normal.jpg","borderless","Curious #earthling, native #Blind, secular naturalist, #autodidact, Universal #HumanRights, curator of #curiosity #OpenKnowledge #OER #commons #wikipedian",FALSE,"1599740213668237317","https://t.co/86Un1OowQc",8,0,0,136258,55,1019,4998,"retweeted","1476267165963673606","""How would it shape our sense of Henry David Thoreau if we acknowledged that he appears to share many traits associated with people with autism?"" https://t.co/A1yOkNVaDu","en","2903979971"
"14","1477094717406040066","uppy_singh","RT @Simmerjitminhas: @uppy_singh Neither are you settled down but humans have better masking capabilities then other animals. Neurodiversit…",FALSE,"518824767","1477094717406040066","2022-01-01T01:49:58.000Z","en",NA,"2012-03-08T20:03:30.000Z",FALSE,"uppy420","https://pbs.twimg.com/profile_images/1617881326497005569/GDJtuv8__normal.jpg",NA,"Funny Tinge Gang - He/Him",FALSE,"1520911095569039360",NA,1,0,0,21443,3,701,580,"retweeted","1477091334263500803","@uppy_singh Neither are you settled down but humans have better masking capabilities then other animals. Neurodiversity!","en","1296690703783755776"
"15","1477092641594646529","Kelly_Friesen","Happy New Year from my home to yours!

#happynewyear #2022 

#shiftrenewsucceed #goals  #neurocoaching #coach #neuro #neurodiversity #personaldevelopment #professionaldevelopment #neuroscience #faith #onlinecoaching #brain #brainhealth #mentalhealth #neurocoach #restoration https://t.co/WVdy23E4bV",FALSE,"138770200","1477092641594646529","2022-01-01T01:41:43.000Z","en",NA,"2010-04-30T14:49:40.000Z",FALSE,"Kelly Friesen, Rev. NeuroCoach","https://pbs.twimg.com/profile_images/1598359094682853382/UGSpflV9_normal.jpg","Inquiries info@kellyfriesen.ca","Helping people live out their purpose! Neurodiversity and the Church’s Response ➜ ways you can help ➜ https://t.co/7aR9NrloHx",FALSE,NA,"https://t.co/JbGyBdspyP",2,1,0,1601,1,236,429,NA,NA,NA,NA,NA
"16","1477091334263500803","Simmerjitminhas","@uppy_singh Neither are you settled down but humans have better masking capabilities then other animals. Neurodiversity!",FALSE,"1296690703783755776","1477031412012392449","2022-01-01T01:36:31.000Z","en","518824767","2020-08-21T06:09:02.000Z",FALSE,"Simmin","https://pbs.twimg.com/profile_images/1356811502204805124/FGhdKb-x_normal.jpg","Calgary, Alberta","",FALSE,NA,NA,1,1,0,22181,0,1144,5004,NA,NA,NA,NA,NA
"17","1477090530479771654","ND_SWgroup","Last year this group gave me focus,direction and a safety. I met some truly inspiratonal people and am so greatful. Thank you everyone for your support, looking forward to seeing what we can achieve in 2022! #socialwork #neurodiversity #equality #inclusion https://t.co/QPD2A7dw6h",FALSE,"1420783386424184837","1477090530479771654","2022-01-01T01:33:20.000Z","en",NA,"2021-07-29T16:28:58.000Z",FALSE,"Neurodivergent Social Workers Group","https://pbs.twimg.com/profile_images/1490835346975776770/dYjiJatP_normal.jpg",NA,"BASW Group for neurodivergent social workers- peer support, sharing experience, advice, information and embracing differences.
Profile managed by Deb and Kelly.",FALSE,NA,"https://t.co/kfINNP3k9N",0,5,0,740,7,1556,3033,NA,NA,NA,NA,NA
"18","1477090160521228298","SammiLynn420","https://t.co/OlM8VIarYl live and ringing in the new year #twitchstreaming #twitchaffiliate #NewYear2022 #LGBT #neurodiversesquad #Neurodiversity #fortnite",FALSE,"1406758549196263432","1477090160521228298","2022-01-01T01:31:51.000Z","en",NA,"2021-06-20T23:39:22.000Z",FALSE,"Sammilynn420","https://pbs.twimg.com/profile_images/1588574958480941057/16kdm4TC_normal.jpg","St. John's","Just a non-binary polyamorous gamer looking for some like minded folks! Oh and I do the whole twitch thing. https://t.co/OYVpdASr9Y",FALSE,NA,"https://t.co/61en2EaZjB",0,2,0,462,2,186,203,NA,NA,NA,NA,NA
"19","1477088903316267012","spe_","Learned about the neurodiversity paradigm, which changed my world view and unlocked empathy towards other autistic/ADHD people, and really everyone since we all have hidden struggles.",FALSE,"22386325","1477088901537927172","2022-01-01T01:26:52.000Z","en","22386325","2009-03-01T18:03:43.000Z",FALSE,"Spencer","https://pbs.twimg.com/profile_images/1523834477067354115/0M2Vw2gh_normal.jpg","Toronto, Ontario","",FALSE,NA,NA,0,0,0,3757,17,319,1912,NA,NA,NA,NA,NA
"20","1477088378814402563","artxvorg","That’s what happened in 2021. Want to know what’s planned for 2022?

Drops, events, projects - we’ve got it all. Sign up to our mailing list to receive the full roadmap tomorrow.  👀 

https://t.co/WuVdTpX18r

#NFT #Neurodiversity",FALSE,"1394621491577335815","1477076549711147012","2022-01-01T01:24:47.000Z","en","1394621491577335815","2021-05-18T11:51:29.000Z",FALSE,"ARTXV","https://pbs.twimg.com/profile_images/1536015173642862592/rfwgQzYv_normal.jpg","Metaverse","Web3's first disability org 🚀 Championing disability inclusion in the arts and Web3 🎨 As seen in Forbes, Google A&C, Times Square, ETHDenver, NFT.LDN and more",FALSE,"1623022776285114369","https://t.co/ilJotovHEP",0,5,0,1659,30,2318,274,NA,NA,NA,NA,NA
"21","1477087437713297412","davi_str8_shtr","@VRKurosawa @IamLioRush You really wanna go back to a monopoly with THESE GUYS on top?

The way WWE pushes diversity is literally only marketing. They do not care about black issues, gay issues, trans issues, neurodiversity, they *only* care about how much money it brings 'em. https://t.co/cAcyLBNS8E",FALSE,"1393998167734202370","1477081194084794369","2022-01-01T01:21:02.000Z","en","73767464","2021-05-16T18:34:16.000Z",FALSE,"Davhausen #VeerHasCome","https://pbs.twimg.com/profile_images/1514362045461938181/EboQZ5q8_normal.jpg","Dublin City, Ireland","I hate this place.",FALSE,NA,NA,0,3,0,5718,0,179,4857,NA,NA,NA,NA,NA
"22","1477085905894752262","oldbencjw","@graceblakeley My son has ADHD, it’s difficult to fully understand but as time passes I see it runs in my side of family. I and many of my male relatives are on ADHD spectrum. I respect neurodiversity but I do worry about over diagnosis but more so medicating children.",FALSE,"111401120","1468173766807232513","2022-01-01T01:14:57.000Z","en","186851624","2010-02-04T20:07:37.000Z",FALSE,"Ciaran Wallace💙","https://pbs.twimg.com/profile_images/3077361787/10889c2388b50baea78e5589e03ed47e_normal.jpeg"," Bristol","Digital Project Manager - Evaluate and improve. Bristol, Married, 3 kids and a dog. #LFC for 40 years+ #JFT97 accountability, #UnitedIreland",FALSE,"1169332606653075458",NA,0,0,0,18475,16,198,439,NA,NA,NA,NA,NA
"23","1477084599264157696","Ben_Rickard_TS","Forbes: 2021 – The Year That The Neurodiversity Movement Came Of Age.
https://t.co/SbFecHJPQF",FALSE,"1398318058624667655","1477084599264157696","2022-01-01T01:09:46.000Z","en",NA,"2021-05-28T16:41:47.000Z",FALSE,"Ben Rickard","https://pbs.twimg.com/profile_images/1398355621867659266/l_4Eubqr_normal.jpg",NA,"Sr. Talent Sourcer- TuneIn 📻 | Stay 🤔 Sourcing Sponge | Developmental Differences Advocate ** Weekend Golf Hack | Chipotle 🌯 Crusher",FALSE,NA,"https://t.co/9L0G1AprCA",0,0,0,95,0,41,216,NA,NA,NA,NA,NA
"24","1477082145273249792","crooks_erica1","2021 in review - I know I am different. But I know I'm not alone. My investigation of my personality type and deeper.
https://t.co/nKGmHEZykB
#breadtube #anarchist #anarchism #leftist #leftism #infp #infps #lightworker #neurodiversity #newage #spirituality #mbti #lefttube",FALSE,"1279556407348658176","1477082145273249792","2022-01-01T01:00:00.000Z","en",NA,"2020-07-04T23:23:25.000Z",FALSE,"Erica Crooks","https://pbs.twimg.com/profile_images/1609417031014555648/lGPQ86XU_normal.jpg",NA,"INFP 🏳️‍🌈 ⚧ 🏳️‍⚧️⚢ Non-binary Trans Lesbian ♓️☮️💟🏴🎭🖕🏻🙈🙉🙊 Spiritually 🧘🔮 Peace 🎥 🎬 Film , Puppets , Cartoons 🧨💣🤪🤣, Artist , Satirist",FALSE,"1604556794533117952","https://t.co/eDO1Y2QN1K",0,1,0,18792,2,94,695,NA,NA,NA,NA,NA
"25","1477079953149734913","MixedRaceIrish","RT @NcpdW: https://t.co/AnGXGhiFIj

USEFUL FUNDING LINK FOR IRISH Projects!
Here is a link for The Community Foundation For Ireland. They h…",FALSE,"2384132696","1477079953149734913","2022-01-01T00:51:18.000Z","en",NA,"2014-03-11T19:49:38.000Z",FALSE,"Rosemary C Adaser","https://pbs.twimg.com/profile_images/1298206225184763904/j-rs9hLH_normal.jpg",NA,"Rosemary C Adaser Founder (& Former CEO) of the Assoc of Mixed-Race Irish • Retweets not necessarily my opinion. mixedraceirish@gmail.com",FALSE,"1297576924903026689","https://t.co/vWPz5JzsBp",3,0,0,15254,37,3803,2248,"retweeted","1438923334562074637","https://t.co/AnGXGhiFIj

USEFUL FUNDING LINK FOR IRISH Projects!
Here is a link for The Community Foundation For Ireland. They have a few great grants opening up around now. For Autism/Neurodiversity... 
https://t.co/iXZ35RsISj","en","1408930331302973443"
"26","1477079684412108801","83Alexandrine","RT @StarNosedMoles: our history diagnosed us as mentally ill for our genders/sexualities and perhaps that is why the lgbtq+ is so obsessed…",FALSE,"1365576492990668802","1477079684412108801","2022-01-01T00:50:14.000Z","en",NA,"2021-02-27T08:16:33.000Z",FALSE,"Alixe (xe/xyr/xem)","https://pbs.twimg.com/profile_images/1365576600880705538/hvKhamWq_normal.jpg","Australia","xe/xyr/xem. not one of the nice ones.
The artist formerly known as Alexandrine.",FALSE,"1451757849034461190",NA,8,0,0,8534,1,55,25,"retweeted","1477012247285096448","our history diagnosed us as mentally ill for our genders/sexualities and perhaps that is why the lgbtq+ is so obsessed with proving they are “normal” and why neurodiversity is seen by these people as a bad look","en","829770661169999872"
"27","1477078692958453760","artxvorg","Meeting disabled and neurodiverse artists around the world, they all shared this experience. 

And so we became ARTXV, a global collective of neurodiverse artists, selling their work as NFTs and showing the world that neuroDIVERSITY is just that. A beautiful diversity. https://t.co/EE1132KAU5",FALSE,"1394621491577335815","1477076549711147012","2022-01-01T00:46:17.000Z","en","1394621491577335815","2021-05-18T11:51:29.000Z",FALSE,"ARTXV","https://pbs.twimg.com/profile_images/1536015173642862592/rfwgQzYv_normal.jpg","Metaverse","Web3's first disability org 🚀 Championing disability inclusion in the arts and Web3 🎨 As seen in Forbes, Google A&C, Times Square, ETHDenver, NFT.LDN and more",FALSE,"1623022776285114369","https://t.co/ilJotovHEP",1,7,0,1659,30,2318,274,NA,NA,NA,NA,NA
"28","1477078039087525889","AccidentalCISO","@blenster 

Thank you for modeling kindness every day in an unkind world.  Also, thank you for your open and honest conversations about mental health and neurodiversity.",FALSE,"1085683907561967617","1477078026366201861","2022-01-01T00:43:41.000Z","en","1085683907561967617","2019-01-16T23:43:09.000Z",FALSE,"Accidental CISO","https://pbs.twimg.com/profile_images/1576403653329657856/ZnU08zB4_normal.jpg","United States","I accidentally became the CISO. I didn't want this job, but the job chose me. I'm scared, and I want to go home. @accidentalciso@infosec.exchange",FALSE,"1611100520235651082","https://t.co/UmistZDyfY",0,12,0,28058,532,48922,2130,NA,NA,NA,NA,NA
"29","1477078031978143746","AccidentalCISO","@ush1c and @geeksteev 

Thank you for your open and honest conversations about life, mental health, neurodiversity, and autism.  
Also, Steve, thank you for being there for me to ""phone a friend"" professionally this year.",FALSE,"1085683907561967617","1477078026366201861","2022-01-01T00:43:40.000Z","en","1085683907561967617","2019-01-16T23:43:09.000Z",FALSE,"Accidental CISO","https://pbs.twimg.com/profile_images/1576403653329657856/ZnU08zB4_normal.jpg","United States","I accidentally became the CISO. I didn't want this job, but the job chose me. I'm scared, and I want to go home. @accidentalciso@infosec.exchange",FALSE,"1611100520235651082","https://t.co/UmistZDyfY",0,10,0,28058,532,48922,2130,NA,NA,NA,NA,NA
"30","1477077649734447110","artxvorg","What community would embrace her neurodiversity rather than shy away from it? What platform would allow disabled artists to sell their work freely without physical or societal constraints? What world was going to shake up the old, conservative art industry?

NFTs. https://t.co/HDIccoFeLk",FALSE,"1394621491577335815","1477076549711147012","2022-01-01T00:42:09.000Z","en","1394621491577335815","2021-05-18T11:51:29.000Z",FALSE,"ARTXV","https://pbs.twimg.com/profile_images/1536015173642862592/rfwgQzYv_normal.jpg","Metaverse","Web3's first disability org 🚀 Championing disability inclusion in the arts and Web3 🎨 As seen in Forbes, Google A&C, Times Square, ETHDenver, NFT.LDN and more",FALSE,"1623022776285114369","https://t.co/ilJotovHEP",0,6,1,1659,30,2318,274,NA,NA,NA,NA,NA
"31","1477074089541976064","Charsierism","RT @spellfoxart: Worm friends!
Interest check on neurodiversity worm pins! This is my next potential pin design 

Rts super appreciated htt…",FALSE,"3021354836","1477074089541976064","2022-01-01T00:28:00.000Z","en",NA,"2015-02-15T14:56:47.000Z",FALSE,"Slimey Simey ⚧️ Yo boys, it's me, ya demon","https://pbs.twimg.com/profile_images/1538112686504177665/Le6ribgD_normal.jpg","Boorloo (Perth)","34yrs | POTS | hEDS/HSD | ND af | FtM 🏳️‍⚧️ 🏳️‍🌈 he/they ♿
AKA sliverofanonymity Beckkun Charsier Thrann
INTP-T | ACNH | Obey Me 2447666805 | 日本語下手 | ONMN 🧠",FALSE,"1626043425442402304","https://t.co/kETqxyHIEw",58,0,0,9754,3,110,1333,"retweeted","1462788517541695498","Worm friends!
Interest check on neurodiversity worm pins! This is my next potential pin design 

Rts super appreciated https://t.co/d8U7hE2jNw","en","1093532869203501057"
"32","1477071586708660233","oakbridge_WR","Happy New Year to our OBA family and community 💚 
Instead of hoping for a better year let's work together to make ourselves better in 2022
#autism #neurodiversity #dyslexia #adhd #asd #raredisease #RBT #teacher #mindfulschool #mindfulness  #learningexceptionalities #specialneeds https://t.co/L8esXff14D",FALSE,"872816548473393152","1477071586708660233","2022-01-01T00:18:03.000Z","en",NA,"2017-06-08T14:04:16.000Z",FALSE,"Oak Bridge Academy","https://pbs.twimg.com/profile_images/1344826554455613440/C05OPG1Q_normal.jpg","Cambridge, Ontario","Alternative, not-for-profit, elementary school.",FALSE,NA,"https://t.co/3dzmz9dZcM",0,7,0,1554,1,192,199,NA,NA,NA,NA,NA
"33","1477067630460743688","KorinaLMoss","In 1st grade we were told our son would never be able to be in a school classroom (bc he's neurodiverse). Today we received his 1st college acceptance letter AND they gave him a Presidential Scholars Award that covers 4 yrs tuition. Never give up. #proudmama #Neurodiversity https://t.co/2vsOqyQKFN",FALSE,"974313357808463872","1477067630460743688","2022-01-01T00:02:20.000Z","en",NA,"2018-03-15T15:56:21.000Z",FALSE,"Korina Moss Author, cheese shop mystery series","https://pbs.twimg.com/profile_images/1618338234471161868/OBiNLi-z_normal.jpg","Connecticut, USA","Agatha Award nominated #cozymystery #author CHEESE SHOP MYSTERIES (St Martin's/Macmillan) CHEDDAR OFF DEAD, GONE FOR GOUDA, CURDS OF PREY. Rep'd Marsal Lyon Lit",FALSE,"1619014836213649410","https://t.co/BaCZoIv8tY",5,156,1,42945,40,5045,4838,NA,NA,NA,NA,NA
"34","1477241606210215939","do_kinder","@BRAINCURES @RankinProf “Good scientists are innovative and creative, and that’s how people would describe me, and I believe that that is down to my neurodiversity. I definitely see it as a strength and not a disability.” @RankinProf @royalsociety

@DisInHigherEd @AcademicChatter
https://t.co/m4JAu7ox3j",FALSE,"1254403386507698176","1477229990005682176","2022-01-01T11:33:39.000Z","en","831903566088507393","2020-04-26T13:34:50.000Z",FALSE,"DoKinderScience","https://pbs.twimg.com/profile_images/1255132417150468096/TxhY3Z41_normal.jpg","London, England","Anti-bully advocate, whistleblower, truth and justice seeker.  #DoKinderScience #BullyingSurvey #BullyingInBritain #UlaScandal #SangerScandal #BrokenPharma",FALSE,"1559479681723863041",NA,12,1,0,82978,18,1633,3448,NA,NA,NA,NA,NA
"35","1477237503186903041","about_speech","RT @PCamhs: Information on #ARFID can be found here. Frequently linked to #neurodiversity 

https://t.co/nF3QmxPARt

#restricteddiet #eatin…",FALSE,"2316095424","1477237503186903041","2022-01-01T11:17:21.000Z","en",NA,"2014-01-28T21:28:44.000Z",FALSE,"💙 All About Speech Therapy #SBS Winner!","https://pbs.twimg.com/profile_images/1554079952643018753/knMmGhor_normal.jpg","UK","💙Helping children to speak more clearly💙Assessment & Therapy💙Delivering training💙#Preverbal Communication #VerbalDyspraxia #Speech 💙",FALSE,"1619722184460759040","https://t.co/lLi7IV2C7v",1,0,0,5922,16,1426,1214,"retweeted","1477223016115449858","Information on #ARFID can be found here. Frequently linked to #neurodiversity 

https://t.co/nF3QmxPARt

#restricteddiet #eatingdisorder #diet #malnutrition #autism #asc #adhd #dyspraxia #dcd https://t.co/9Kgk9KIVqD","en","1062298618483355648"
"36","1477236133817954314","scovelljohn","RT @profamandakirby: Happy New Year to one and all.
Join me in embracing neurodiversity in 2022 and together we can make a difference. http…",FALSE,"561042365","1477236133817954314","2022-01-01T11:11:54.000Z","en",NA,"2012-04-23T11:18:18.000Z",FALSE,"John Scovell","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","Merstham.","Full time carer for my Mother who has advanced dementia, 24/7, for almost 11 year now. Campaigning to raise awareness of Dyspraxia. I also have an Equity card.",FALSE,"1473686621002387464",NA,12,0,0,84723,49,1148,3724,"retweeted","1477173242771083264","Happy New Year to one and all.
Join me in embracing neurodiversity in 2022 and together we can make a difference. https://t.co/fG8Rbt5li2","en","88743145"
"37","1477235605113298946","LossyEcology","This is partly what the term #neurodiversity is seeking to explain, but unfortunately has co-opted the authority of science (neuro- prefix) and the language of failed inclusion policies form 1970s (‘diversity’) to do so… undermining the potential self-given power to self-id",FALSE,"834073289165271041","1477229541399711744","2022-01-01T11:09:48.000Z","en","834073289165271041","2017-02-21T16:12:23.000Z",FALSE,"Louisa || S O L A","https://pbs.twimg.com/profile_images/1531884968997175297/Wxu2xWAL_normal.jpg","London, England","Artist + Coach to neurodivergent creatives; activating emergent (self-) knowledges. Unmasking Unschool for #autistic-status ppl | she/they",FALSE,NA,"https://t.co/bWa4NChwiH",0,0,0,577,11,224,1009,NA,NA,NA,NA,NA
