"","tweet_id","user_username","text","possibly_sensitive","author_id","lang","created_at","conversation_id","user_name","user_created_at","user_pinned_tweet_id","user_description","user_verified","user_protected","user_profile_image_url","user_url","user_location","retweet_count","like_count","quote_count","user_tweet_count","user_list_count","user_followers_count","user_following_count","sourcetweet_type","sourcetweet_id","sourcetweet_text","sourcetweet_lang","sourcetweet_author_id","in_reply_to_user_id"
"11","1377087018975498241","ContessaEsselia","This is Jack.  #meetmydog #dogsofinstagram #rescuedog #servicedog #cancersurvivor #neurodiversity #autism #lovemydog #bestestboy #contessaesselia https://t.co/D7TAgfDSGH",FALSE,"2340606938","en","2021-03-31T02:35:05.000Z","1377087018975498241","Contessa Esselia","2014-02-12T16:30:50.000Z",NA,"Creator of handmade artisan leather goods. Available at https://t.co/HCjkkZI45x",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1366621639102894080/MNLYo0uq_normal.jpg","https://t.co/HCjkkZI45x","New Hampshire, USA",0,1,0,1004,2,99,174,NA,NA,NA,NA,NA,NA
"12","1377086888452964352","Autisticbluefox","RT @SchoolsNlc: https://t.co/swx8R2T9Tz

Language is so important. This is another one of our resources for #AutismAcceptanceMonth coming u…",FALSE,"558189081","en","2021-03-31T02:34:33.000Z","1377086888452964352","I AM MÉLISSA","2012-04-19T22:20:53.000Z","1623391388422340609","26, she/her, AUTISTIC, French,comfort character= Kit And Luke aka Jamie and Ed 🥰 adopt don’t shop.  XⓋX  💜 im a witch covered in stitches. Leo ♌ 🦜🦨🏳‍🌈🇨🇦",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1564033519889879040/l4b2X9Mw_normal.png","https://t.co/5iH9YgqAse","  Narnia",38,0,0,77721,45,280,649,"retweeted","1376210820263202819","https://t.co/swx8R2T9Tz

Language is so important. This is another one of our resources for #AutismAcceptanceMonth coming up in April. 
Tomorrow starts #AutismAcceptanceWeek so we are getting ready to join the celebrations!
Our neurodiversity celebration resources coming soon! https://t.co/JKbmeSIFrm","en","1230666526363127809",NA
"13","1377085395771355140","sweetacorn_","RT @characterselect: Hello #ActuallyAutistic friends! Twitch doesn't have any emotes for us, and I think it's time we changed that.

#Neuro…",FALSE,"967621140876214272","en","2021-03-31T02:28:38.000Z","1377085395771355140","anita 🍂","2018-02-25T04:43:52.000Z","1617023091946979329","i'm a non-binary and queer artist and vtuber from australia. sweetacorn on twitch and ☕️",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1565953413946322950/nbe2WH2p_normal.jpg","https://t.co/u6twOUFOsQ","Australia AEDT / GMT +11",50,0,0,1175,0,96,166,"retweeted","1377083177030856704","Hello #ActuallyAutistic friends! Twitch doesn't have any emotes for us, and I think it's time we changed that.

#Neurodiversity &amp; #LightItUpGold over on #twitchtv 

Search infAu and/or infSpec to add 'em to your channels, or check the links in the subtweet https://t.co/P41Fs3dMdJ","en","314985429",NA
"14","1377085051062657026","ThalmorBiznitch","To the person who treated me like shit for doing self check out with more than the max (20) items... (#disability #disabled #neurodiversesquad #Neurodiversity) 1/2",FALSE,"738847850096910336","en","2021-03-31T02:27:15.000Z","1377085051062657026","ThalmorBiznitch","2016-06-03T21:40:29.000Z","1593415062840016897","Parent • Queer • auDHD • Leftist • Pagan • Unapologetic geek • lists are OKAY 👍🏻 ~ Follow ≠ Endorsement (he/they/comrade)",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1533202125098045444/HhqSmvZM_normal.jpg","https://t.co/rTCnlrZSZl","Illinois, USA",0,1,0,20774,3,200,268,NA,NA,NA,NA,NA,NA
"15","1377084671117365252","Rigumaro","RT @characterselect: Hello #ActuallyAutistic friends! Twitch doesn't have any emotes for us, and I think it's time we changed that.

#Neuro…",FALSE,"1123654250","en","2021-03-31T02:25:45.000Z","1377084671117365252","Rigumaro","2013-01-27T01:27:30.000Z",NA,"Discord: Rigumaro#8797 -
Dorpsbewoner -
He/Him",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1458078254208802825/0AJRD-vy_normal.jpg",NA,NA,50,0,0,7063,0,56,282,"retweeted","1377083177030856704","Hello #ActuallyAutistic friends! Twitch doesn't have any emotes for us, and I think it's time we changed that.

#Neurodiversity &amp; #LightItUpGold over on #twitchtv 

Search infAu and/or infSpec to add 'em to your channels, or check the links in the subtweet https://t.co/P41Fs3dMdJ","en","314985429",NA
"16","1377084082262138882","TheChickenWrap","RT @characterselect: Hello #ActuallyAutistic friends! Twitch doesn't have any emotes for us, and I think it's time we changed that.

#Neuro…",FALSE,"482577099","en","2021-03-31T02:23:24.000Z","1377084082262138882","ChickenWrap","2012-02-04T02:32:57.000Z",NA,"Forgotten High ELO Shaco main",FALSE,FALSE,"https://pbs.twimg.com/profile_images/630942011495845888/lwlgDlWh_normal.png",NA,NA,50,0,0,956,0,44,22,"retweeted","1377083177030856704","Hello #ActuallyAutistic friends! Twitch doesn't have any emotes for us, and I think it's time we changed that.

#Neurodiversity &amp; #LightItUpGold over on #twitchtv 

Search infAu and/or infSpec to add 'em to your channels, or check the links in the subtweet https://t.co/P41Fs3dMdJ","en","314985429",NA
"17","1377083950108012549","HCLQueenGames","RT @characterselect: Hello #ActuallyAutistic friends! Twitch doesn't have any emotes for us, and I think it's time we changed that.

#Neuro…",FALSE,"812926573267578881","en","2021-03-31T02:22:53.000Z","1377083950108012549","Keep Calm and Always Punch Nazis #BlackLivesMatter","2016-12-25T07:42:53.000Z","1374384889273798661","Gamer. #girlstreamers Social Justice Noise Marine. Disabled. #ActuallyAutistic Enby. Navy girl, Caniac. She/they. 
#BlackLivesMatter",FALSE,FALSE,"https://pbs.twimg.com/profile_images/873338779863572480/utPvjqOP_normal.jpg","https://t.co/RWnsVtUNu9","Lakewood, CO",50,0,0,17655,7,509,2352,"retweeted","1377083177030856704","Hello #ActuallyAutistic friends! Twitch doesn't have any emotes for us, and I think it's time we changed that.

#Neurodiversity &amp; #LightItUpGold over on #twitchtv 

Search infAu and/or infSpec to add 'em to your channels, or check the links in the subtweet https://t.co/P41Fs3dMdJ","en","314985429",NA
"18","1377083813612900352","MyshioTweets","RT @characterselect: Hello #ActuallyAutistic friends! Twitch doesn't have any emotes for us, and I think it's time we changed that.

#Neuro…",FALSE,"778477669746937856","en","2021-03-31T02:22:20.000Z","1377083813612900352","Myshio","2016-09-21T06:15:14.000Z","1620382957172330496","✨making videogames and coding cool things ✨",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1304040054151688193/4DIbJzTJ_normal.jpg","https://t.co/znfZXH6DCV","Pakistan",50,0,0,10395,9,948,590,"retweeted","1377083177030856704","Hello #ActuallyAutistic friends! Twitch doesn't have any emotes for us, and I think it's time we changed that.

#Neurodiversity &amp; #LightItUpGold over on #twitchtv 

Search infAu and/or infSpec to add 'em to your channels, or check the links in the subtweet https://t.co/P41Fs3dMdJ","en","314985429",NA
"19","1377083177030856704","characterselect","Hello #ActuallyAutistic friends! Twitch doesn't have any emotes for us, and I think it's time we changed that.

#Neurodiversity &amp; #LightItUpGold over on #twitchtv 

Search infAu and/or infSpec to add 'em to your channels, or check the links in the subtweet https://t.co/P41Fs3dMdJ",FALSE,"314985429","en","2021-03-31T02:19:49.000Z","1377083177030856704","jae mi","2011-06-11T03:46:47.000Z","1377083177030856704","she/they | enby | intp | demi | vo/va | gaming | mental health | theory | lore
#ActuallyAutistic #adhd
✪not the most interesting human✪
https://t.co/jyjHEYqPGc",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1290548357757390848/I3VML_VP_normal.jpg","https://t.co/TxDtltbJGG","stupid sunny california",50,144,3,826,1,111,127,NA,NA,NA,NA,NA,NA
"20","1377082576205197313","absofabucorn","@JenVanderputten @TraciLambert14 @KarinFox @SKH245 @tamuira1 @FapeMomAdv @DoctorMommaBear @OurKIDzCan @IEPforParents @alexanderrusso @laura11D @dutchgirlusa @nanwaldman @bellebeignet @DyalWilliam @DrTeresaSanders @tracyscottkelly @SEALS_065 @PattiDudek @SpeakForAutism @NicholasFerroni @WhoopiGoldberg @ACLU @usedgov @davis_joy Like I've said many times giftedness is a neurodiversity. All the ride the same yellow bus. In some parts of the country kids get a 504 in others they get another type of designation. Regardless parents meet with the ESE department for annual meetings and kids get services.",FALSE,"1297195070114889728","en","2021-03-31T02:17:25.000Z","1372359239860109312","Dr. Absolutely Fabulous Unicorn 🦄🌈🧚‍♀️","2020-08-22T15:33:12.000Z","1297201520279277568","I'm magical 🦄 kids believe in me and that's all that matters. Adults need to get an imagination according to my BFF the fairy 🧚",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1379631656278056969/a5BxykFs_normal.jpg",NA,"Magical forest near you 🌳 🧚‍",0,2,0,30290,0,621,577,NA,NA,NA,NA,NA,"442078276"
"21","1377082252614508544","erikaheidewald","@EChickentender no it’s just neurodiversity theory. there’s a specific neurotype repeesented by the label NT but it’s not typical or normal it’s just the neurotype of the people at the top of the social hierarchy who created systems in their image. they’re not necessarily the majority",FALSE,"64274719","en","2021-03-31T02:16:08.000Z","1376920248587149319","Erika Hersteria","2009-08-09T22:54:03.000Z","1368966115804598275","i make neurodivergent goth pop to dance and drown out your intrusive thoughts to 🔮 STREAM JUST WORLD",TRUE,FALSE,"https://pbs.twimg.com/profile_images/1568788615366414338/f4s700QC_normal.jpg","https://t.co/TAF7vjwyfU","Austin, TX",0,2,0,57589,231,23135,1492,NA,NA,NA,NA,NA,"1351005833669332996"
"22","1377081600236683264","ritikamonster","@ArlanWasHere Exhaustion and/or neurodiversity? I misspell my own name often 🤣. Rarely others’.",FALSE,"41060559","en","2021-03-31T02:13:33.000Z","1377071778799882240","Ritikamonster","2009-05-19T05:14:04.000Z","1608692465539887109","Practitioner of absurdism
On a rock floating through space",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1582898052163309568/8Axv0XYl_normal.jpg","https://t.co/vo5WT9MaJf","teleported ",0,0,0,7044,169,2371,2593,NA,NA,NA,NA,NA,"7097602"
"23","1377081561506443269","lmischukOT","RT @Ability_OT: Using a positive lens when considering traits of ADHD. We can value variation. @LexxicLtd @UKVRA  #vrawebinar #Neurodiversi…",FALSE,"937358555618963456","en","2021-03-31T02:13:23.000Z","1377081561506443269","Lorraine Mischuk🇨🇦🇺🇦#OTs4Ukraine Chairperson","2017-12-03T16:31:09.000Z",NA,"#OccupationalTherapist promoting #mentalhealth, #inclusivity, building #resilience, #healthycommunities 30+years, Boston University doctoral student",FALSE,FALSE,"https://pbs.twimg.com/profile_images/937362562080940032/h3SXSBbO_normal.jpg","https://t.co/81RQtJG9a7","Winnipeg Canada",7,0,0,4449,9,921,2225,"retweeted","1376857203009798147","Using a positive lens when considering traits of ADHD. We can value variation. @LexxicLtd @UKVRA  #vrawebinar #Neurodiversity #vocationalrehabilitation #OccupationalTherapy https://t.co/KMaoZCfSFl","en","790494241386590208",NA
"24","1377080574456733696","itshydragen","I detest NT ""experts"" on neurodiversity. 

Would a doctor who diagnoses cancer go around claiming on being a cancer expert? Would they position themselves in the community to give presentations on what the cancer experience is like and how to act around people with cancer?",FALSE,"135751352","en","2021-03-31T02:09:28.000Z","1377080574456733696","Hydragen 💎","2010-04-22T04:42:53.000Z",NA,"🇨🇦 🇯🇲 🇹🇹 — ♐☀️ ♏🌙 ♌↑— Addicted to ✨emojis✨ and exclamation marks‼️Easily distracted, often anxious, always in my feelings✌🏼— 11/29/20🥀🕯️",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1330206926479781891/OG19sG7-_normal.jpg","https://t.co/6XphGaZXAD","28, she/they",0,2,0,7666,0,104,388,NA,NA,NA,NA,NA,NA
"25","1377079221126885379","JournalismMb","RT @CatClarkejourno: #ADHD people! Could you drop below or message me the ways in which you experience the condition in terms of sensations…",FALSE,"1196401241389228032","en","2021-03-31T02:04:05.000Z","1377079221126885379","Meghan Blumsum","2019-11-18T12:14:25.000Z",NA,"Digital PR Executive at @rebootdigitalpr | Contact me on: Meghan@journalistic.org | Qualified Journalist - journalismmb@gmail.com",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1590684221634478080/rqbkQ0jy_normal.jpg","https://t.co/CBP1HSpJq0","Bournemouth",1,0,0,424,1,177,375,"retweeted","1377053662976020480","#ADHD people! Could you drop below or message me the ways in which you experience the condition in terms of sensations, thought process or visual representation. Upcoming creative project #Neurodiversity","en","880336762035474432",NA
"26","1377077723357532161","teethofangels","Different brains DO work differently, but DON'T get it twisted. 'Neurodiversity' ISN'T a scientific concept; rather, it IS a social construct that— ""plays no accepted role in psychiatric diagnosis beyond ruling out medical factors such as tumors or traumatic brain injuries."" ..🤪",FALSE,"2408008741","en","2021-03-31T01:58:08.000Z","1377077723357532161","мαℓ","2014-03-23T23:41:27.000Z","1291530212593737728","https://t.co/eKhFpq83UA   .·’✵・*. ⛧¸⚞⚔⚟♡ ䷝ ☆彡 ━━",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1530671177349222400/zWzEwIIZ_normal.jpg","https://t.co/XXXqUHS1zZ","memetic kill agent warning",0,11,0,176914,23,2391,1808,NA,NA,NA,NA,NA,NA
"27","1377076625871867904","EzraFriedlander","RT @kolainu: Neurodiversity Brings kindness everywhere.  #AutismAwarenessWeek #KINDNESS #ActuallyAutistic #diversity #gratitude #autismawar…",FALSE,"755256391","en","2021-03-31T01:53:47.000Z","1377076625871867904","Ezra Friedlander","2012-08-13T14:33:35.000Z",NA,"",FALSE,FALSE,"https://pbs.twimg.com/profile_images/2729869934/3c97fd17fa5e90019982791dd405cf22_normal.jpeg","http://t.co/PjsSeXYf5a",NA,1,0,0,33533,44,6072,6632,"retweeted","1377003975095029769","Neurodiversity Brings kindness everywhere.  #AutismAwarenessWeek #KINDNESS #ActuallyAutistic #diversity #gratitude #autismawareness #empathy #community #Awareness https://t.co/0xQeMfsZI0","en","2253630032",NA
"28","1377076607123292161","MrQLD","RT @usqedu: Championing #Neurodiversity in the workforce 💛

@usqedu's @yosheen1 highlights the benefits of hiring those on the autism spect…",FALSE,"2813209945","en","2021-03-31T01:53:42.000Z","1377076607123292161","Pete Hill","2014-09-16T13:48:29.000Z",NA,"Media man, love the GG's Maroons/Cowboys/Broncos/Firebirds Reds/ Bulls/Heat tragic.Animal lover proud Queenslander. Beautiful One Day..Perfect The Next..😎😎🏝️",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1004143843531296768/M97_7KzF_normal.jpg",NA,"Brisbane,In the Sunshine State",7,0,0,179078,117,3397,2987,"retweeted","1377072198586789890","Championing #Neurodiversity in the workforce 💛

@usqedu's @yosheen1 highlights the benefits of hiring those on the autism spectrum.

Details: https://t.co/3IkkySJ9RE https://t.co/OoPVHuHIUD","en","26899383",NA
"29","1377075308768071683","JamesMcGuire99","RT @usqedu: Championing #Neurodiversity in the workforce 💛

@usqedu's @yosheen1 highlights the benefits of hiring those on the autism spect…",FALSE,"1066516541967986688","en","2021-03-31T01:48:33.000Z","1377075308768071683","James McGuire","2018-11-25T02:18:53.000Z",NA,"Brand Manager at Trumps",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1381823864406114308/3lcB7UBL_normal.jpg",NA,"Ipswich, Brisbane",7,0,0,209,1,69,89,"retweeted","1377072198586789890","Championing #Neurodiversity in the workforce 💛

@usqedu's @yosheen1 highlights the benefits of hiring those on the autism spectrum.

Details: https://t.co/3IkkySJ9RE https://t.co/OoPVHuHIUD","en","26899383",NA
"30","1377075280062283782","wynneliz1","@StructuredSucc I mean, SO MANY, but definitely people anxiety/exhaustion. I’m not sure what part of my neurodiversity it‘s most closely related to, but I have huge issues with unplanned social interactions, and with having enough energy left over after work to spend time with my partner.",FALSE,"1365172933862191104","en","2021-03-31T01:48:26.000Z","1377069886132740098","Wynn has AuDHD","2021-02-26T05:32:54.000Z","1481117323297628163","✨all ND, all the time!✨ | late-diagnosed #ADHD #ActuallyAutistic BP2 & OCD | professional musician | she/her | 🏳️‍🌈",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1365184601757339648/z3dNYq5V_normal.jpg",NA,"West Coast, USA",1,21,0,4971,28,3156,1018,NA,NA,NA,NA,NA,"1235307709194354688"
"31","1377073726882123777","Happy_Ducky17","@ThenonbinaryC @LMKGeek @Enby896 FINALLY - someone who knows it's just neurodiversity and developmental differences",FALSE,"934231816319332354","en","2021-03-31T01:42:15.000Z","1376662056955432963","Happy Ducky","2017-11-25T01:26:36.000Z","1331433360590159873","Free and paid Smash coaching available, DM/mention for details! 
Discord: Fluffy Phoenix#0640

Byleth Meta YT linked below

Contributor to @crest_scholars",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1284296908064751617/yJuQc-xs_normal.png","https://t.co/TQySRB4Bze",NA,0,1,0,34574,4,381,300,NA,NA,NA,NA,NA,"1213077878213996544"
"32","1377072932657061892","AndersenNikki","RT @usqedu: Championing #Neurodiversity in the workforce 💛

@usqedu's @yosheen1 highlights the benefits of hiring those on the autism spect…",FALSE,"1082070164","en","2021-03-31T01:39:06.000Z","1377072932657061892","Nikki Andersen","2013-01-12T06:42:02.000Z",NA,"#OpenEducation Librarian | Writer | Speaker | Disabled & Deaf | Pron: she / her.",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1547438086669631490/oEkL3Fe1_normal.jpg","https://t.co/cDLaf1BqIY",NA,7,0,0,1692,28,758,538,"retweeted","1377072198586789890","Championing #Neurodiversity in the workforce 💛

@usqedu's @yosheen1 highlights the benefits of hiring those on the autism spectrum.

Details: https://t.co/3IkkySJ9RE https://t.co/OoPVHuHIUD","en","26899383",NA
"33","1377072465512296450","TrentMeyerSK","RT @usqedu: Championing #Neurodiversity in the workforce 💛

@usqedu's @yosheen1 highlights the benefits of hiring those on the autism spect…",FALSE,"718105584453562368","en","2021-03-31T01:37:15.000Z","1377072465512296450","Trent Meyer","2016-04-07T15:58:07.000Z","1592951663694086144","Father. Husband. Leader. Opinions and people I dislike are mine - find your own. Here for the GIFs.",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1599395240384798723/Vv6jgSUz_normal.jpg",NA,"Saskatchewan, Canada",7,0,0,19481,48,4262,4797,"retweeted","1377072198586789890","Championing #Neurodiversity in the workforce 💛

@usqedu's @yosheen1 highlights the benefits of hiring those on the autism spectrum.

Details: https://t.co/3IkkySJ9RE https://t.co/OoPVHuHIUD","en","26899383",NA
"34","1377072198586789890","unisqaus","Championing #Neurodiversity in the workforce 💛

@usqedu's @yosheen1 highlights the benefits of hiring those on the autism spectrum.

Details: https://t.co/3IkkySJ9RE https://t.co/OoPVHuHIUD",FALSE,"26899383","en","2021-03-31T01:36:11.000Z","1377072198586789890","University of Southern Queensland","2009-03-27T00:20:11.000Z",NA,"The University of Southern Queensland's official account 🎓 We're also on Instagram & https://t.co/u3rNcMFxJ6. CRICOS: QLD 00244B NSW 02225M.",TRUE,FALSE,"https://pbs.twimg.com/profile_images/1542335434449072128/P2MWfQZH_normal.jpg","https://t.co/nhioe8WDqQ","Australia",7,24,0,11412,174,8248,2010,NA,NA,NA,NA,NA,NA
"35","1377068118267338756","DanielJHarrisUK","Most people look up to their heroes; I’m raising mine.
To mark #AutismAwarenessWeek, I’ve written an article to raise awareness of Autism Spectrum Condition. Please follow this link.  
#neurodiversity
https://t.co/MvijqM5vIo",FALSE,"1170358731009331200","en","2021-03-31T01:19:58.000Z","1377068118267338756","Dan Harris","2019-09-07T15:30:50.000Z","1400090275356282884","#Neurodiversity Advocate. NeurodiversityInBusiness CEO. IPSEA SEND law family volunteer.",FALSE,FALSE,"https://pbs.twimg.com/profile_images/1245640742938148864/oNhINuPT_normal.jpg","https://t.co/9G492qoY1Z",NA,15,53,4,1190,0,1442,1065,NA,NA,NA,NA,NA,NA
