"","tweet_id","user_username","text","lang","conversation_id","created_at","possibly_sensitive","author_id","in_reply_to_user_id","user_description","user_protected","user_created_at","user_url","user_pinned_tweet_id","user_location","user_verified","user_name","user_profile_image_url","retweet_count","like_count","quote_count","user_tweet_count","user_list_count","user_followers_count","user_following_count","sourcetweet_type","sourcetweet_id","sourcetweet_text","sourcetweet_lang","sourcetweet_author_id"
"11","1520214240891572225","cryptomlee","RT @ADHDudesNFT: We are ADHDudes!! So happy you found us. We support #neurodiversity #education so much so that our #NFTCommunity is creati…","en","1520214240891572225","2022-04-30T01:31:33.000Z",FALSE,"1431677359170674688",NA,"I help businesses grow through #Web3 @InfluencioCoin",FALSE,"2021-08-28T17:57:58.000Z","https://t.co/5fZW9NG7m7",NA,"Manitoba, Canada",FALSE,"Mlee Atkinson","https://pbs.twimg.com/profile_images/1431677452422635523/q3ibKZIj_normal.jpg",8,0,0,668,7,580,1164,"retweeted","1514821461042626561","We are ADHDudes!! So happy you found us. We support #neurodiversity #education so much so that our #NFTCommunity is creating alternative learning in the metaverse for neurodivergent students! Incredible things to come. Welcome to the Club! https://t.co/BTu1O0td8x","en","1514319198637506562"
"12","1520212725330329600","Padmajamenon4","RT @novelmindkidlit: Do #kids' #literacy + #wellbeing matter to you? Follow us! 😃😍😊
We love #childrensbooks, + care about #mentalhealth + #…","en","1520212725330329600","2022-04-30T01:25:32.000Z",FALSE,"1285800717266100230",NA,"",FALSE,"2020-07-22T04:56:11.000Z",NA,NA,NA,FALSE,"Padmajamenon","https://pbs.twimg.com/profile_images/1285801034493853696/iie5ancm_normal.jpg",11,0,0,23,0,54,197,"retweeted","1486774003096113153","Do #kids' #literacy + #wellbeing matter to you? Follow us! 😃😍😊
We love #childrensbooks, + care about #mentalhealth + #neurodiversity representation in them. We fight stigma. We believe books can heal. That kids learn through stories. 
Join us!
https://t.co/f9EAKhGvCl","en","1075488891568713728"
"13","1520212307904765953","AShanfield","RT @PalinoTara: Perfect way to wrap up our Neurodiverse Universe Spirit Week. With a flashmob dance! 💃🕺
“We’re all in This Together!” 💜💛@AS…","en","1520212307904765953","2022-04-30T01:23:53.000Z",FALSE,"466983703",NA,"“Intelligence plus character — that is the goal of true education."" MLK Jr.",FALSE,"2012-01-18T00:37:46.000Z",NA,NA,NA,FALSE,"Adrienne Shanfield","https://pbs.twimg.com/profile_images/1103482248320483328/0gGx5Hxz_normal.jpg",2,0,0,297,2,94,249,"retweeted","1520211011621502978","Perfect way to wrap up our Neurodiverse Universe Spirit Week. With a flashmob dance! 💃🕺
“We’re all in This Together!” 💜💛@AShanfield @DawnGraziano1 #shinyapples #Neurodiversity #beyou https://t.co/KEwK61oFzk","en","1105640699670814725"
"14","1520211477722013697","DawnGraziano1","RT @PalinoTara: Perfect way to wrap up our Neurodiverse Universe Spirit Week. With a flashmob dance! 💃🕺
“We’re all in This Together!” 💜💛@AS…","en","1520211477722013697","2022-04-30T01:20:35.000Z",FALSE,"2458928192",NA,"Educator in Monroe Township, NJ",FALSE,"2014-04-23T00:54:28.000Z",NA,NA,"Wanamassa, NJ",FALSE,"Dawn Graziano","https://pbs.twimg.com/profile_images/1014996579055521795/daOISRqE_normal.jpg",2,0,0,427,0,159,234,"retweeted","1520211011621502978","Perfect way to wrap up our Neurodiverse Universe Spirit Week. With a flashmob dance! 💃🕺
“We’re all in This Together!” 💜💛@AShanfield @DawnGraziano1 #shinyapples #Neurodiversity #beyou https://t.co/KEwK61oFzk","en","1105640699670814725"
"15","1520211011621502978","PalinoTara","Perfect way to wrap up our Neurodiverse Universe Spirit Week. With a flashmob dance! 💃🕺
“We’re all in This Together!” 💜💛@AShanfield @DawnGraziano1 #shinyapples #Neurodiversity #beyou https://t.co/KEwK61oFzk","en","1520211011621502978","2022-04-30T01:18:43.000Z",FALSE,"1105640699670814725",NA,"Educator 🍎 / Mom ⭐️",FALSE,"2019-03-13T01:24:19.000Z",NA,NA,"New Jersey, USA",FALSE,"Tara Palino","https://pbs.twimg.com/profile_images/1170513618158391297/kvYy0TXU_normal.jpg",2,3,0,152,1,44,66,NA,NA,NA,NA,NA
"16","1520210773968297984","tylerblack32","@MaryRusselldoc @ValerieComplex @taragentile Good news: it's changing! The newest generation of psychiatrists have been well trained in neurodiversity and systemic racism, and the generation coming from the medical students is even better. There are pockets of improvement everywhere though I would agree a neuropsych is best","en","1519682746603511809","2022-04-30T01:17:47.000Z",FALSE,"164718384","976983117469806592","Suicidologist, emergency psychiatrist and pharmacologist. Data geek, ok, lots of other geek.

Views expressed are my own and not my employers'.

he/him/his",FALSE,"2010-07-09T15:38:36.000Z","https://t.co/qQKJGaoaFD","1542915992849989633","Vancouver",TRUE,"Tyler Black, MD","https://pbs.twimg.com/profile_images/1314842097539641350/S4ppCcXR_normal.jpg",0,4,0,52328,553,50941,4210,NA,NA,NA,NA,NA
"17","1520210116087328769","MsDeMarcoEDU","RT @dyslexicadv: Some students learn best with minimal background noise and with a teacher that gives clear pronunciation and explicit feed…","en","1520210116087328769","2022-04-30T01:15:10.000Z",FALSE,"1142118318507266048",NA,"LDTC Bridgewater-Raritan Regional School District",FALSE,"2019-06-21T17:13:21.000Z",NA,NA,NA,FALSE,"Monica DeMarco","https://pbs.twimg.com/profile_images/1415016098462937093/E1H246av_normal.jpg",2,0,0,122,0,61,61,"retweeted","1520161007812947969","Some students learn best with minimal background noise and with a teacher that gives clear pronunciation and explicit feedback.
https://t.co/xd8R6ZRxbf
#dyslexia #dyslexicadvantage #neurodiversity #dyslexicstudents #learning #pandemic","en","52188343"
"18","1520209851418300416","Eidle_Ira","RT @thinkingautism: Asking for eye contact saps @Eidle_Ira's energy. Trust him, he is engaged in a conversation even if he looks distracted…","en","1520209851418300416","2022-04-30T01:14:07.000Z",FALSE,"1561551763",NA,"25 He/They Autistic Gamer and entertainment enthusiast. KSU alum. Disability Rights Advocate. Ask me about the history of neurodiversity.",FALSE,"2013-07-01T21:37:23.000Z","https://t.co/5UK5cD915q",NA,"Georgia",FALSE,"Ira Eidle","https://pbs.twimg.com/profile_images/1204102970037669895/jq8ExcoP_normal.jpg",22,0,0,2179,4,258,917,"retweeted","1520194545723400192","Asking for eye contact saps @Eidle_Ira's energy. Trust him, he is engaged in a conversation even if he looks distracted! Rounding out our April and Accommodations series for #AutismAcceptanceMonth at TPGA:

https://t.co/wtkxRlE72L #autistic #neurodiversity #autism","en","152835605"
"19","1520209457933864962","andrewmorrisuk","RT @sikhsforautism: #sikhsforautism #sikhs #AutismAcceptance #AutismAcceptanceMonth #Autism #AutismAwareness #Neurodiversity https://t.co/B…","qme","1520209457933864962","2022-04-30T01:12:33.000Z",FALSE,"2358562603",NA,"Passionate about how IT solutions can bring positive value to our business and personal lives. Proud #autisticparent. Son of a parent with #dementia",FALSE,"2014-02-23T21:58:16.000Z",NA,NA,"Bedford",FALSE,"Andrew Morris","https://pbs.twimg.com/profile_images/1526832446402084864/AB6LX2Bg_normal.jpg",6,0,0,704587,329,16149,1713,"retweeted","1520208861256421383","#sikhsforautism #sikhs #AutismAcceptance #AutismAcceptanceMonth #Autism #AutismAwareness #Neurodiversity https://t.co/BDFZu7h8xX","qme","1118959281087205376"
"20","1520208861256421383","sikhsforautism","#sikhsforautism #sikhs #AutismAcceptance #AutismAcceptanceMonth #Autism #AutismAwareness #Neurodiversity https://t.co/BDFZu7h8xX","qme","1520208861256421383","2022-04-30T01:10:11.000Z",FALSE,"1118959281087205376",NA,"Advocating and creating conversations around #autism especially within #sikh & South Asian communities. Building #inclusive communities.",FALSE,"2019-04-18T19:27:36.000Z","https://t.co/7jhrW4YVuk",NA,"Toronto, Ontario",FALSE,"Sikhs For Autism","https://pbs.twimg.com/profile_images/1233561689246883841/uM--SPUO_normal.jpg",6,7,0,1124,0,585,1055,NA,NA,NA,NA,NA
"21","1520205924165632001","HeiniMNatri","@ADHDGirlsDuke @Aut_Dr_Parent What’s with the disorder talk? You people never heard of the neurodiversity paradigm? #ActuallyAutistic #AutismAwarenessMonth","en","1520157239117504514","2022-04-30T00:58:31.000Z",FALSE,"3245973772","1426253093541457920","PhD, computational biologist interested in genetic variation, gene regulation, and complex traits. #actuallyautistic, #firstgen, de-gene-erate, anti-eugenics",FALSE,"2015-05-11T05:49:51.000Z","https://t.co/q78OKaTSOz","1557011386441793541","Los Angeles, CA",FALSE,"Heini Natri","https://pbs.twimg.com/profile_images/1310613800328912903/nfdC7-Dp_normal.jpg",0,6,0,3134,47,2610,1575,NA,NA,NA,NA,NA
"22","1520205210269986819","Ava_Nicole23","RT @thinkingautism: Asking for eye contact saps @Eidle_Ira's energy. Trust him, he is engaged in a conversation even if he looks distracted…","en","1520205210269986819","2022-04-30T00:55:40.000Z",FALSE,"1132025138",NA,"Neuroscience MS student working in autism research | #OpenlyAutistic, ADHD, Cerebral Palsy | Anime lover, casual gamer | Part of @DisInHigherEd",FALSE,"2013-01-29T20:13:05.000Z","https://t.co/twOeIJ1bXo","1620089459541778434",NA,FALSE,"Ava Gurba (she/her)","https://pbs.twimg.com/profile_images/1625223218129674248/v0QHoq1r_normal.jpg",22,0,0,23393,31,2249,4013,"retweeted","1520194545723400192","Asking for eye contact saps @Eidle_Ira's energy. Trust him, he is engaged in a conversation even if he looks distracted! Rounding out our April and Accommodations series for #AutismAcceptanceMonth at TPGA:

https://t.co/wtkxRlE72L #autistic #neurodiversity #autism","en","152835605"
"23","1520204770845286402","MovingMindsff","RT @CHADD_ADHD: The phrase ""executive functions"" has gone from use by medical pros to use in popular language. There is often confusion on…","en","1520204770845286402","2022-04-30T00:53:56.000Z",FALSE,"88263581",NA,"MMFF is a 501(c)(3), nonprofit organization dedicated to helping families of children with special needs advocate for their right to an effective education.",FALSE,"2009-11-07T20:26:10.000Z","https://t.co/7g4kcaGIsI",NA,"New Jersey & New York",FALSE,"MovingMindsForward Foundation","https://pbs.twimg.com/profile_images/1196688845/Final1_donation_email_page1_image4_1__normal.jpg",5,0,0,497,0,44,105,"retweeted","1519770135678050306","The phrase ""executive functions"" has gone from use by medical pros to use in popular language. There is often confusion on what it actually means -- so let's clear that up.
#ADHDtwitter #ADHD #executivefunction #neurodiversity #CHADD

https://t.co/XWj9Zcw9pz https://t.co/Y3bJYUDQx5","en","41403631"
"24","1520203594158555143","merrieandbright","RT @slooterman: .@JustStimming is leading the modern #neurodiversity movement. Despite that, few people outside DC and disability policy ci…","en","1520203594158555143","2022-04-30T00:49:15.000Z",FALSE,"3006257789",NA,"Librarian. Archivist. Mom friend. Mostly here for hockey tbh. 🌼🌸🌼",FALSE,"2015-01-30T19:37:44.000Z",NA,"1331477952480092160","Washington, DC",FALSE,"Kai 🌼","https://pbs.twimg.com/profile_images/913927944858456064/DXKh3EA7_normal.jpg",79,0,0,14214,1,50,200,"retweeted","1520056550206935043",".@JustStimming is leading the modern #neurodiversity movement. Despite that, few people outside DC and disability policy circles know her name. #AutismAcceptanceMonth #AutismAcceptance https://t.co/TnHhS82IM3","en","262797432"
"25","1520202194951233537","ADHD2ePro","How To Know If You’re Autistic

Step 1: learn from the experiences of actually autistic people

https://t.co/x2fVKcm5Y0

#Autistic #ActuallyAutistic #Autism #Neurodivergent #Neurodiversity #Writers #WritingCommunity #WritersLift #WritersSupportingWriters #CelebrateNeurodiversity","en","1520202194951233537","2022-04-30T00:43:41.000Z",FALSE,"283765825",NA,"She/They. Mom, Advocate, Writer at https://t.co/he5b3uPAwr. CYW, BA Psych.🦻🏻ASL 2e #Neurodivergent #ADHD #AuDHD #ActuallyAutistic",FALSE,"2011-04-18T00:17:36.000Z","https://t.co/UOfAitQ0rG",NA,"Manitoba, Canada",FALSE,"Jillian Neurodiversiy MB","https://pbs.twimg.com/profile_images/1621206363538948097/wZcTXbAO_normal.jpg",2,4,1,16251,16,1434,2369,NA,NA,NA,NA,NA
"26","1520201719803695106","MrsDonleyKMS","I wish there would have been more opportunities for more pics but this day/week/month/year and I am just thankful I have amazing support! 
@ebaeza05 @rubio  #AutismAcceptance #Neurodiversity #AutismAwarenessMonth https://t.co/OKONYVKFRB","en","1520201719803695106","2022-04-30T00:41:48.000Z",FALSE,"1425297017413189637",NA,"Loves KMS, Puppies named Max, and when people drive the speed limit and let people merge without being self entitled. 🙃 😉🥰🤩😁",FALSE,"2021-08-11T03:24:45.000Z","https://t.co/zUQIyojGla",NA,"Krueger Middle School",FALSE,"Ms.Donley","https://pbs.twimg.com/profile_images/1425299730763063298/bZcYcIhS_normal.jpg",0,3,0,196,0,46,133,NA,NA,NA,NA,NA
"27","1520200627884011520","JrehnJ","RT @stevesilberman: This is a really ambitious and provocative probing of the deep roots of #neurodiversity in human culture. Can't wait fo…","en","1520200627884011520","2022-04-30T00:37:28.000Z",FALSE,"2386229700",NA,"""Vagrant in a van""
(giving Miriam Margolyes a run for her money)
DO NOT DELETE YOUR TWITTER HANDLE",FALSE,"2014-03-13T03:20:18.000Z","https://t.co/AsmHWDLbKm","1251614050229739520","Kaurna/Peremangk",FALSE,"Just Judith'n'🅰️LF / JustJudith_n_ALF @ spoutible","https://pbs.twimg.com/profile_images/1593445873526050816/WVFznGvf_normal.jpg",10,0,0,525826,206,4267,5001,"retweeted","1520083034514464769","This is a really ambitious and provocative probing of the deep roots of #neurodiversity in human culture. Can't wait for part 2. Now up on the Web at the link below. https://t.co/rWubjpSuSq","en","18655567"
"28","1520199240907214849","NeuroRebel","RT @NeuroRebel: Humanity is a Spectrum and NeuroTypical is NOT the Default￼

#AutismAcceptanceMonth #AutismAcceptance #AutismAwareness #Aut…","en","1520199240907214849","2022-04-30T00:31:57.000Z",FALSE,"801841042710495232",NA,"Lyric Rivera: #Queer #Trans #ActuallyAutistic #Hyperlexic #ADHD, educator,  artist, & best selling author of Workplace NeuroDiversity Rising",FALSE,"2016-11-24T17:32:56.000Z","https://t.co/W6Bgy3DI1M","1628394268552306688","Nomad",FALSE,"NeuroDivergent Rebel (they/them/Xe/Xem) 🧠 🏳️‍🌈","https://pbs.twimg.com/profile_images/1611430869243408384/hojTG9PR_normal.jpg",7,0,0,119023,390,40174,11932,"retweeted","1517171784457543680","Humanity is a Spectrum and NeuroTypical is NOT the Default￼

#AutismAcceptanceMonth #AutismAcceptance #AutismAwareness #AutisticPride #NeuroDiversity 

https://t.co/FNRGOwXOOA￼ https://t.co/8unMQD6wFz","en","801841042710495232"
"29","1520198821178974208","schroepferg2","RT @stevesilberman: This is a really ambitious and provocative probing of the deep roots of #neurodiversity in human culture. Can't wait fo…","en","1520198821178974208","2022-04-30T00:30:17.000Z",FALSE,"1491728182814273536",NA,"Full on gay. Cat pics, porn and some politics. LGBTQ+ BLM",FALSE,"2022-02-10T10:58:18.000Z",NA,"1604543090559455232",NA,FALSE,"Gerald's folly","https://pbs.twimg.com/profile_images/1598260332405084160/tIRsfhou_normal.jpg",10,0,0,121136,2,1220,3014,"retweeted","1520083034514464769","This is a really ambitious and provocative probing of the deep roots of #neurodiversity in human culture. Can't wait for part 2. Now up on the Web at the link below. https://t.co/rWubjpSuSq","en","18655567"
"30","1520198595236048898","aleekwrites","RT @thinkingautism: Understanding How Routines Can Help Autistic People: “We may spend much of our lives in a state of uncertainty about wh…","en","1520198595236048898","2022-04-30T00:29:23.000Z",FALSE,"135247594",NA,"Creatively connecting business creators with relevant media. 🦁🐾📰",FALSE,"2010-04-20T19:19:36.000Z","https://t.co/Q1IOkfLFh9","1620755414181871618","England, United Kingdom",FALSE,"Amanda Leek","https://pbs.twimg.com/profile_images/1440265124346957831/V_V0BmsR_normal.jpg",37,0,0,29978,62,2078,4559,"retweeted","1519449594580520960","Understanding How Routines Can Help Autistic People: “We may spend much of our lives in a state of uncertainty about what comes next, so routines can feel like an island of stability in all that.” @MxOolong, at TPGA: 

https://t.co/NiHLsbeCb0 #autism #autistic #neurodiversity","en","152835605"
"31","1520198253702270978","lisacampbellasc","RT @stevesilberman: Fri 4/29 @CBC's Ideas will air Sandy Bourque's ""The Myth of Normal,"" a 2-part exploration of #neurodiversity. (I'm in p…","en","1520198253702270978","2022-04-30T00:28:02.000Z",FALSE,"965706491494674432",NA,"@csa_asc President | Présidente @asc_csa",FALSE,"2018-02-19T21:55:44.000Z","https://t.co/psy3bRToCc","1602062605530677250","Montréal, Québec",FALSE,"Lisa Campbell","https://pbs.twimg.com/profile_images/1313813901990125574/gvBPCK1j_normal.jpg",12,0,0,4746,28,1875,176,"retweeted","1519870634389430275","Fri 4/29 @CBC's Ideas will air Sandy Bourque's ""The Myth of Normal,"" a 2-part exploration of #neurodiversity. (I'm in pt. 2, airing next week.) To hear it live, click and select a Canadian city that matches your time zone. I'll post a permanent link soon. https://t.co/HIwgXgGY4n","en","18655567"
"32","1520197763119595521","NeuroRebel","RT @NeuroRebel: #ActuallyAutistic #AskingAutistics &amp; #NeuroDivergent People - do you have “bad posture” or sit “wrong”? 

#AutisticAdult #A…","en","1520197763119595521","2022-04-30T00:26:05.000Z",FALSE,"801841042710495232",NA,"Lyric Rivera: #Queer #Trans #ActuallyAutistic #Hyperlexic #ADHD, educator,  artist, & best selling author of Workplace NeuroDiversity Rising",FALSE,"2016-11-24T17:32:56.000Z","https://t.co/W6Bgy3DI1M","1628394268552306688","Nomad",FALSE,"NeuroDivergent Rebel (they/them/Xe/Xem) 🧠 🏳️‍🌈","https://pbs.twimg.com/profile_images/1611430869243408384/hojTG9PR_normal.jpg",3,0,0,119023,390,40174,11932,"retweeted","1519671609463824385","#ActuallyAutistic #AskingAutistics &amp; #NeuroDivergent People - do you have “bad posture” or sit “wrong”? 

#AutisticAdult #AutismAcceptance #AutisticPride #ADHDer #NeuroDiversity #AutismAcceptanceMonth #AutisticAcceptance #AutisticAdults #AutismAwareness 

https://t.co/zkTpQmIgou","en","801841042710495232"
"33","1520197551819051009","Kaija_Rayne","RT @thinkingautism: Understanding How Routines Can Help Autistic People: “We may spend much of our lives in a state of uncertainty about wh…","en","1520197551819051009","2022-04-30T00:25:14.000Z",FALSE,"2978455883",NA,"#Author of UF, Sci-Fantasy & Romance. Editor. Queer AF. #Autistic #ADHD #hEDS #MeCFS #LongCovid Non-binary. Mixed-race. 0 fvcks left. 📘 https://t.co/WPSBDTDJ",FALSE,"2015-01-14T18:10:27.000Z","https://t.co/ZPnl6wcAIN","1425929965778919429","No one's business Canada",FALSE,"Kaija Rayne 16898/50000","https://pbs.twimg.com/profile_images/1488575821275189253/BZWOS3D2_normal.jpg",37,0,0,188808,241,4184,762,"retweeted","1519449594580520960","Understanding How Routines Can Help Autistic People: “We may spend much of our lives in a state of uncertainty about what comes next, so routines can feel like an island of stability in all that.” @MxOolong, at TPGA: 

https://t.co/NiHLsbeCb0 #autism #autistic #neurodiversity","en","152835605"
"34","1520197180262338561","shaggyjebus","RT @thinkingautism: Asking for eye contact saps @Eidle_Ira's energy. Trust him, he is engaged in a conversation even if he looks distracted…","en","1520197180262338561","2022-04-30T00:23:46.000Z",FALSE,"39234522",NA,"Creating anime and Japanese horror content. Check me out on YT!

Autistic / Non-binary / Gundam fan until I die/ People positive, no hate allowed here!",FALSE,"2009-05-11T11:36:59.000Z","https://t.co/Nod5el9EPc","1615556671367188481","Tennessee, USA",FALSE,"Shaggy the Spooky Jebus","https://pbs.twimg.com/profile_images/1336121184421883905/5TINxBbd_normal.jpg",22,0,0,3888,2,88,542,"retweeted","1520194545723400192","Asking for eye contact saps @Eidle_Ira's energy. Trust him, he is engaged in a conversation even if he looks distracted! Rounding out our April and Accommodations series for #AutismAcceptanceMonth at TPGA:

https://t.co/wtkxRlE72L #autistic #neurodiversity #autism","en","152835605"
